ダウンロードした時刻：2019/10/10 15:35:27

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,7.7,11.7,4.0
1982/12/2,3.6,7.6,-0.4
1982/12/3,1.7,6.6,-1.0
1982/12/4,5.5,11.5,-0.9
1982/12/5,6.8,15.5,1.0
1982/12/6,-2.4,1.1,-3.4
1982/12/7,0.9,4.5,-3.5
1982/12/8,1.3,4.1,-0.3
1982/12/9,3.9,7.6,-0.4
1982/12/10,5.1,9.4,2.0
1982/12/11,4.0,5.7,2.1
1982/12/12,2.1,5.4,0.3
1982/12/13,-1.5,1.1,-4.5
1982/12/14,-0.9,3.3,-4.5
1982/12/15,0.6,5.4,-4.7
1982/12/16,1.1,5.3,-1.6
1982/12/17,4.0,9.9,0.6
1982/12/18,-0.2,3.4,-3.2
1982/12/19,-0.1,2.9,-3.9
1982/12/20,3.1,8.2,-0.8
1982/12/21,2.8,8.2,-1.6
1982/12/22,4.6,8.6,-2.2
1982/12/23,5.0,8.5,1.6
1982/12/24,2.2,5.0,0.1
1982/12/25,1.5,4.5,-0.4
1982/12/26,0.7,3.9,-1.6
1982/12/27,3.5,6.7,1.2
1982/12/28,0.5,3.5,-3.0
1982/12/29,2.5,6.1,-3.9
1982/12/30,1.2,4.8,-1.9
1982/12/31,-2.7,0.1,-4.8
1983/1/1,-2.6,-0.4,-5.3
1983/1/2,-0.4,3.0,-2.6
1983/1/3,-0.3,3.1,-2.1
1983/1/4,0.9,4.4,-2.6
1983/1/5,2.9,6.3,-0.2
1983/1/6,1.2,5.0,-2.9
1983/1/7,2.3,6.8,-5.0
1983/1/8,3.5,10.3,-3.3
1983/1/9,-3.4,-0.4,-4.9
1983/1/10,-4.5,-1.7,-6.5
1983/1/11,-2.5,-0.3,-6.1
1983/1/12,-0.2,2.7,-3.0
1983/1/13,-1.0,1.8,-3.7
1983/1/14,-2.5,0.4,-4.6
1983/1/15,-1.8,1.5,-4.5
1983/1/16,-0.2,2.8,-1.6
1983/1/17,-1.4,1.6,-4.1
1983/1/18,-2.7,0.9,-6.5
1983/1/19,-1.0,3.1,-4.5
1983/1/20,-1.9,1.9,-4.2
1983/1/21,-2.6,0.8,-4.9
1983/1/22,-3.2,0.2,-5.4
1983/1/23,-2.8,0.9,-8.5
1983/1/24,-0.4,3.6,-3.4
1983/1/25,3.5,7.4,-1.2
1983/1/26,1.1,4.0,-0.6
1983/1/27,3.7,6.3,0.5
1983/1/28,6.5,10.5,4.3
1983/1/29,7.4,11.6,3.9
1983/1/30,-0.8,4.4,-4.0
1983/1/31,-2.0,1.4,-5.2
1983/2/1,2.6,6.2,-0.5
1983/2/2,0.1,1.4,-0.3
1983/2/3,-0.9,1.5,-3.5
1983/2/4,-1.7,0.8,-4.5
1983/2/5,0.3,2.0,-1.7
1983/2/6,-1.2,2.7,-4.7
1983/2/7,-2.0,1.9,-4.7
1983/2/8,-2.7,1.1,-5.7
1983/2/9,-2.5,1.6,-5.3
1983/2/10,-3.8,0.8,-6.4
1983/2/11,-4.6,-0.9,-7.0
1983/2/12,-6.4,-2.4,-8.5
1983/2/13,-7.8,-4.6,-10.2
1983/2/14,-5.9,-1.7,-9.4
1983/2/15,-0.4,4.7,-7.3
1983/2/16,-3.7,-0.4,-8.7
1983/2/17,-3.3,0.8,-11.2
1983/2/18,0.3,1.7,-0.6
1983/2/19,0.4,0.7,-0.4
1983/2/20,0.5,3.3,-1.5
1983/2/21,-1.3,2.3,-4.6
1983/2/22,-2.4,0.9,-5.3
1983/2/23,-1.0,3.1,-3.9
1983/2/24,-0.1,4.0,-4.3
1983/2/25,-2.3,1.5,-5.0
1983/2/26,-4.6,-1.1,-6.6
1983/2/27,-3.9,-1.3,-7.1
1983/2/28,-0.8,2.9,-4.7
1983/3/1,2.6,6.8,-0.7
1983/3/2,0.2,1.9,-1.1
1983/3/3,-0.2,0.5,-1.6
1983/3/4,-0.6,2.4,-2.7
1983/3/5,-0.6,2.7,-3.6
1983/3/6,-0.7,3.3,-3.3
1983/3/7,-1.4,2.5,-4.3
1983/3/8,-1.3,3.1,-5.3
1983/3/9,-0.1,4.0,-3.2
1983/3/10,1.3,7.6,-7.6
1983/3/11,2.9,8.5,-2.6
1983/3/12,2.7,9.5,-4.3
1983/3/13,0.3,2.4,-1.4
1983/3/14,-1.8,0.5,-3.2
1983/3/15,-1.3,2.3,-4.8
1983/3/16,0.1,5.6,-5.3
1983/3/17,1.7,4.2,-2.0
1983/3/18,1.7,4.9,-0.4
1983/3/19,0.5,3.7,-2.0
1983/3/20,4.1,8.9,-1.3
1983/3/21,5.3,11.9,-1.6
1983/3/22,5.3,9.4,2.0
1983/3/23,4.2,8.5,-0.8
1983/3/24,3.5,5.4,1.8
1983/3/25,2.5,5.5,-1.7
1983/3/26,3.7,8.4,-1.5
1983/3/27,1.9,6.7,-2.5
1983/3/28,3.6,8.3,-2.3
1983/3/29,5.7,12.9,0.4
1983/3/30,4.8,12.3,-1.3
1983/3/31,2.9,7.9,-2.3
