ダウンロードした時刻：2019/10/10 15:33:29

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,5.9,8.5,2.4
2010/12/2,7.0,10.4,3.4
2010/12/3,11.2,12.8,9.2
2010/12/4,5.4,9.2,3.9
2010/12/5,7.9,10.8,4.2
2010/12/6,6.4,9.1,3.1
2010/12/7,1.9,4.0,0.4
2010/12/8,1.0,3.0,0.0
2010/12/9,1.2,3.8,-0.7
2010/12/10,1.2,3.5,-1.0
2010/12/11,5.3,10.4,0.0
2010/12/12,-1.7,0.7,-3.6
2010/12/13,3.9,6.6,0.3
2010/12/14,2.8,5.7,-0.5
2010/12/15,-4.8,-0.2,-7.3
2010/12/16,-2.8,0.0,-5.7
2010/12/17,-2.4,-0.7,-4.0
2010/12/18,-1.2,1.3,-2.6
2010/12/19,1.7,6.1,-1.8
2010/12/20,5.0,7.0,3.0
2010/12/21,2.7,5.1,-0.9
2010/12/22,2.1,4.4,-0.3
2010/12/23,2.3,3.7,0.0
2010/12/24,-1.4,3.9,-6.3
2010/12/25,-5.5,-3.6,-6.8
2010/12/26,-2.0,0.1,-6.1
2010/12/27,-0.1,2.7,-1.6
2010/12/28,0.4,2.9,-1.2
2010/12/29,0.4,1.4,-0.8
2010/12/30,0.4,2.5,-1.6
2010/12/31,0.7,1.7,-0.1
2011/1/1,-0.2,3.0,-3.3
2011/1/2,-1.0,2.1,-4.4
2011/1/3,0.1,1.6,-1.6
2011/1/4,0.0,2.1,-1.0
2011/1/5,-0.8,1.1,-2.9
2011/1/6,-4.7,-1.3,-8.8
2011/1/7,-7.3,-5.6,-9.1
2011/1/8,-3.9,-2.2,-5.9
2011/1/9,-4.5,-2.4,-7.4
2011/1/10,-6.0,-4.2,-7.3
2011/1/11,-5.3,-3.4,-6.7
2011/1/12,-4.7,-2.8,-7.2
2011/1/13,-6.0,-4.7,-6.8
2011/1/14,-6.1,-4.4,-7.8
2011/1/15,-4.0,-2.0,-6.3
2011/1/16,-0.5,0.9,-2.4
2011/1/17,-1.1,1.0,-3.4
2011/1/18,-0.8,1.1,-3.4
2011/1/19,-1.6,0.4,-2.9
2011/1/20,-2.9,-0.9,-4.7
2011/1/21,-2.5,-0.3,-3.7
2011/1/22,-2.5,-0.8,-3.8
2011/1/23,-1.8,0.7,-3.8
2011/1/24,-2.5,0.3,-4.7
2011/1/25,-1.2,2.6,-5.1
2011/1/26,-2.0,1.4,-4.6
2011/1/27,-2.6,0.9,-6.0
2011/1/28,-3.1,-1.7,-4.5
2011/1/29,-4.4,-2.9,-5.1
2011/1/30,-4.1,-2.4,-5.2
2011/1/31,-4.0,-2.6,-5.4
2011/2/1,-4.0,-2.0,-5.0
2011/2/2,-0.4,3.1,-5.4
2011/2/3,3.3,5.5,0.3
2011/2/4,3.0,5.5,0.5
2011/2/5,-0.2,2.3,-4.3
2011/2/6,-1.0,2.5,-5.9
2011/2/7,-2.5,2.1,-6.0
2011/2/8,-3.6,-1.8,-5.7
2011/2/9,-1.6,0.7,-4.6
2011/2/10,-1.3,0.9,-3.2
2011/2/11,-0.7,2.1,-2.6
2011/2/12,-1.0,2.0,-2.9
2011/2/13,-2.0,1.5,-3.7
2011/2/14,-1.9,0.5,-3.6
2011/2/15,-1.4,1.1,-5.2
2011/2/16,2.6,5.0,0.8
2011/2/17,1.4,2.4,-0.2
2011/2/18,1.2,4.6,-1.6
2011/2/19,-0.9,1.1,-2.9
2011/2/20,0.2,2.3,-1.0
2011/2/21,1.1,4.0,-2.3
2011/2/22,1.3,4.9,-1.5
2011/2/23,1.5,2.3,0.4
2011/2/24,4.3,7.9,1.5
2011/2/25,0.1,6.5,-4.6
2011/2/26,-3.6,-1.3,-5.9
2011/2/27,-1.2,1.6,-3.2
2011/2/28,-1.7,2.1,-4.5
2011/3/1,-0.5,1.3,-2.0
2011/3/2,-1.6,1.1,-4.1
2011/3/3,-4.0,-2.6,-5.8
2011/3/4,-2.7,1.5,-6.0
2011/3/5,0.1,2.8,-4.1
2011/3/6,2.7,5.7,0.1
2011/3/7,-0.5,2.8,-3.5
2011/3/8,-2.0,1.0,-4.1
2011/3/9,-3.2,-1.5,-4.5
2011/3/10,-1.4,1.7,-4.5
2011/3/11,-0.6,3.1,-3.1
2011/3/12,1.4,4.3,-2.0
2011/3/13,4.6,8.0,2.4
2011/3/14,2.9,7.9,-0.4
2011/3/15,0.4,3.0,-1.5
2011/3/16,-0.5,2.3,-3.6
2011/3/17,-1.6,2.4,-4.3
2011/3/18,0.5,3.1,-3.2
2011/3/19,4.6,9.5,1.8
2011/3/20,4.4,7.8,2.3
2011/3/21,2.5,5.3,1.2
2011/3/22,0.4,3.8,-2.4
2011/3/23,-0.6,2.8,-2.6
2011/3/24,0.2,4.9,-3.0
2011/3/25,0.7,5.2,-1.8
2011/3/26,0.9,5.5,-2.0
2011/3/27,1.2,5.1,-1.7
2011/3/28,3.2,7.3,-0.3
2011/3/29,5.1,9.4,2.3
2011/3/30,5.1,9.9,1.4
2011/3/31,3.9,8.5,1.9
