ダウンロードした時刻：2017/07/24 15:43:53

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,5.8,9.0,2.8
2003/1/2,2.9,5.5,1.3
2003/1/3,3.3,5.4,1.3
2003/1/4,3.7,7.0,0.1
2003/1/5,0.6,4.4,-1.7
2003/1/6,1.2,6.3,-2.1
2003/1/7,2.5,9.0,-2.5
2003/1/8,3.2,9.6,-1.5
2003/1/9,3.8,9.9,-1.7
2003/1/10,4.5,9.0,-0.2
2003/1/11,6.3,12.0,2.1
2003/1/12,5.9,11.6,1.8
2003/1/13,4.9,10.2,0.6
2003/1/14,5.5,11.9,1.9
2003/1/15,1.1,4.1,-0.4
2003/1/16,1.6,4.8,-1.4
2003/1/17,4.5,11.8,-1.1
2003/1/18,6.2,10.1,2.8
2003/1/19,4.7,7.0,2.7
2003/1/20,5.6,9.1,2.7
2003/1/21,3.8,7.3,1.7
2003/1/22,4.1,7.2,0.9
2003/1/23,5.2,8.4,3.3
2003/1/24,3.1,5.8,1.0
2003/1/25,3.8,8.0,1.0
2003/1/26,5.8,10.1,0.6
2003/1/27,9.2,10.7,7.1
2003/1/28,4.5,9.3,1.2
2003/1/29,-0.7,2.2,-4.0
2003/1/30,0.2,4.5,-3.9
2003/1/31,3.1,8.0,-1.4
2003/2/1,3.0,6.1,1.5
2003/2/2,2.9,6.3,1.3
2003/2/3,3.1,7.4,1.1
2003/2/4,4.2,9.4,-0.1
2003/2/5,4.1,9.1,1.5
2003/2/6,3.1,7.3,0.2
2003/2/7,4.7,12.0,-1.3
2003/2/8,6.9,13.3,0.6
2003/2/9,9.1,11.0,4.8
2003/2/10,9.5,16.7,3.2
2003/2/11,8.3,9.7,6.5
2003/2/12,5.0,8.7,2.8
2003/2/13,4.7,10.5,0.2
2003/2/14,4.5,10.4,0.0
2003/2/15,6.0,12.2,-0.5
2003/2/16,6.6,8.2,5.1
2003/2/17,6.8,12.2,2.8
2003/2/18,4.9,9.6,-0.3
2003/2/19,5.0,10.2,0.9
2003/2/20,4.2,6.9,1.3
2003/2/21,5.0,9.5,2.0
2003/2/22,5.1,7.9,3.3
2003/2/23,7.1,10.8,4.3
2003/2/24,5.9,10.9,3.3
2003/2/25,5.3,10.9,1.5
2003/2/26,6.4,11.1,0.7
2003/2/27,5.8,9.1,2.6
2003/2/28,6.1,13.1,0.3
2003/3/1,8.6,11.4,4.0
2003/3/2,9.5,15.2,6.0
2003/3/3,7.0,10.8,2.9
2003/3/4,1.8,6.3,-0.1
2003/3/5,2.1,6.2,-0.2
2003/3/6,5.8,10.5,0.3
2003/3/7,9.5,12.5,5.2
2003/3/8,4.7,8.0,2.4
2003/3/9,2.5,5.0,0.5
2003/3/10,3.0,7.0,1.2
2003/3/11,3.3,8.8,0.4
2003/3/12,4.9,9.0,2.6
2003/3/13,5.1,11.8,0.6
2003/3/14,6.8,13.6,0.6
2003/3/15,6.7,9.0,4.5
2003/3/16,6.7,9.9,2.1
2003/3/17,8.8,13.7,5.4
2003/3/18,7.2,12.4,2.3
2003/3/19,4.9,11.8,0.4
2003/3/20,6.6,12.6,1.7
2003/3/21,7.2,15.0,0.7
2003/3/22,6.8,10.2,3.2
2003/3/23,8.3,15.2,0.9
2003/3/24,11.2,18.6,4.0
2003/3/25,12.1,16.9,9.9
2003/3/26,12.1,18.2,7.5
2003/3/27,12.6,20.6,6.3
2003/3/28,10.5,16.3,6.4
2003/3/29,9.2,14.5,4.3
2003/3/30,9.4,18.0,1.5
2003/3/31,12.7,18.6,5.5
2003/4/1,14.2,17.3,11.5
2003/4/2,12.7,15.7,11.0
2003/4/3,13.1,19.0,9.5
2003/4/4,11.2,12.7,9.1
2003/4/5,8.8,10.3,7.1
2003/4/6,11.0,17.7,4.7
2003/4/7,14.0,22.2,4.7
2003/4/8,15.0,20.6,12.1
2003/4/9,10.6,15.7,6.6
2003/4/10,10.2,17.4,5.0
2003/4/11,10.9,13.7,5.3
2003/4/12,16.1,19.6,12.8
2003/4/13,16.9,23.2,12.0
2003/4/14,13.4,18.5,7.8
2003/4/15,13.9,17.6,9.3
2003/4/16,15.5,25.0,5.4
2003/4/17,18.1,26.5,9.4
2003/4/18,19.4,26.5,12.7
2003/4/19,18.7,21.7,15.7
2003/4/20,19.5,22.5,17.1
2003/4/21,13.8,17.7,9.3
2003/4/22,14.1,21.0,6.9
2003/4/23,15.3,17.3,13.2
2003/4/24,17.7,20.9,15.8
2003/4/25,20.0,26.2,16.1
2003/4/26,17.9,22.2,13.3
2003/4/27,16.8,23.7,12.3
2003/4/28,18.6,26.0,10.8
2003/4/29,20.2,27.3,12.9
2003/4/30,14.5,20.4,8.8
2003/5/1,14.6,21.9,7.5
