ダウンロードした時刻：2019/10/10 15:59:35

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,,,
2014/12/2,10.8,14.4,5.9
2014/12/3,8.2,13.6,3.0
2014/12/4,8.8,13.2,5.9
2014/12/5,8.3,13.4,3.9
2014/12/6,5.1,9.8,1.7
2014/12/7,6.2,10.8,2.0
2014/12/8,6.6,11.6,3.2
2014/12/9,7.3,12.4,2.8
2014/12/10,7.3,10.8,3.6
2014/12/11,9.6,16.2,5.3
2014/12/12,9.3,11.1,5.6
2014/12/13,7.0,12.7,1.9
2014/12/14,4.8,8.9,1.2
2014/12/15,5.3,10.4,0.1
2014/12/16,3.6,5.3,1.9
2014/12/17,4.3,9.1,1.4
2014/12/18,4.0,8.3,-1.3
2014/12/19,5.4,9.5,0.0
2014/12/20,5.3,7.6,3.4
2014/12/21,8.6,12.6,4.2
2014/12/22,7.1,11.4,3.1
2014/12/23,6.3,11.2,2.4
2014/12/24,5.9,11.9,1.4
2014/12/25,6.3,11.5,3.1
2014/12/26,5.1,10.0,0.4
2014/12/27,4.6,8.7,1.8
2014/12/28,3.8,8.0,-0.6
2014/12/29,4.2,6.1,2.5
2014/12/30,6.6,12.2,1.8
2014/12/31,8.0,12.9,1.8
2015/1/1,3.7,8.2,0.7
2015/1/2,2.7,7.9,-2.2
2015/1/3,3.8,8.9,-1.1
2015/1/4,4.0,9.3,-0.4
2015/1/5,6.9,12.9,1.3
2015/1/6,10.8,16.0,5.8
2015/1/7,5.6,10.2,3.0
2015/1/8,6.2,11.2,2.0
2015/1/9,6.7,11.0,3.5
2015/1/10,6.3,11.2,1.9
2015/1/11,6.4,10.8,0.2
2015/1/12,5.2,9.0,2.0
2015/1/13,6.6,11.8,2.5
2015/1/14,6.6,11.5,1.2
2015/1/15,5.4,8.2,3.4
2015/1/16,8.9,13.2,4.9
2015/1/17,5.9,11.6,1.3
2015/1/18,4.7,10.9,-0.5
2015/1/19,5.7,11.7,-0.7
2015/1/20,6.3,11.2,2.7
2015/1/21,2.5,3.8,1.5
2015/1/22,4.6,5.6,3.2
2015/1/23,6.9,12.8,3.7
2015/1/24,4.9,8.1,2.9
2015/1/25,7.0,12.2,0.9
2015/1/26,9.0,12.9,5.6
2015/1/27,9.8,16.4,5.8
2015/1/28,5.2,9.7,1.4
2015/1/29,3.9,8.2,-0.9
2015/1/30,2.2,4.7,0.4
2015/1/31,4.9,10.5,0.8
2015/2/1,4.0,8.6,0.7
2015/2/2,4.7,9.6,1.0
2015/2/3,4.7,10.3,0.4
2015/2/4,5.2,9.6,1.1
2015/2/5,2.6,5.1,1.1
2015/2/6,5.4,12.0,-0.3
2015/2/7,5.3,9.6,1.2
2015/2/8,4.0,6.8,2.0
2015/2/9,2.0,4.9,-0.6
2015/2/10,3.2,8.1,-2.4
2015/2/11,5.6,10.9,0.2
2015/2/12,7.0,13.0,1.2
2015/2/13,5.0,12.3,1.1
2015/2/14,4.9,10.6,-1.4
2015/2/15,5.5,11.7,0.3
2015/2/16,7.0,13.2,1.5
2015/2/17,3.9,5.4,1.3
2015/2/18,3.3,4.3,2.5
2015/2/19,6.2,13.0,0.9
2015/2/20,6.3,11.9,2.5
2015/2/21,6.2,10.5,2.0
2015/2/22,6.3,8.0,4.4
2015/2/23,10.7,19.2,6.3
2015/2/24,9.7,12.7,7.2
2015/2/25,9.2,13.2,7.5
2015/2/26,6.6,7.9,5.0
2015/2/27,8.2,15.3,3.8
2015/2/28,7.4,12.8,3.0
2015/3/1,6.9,9.8,5.4
2015/3/2,9.3,14.1,5.1
2015/3/3,5.6,7.7,3.6
2015/3/4,9.6,17.5,3.2
2015/3/5,9.3,14.3,5.4
2015/3/6,7.3,12.0,4.9
2015/3/7,6.0,8.2,3.9
2015/3/8,8.2,10.9,5.9
2015/3/9,9.0,9.9,8.4
2015/3/10,7.7,13.7,1.7
2015/3/11,6.2,12.2,-0.4
2015/3/12,8.6,14.8,3.6
2015/3/13,8.9,14.4,1.8
2015/3/14,8.9,13.5,4.7
2015/3/15,8.4,13.0,4.9
2015/3/16,11.1,16.0,7.3
2015/3/17,14.5,21.2,9.2
2015/3/18,14.8,21.7,10.7
2015/3/19,11.9,15.9,10.3
2015/3/20,11.8,14.9,9.9
2015/3/21,10.5,16.0,7.2
2015/3/22,12.9,18.7,6.6
2015/3/23,10.7,17.0,4.7
2015/3/24,8.2,15.1,3.9
2015/3/25,8.1,14.3,2.7
2015/3/26,9.5,15.8,4.9
2015/3/27,12.3,20.4,4.0
2015/3/28,14.1,20.6,7.6
2015/3/29,14.6,21.1,9.0
2015/3/30,16.2,23.6,9.4
2015/3/31,16.7,23.2,9.8
