ダウンロードした時刻：2017/07/24 15:39:16

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,-3.9,0.7,-7.6
2006/1/2,-1.9,0.4,-5.2
2006/1/3,-1.7,-0.1,-3.3
2006/1/4,-2.8,-1.4,-4.7
2006/1/5,-3.7,-1.3,-5.6
2006/1/6,-5.9,-3.7,-9.2
2006/1/7,-6.0,-2.9,-9.7
2006/1/8,-4.5,-0.8,-8.8
2006/1/9,-4.7,-0.7,-8.4
2006/1/10,-4.3,0.6,-10.5
2006/1/11,-1.4,2.3,-3.2
2006/1/12,-2.1,-0.2,-5.2
2006/1/13,0.5,6.7,-6.5
2006/1/14,2.8,6.0,0.5
2006/1/15,2.7,5.8,-1.2
2006/1/16,1.6,6.0,-2.7
2006/1/17,-0.5,2.5,-2.8
2006/1/18,-1.3,1.8,-4.2
2006/1/19,-2.7,0.3,-4.9
2006/1/20,-3.0,1.1,-5.9
2006/1/21,-2.5,1.8,-6.7
2006/1/22,-2.3,2.6,-6.0
2006/1/23,-4.7,-2.2,-6.2
2006/1/24,-4.0,0.6,-7.0
2006/1/25,-4.1,1.8,-10.0
2006/1/26,-1.8,4.4,-6.2
2006/1/27,-2.0,2.6,-6.8
2006/1/28,-1.4,1.8,-4.7
2006/1/29,-2.1,4.6,-7.4
2006/1/30,1.8,6.9,-4.1
2006/1/31,1.3,3.4,0.2
2006/2/1,2.0,5.8,0.1
2006/2/2,-0.5,2.3,-3.4
2006/2/3,-2.4,3.9,-6.5
2006/2/4,-5.9,-3.1,-7.8
2006/2/5,-4.8,-0.9,-7.6
2006/2/6,-3.5,1.6,-8.7
2006/2/7,2.1,6.2,-1.6
2006/2/8,0.1,4.0,-2.0
2006/2/9,-3.0,0.5,-6.6
2006/2/10,-2.7,5.0,-9.4
2006/2/11,1.0,7.8,-3.1
2006/2/12,-2.6,0.4,-5.1
2006/2/13,-1.7,5.4,-8.1
2006/2/14,2.6,9.4,-4.3
2006/2/15,5.1,11.6,1.2
2006/2/16,3.0,4.1,2.1
2006/2/17,-0.6,3.0,-4.6
2006/2/18,-1.8,3.7,-6.9
2006/2/19,0.6,7.2,-4.7
2006/2/20,1.0,5.7,-2.6
2006/2/21,5.3,10.4,1.1
2006/2/22,8.1,14.4,3.8
2006/2/23,3.8,6.7,1.7
2006/2/24,2.7,6.7,-0.6
2006/2/25,5.7,14.3,-2.3
2006/2/26,5.7,8.4,3.3
2006/2/27,0.2,4.1,-1.9
2006/2/28,1.5,5.9,-2.2
2006/3/1,4.0,7.7,0.3
2006/3/2,1.4,4.3,-0.7
2006/3/3,-0.7,2.6,-3.5
2006/3/4,0.0,7.1,-5.6
2006/3/5,3.4,12.6,-4.0
2006/3/6,4.5,11.2,0.8
2006/3/7,5.9,15.3,-0.6
2006/3/8,3.0,7.7,-0.2
2006/3/9,4.8,10.7,-0.8
2006/3/10,7.3,11.4,4.6
2006/3/11,9.1,18.7,2.2
2006/3/12,2.4,7.1,-1.7
2006/3/13,-1.7,0.7,-3.6
2006/3/14,-1.6,3.0,-6.1
2006/3/15,2.1,10.2,-5.1
2006/3/16,6.7,15.3,-2.0
2006/3/17,5.4,8.5,1.3
2006/3/18,6.3,14.8,-0.4
2006/3/19,2.5,5.6,-1.5
2006/3/20,2.7,7.4,-1.7
2006/3/21,4.5,12.5,-1.1
2006/3/22,4.6,11.2,-2.2
2006/3/23,6.4,12.1,2.6
2006/3/24,3.5,8.1,-0.3
2006/3/25,6.2,15.7,-2.7
2006/3/26,8.8,16.4,3.1
2006/3/27,7.3,14.6,1.8
2006/3/28,8.9,18.2,3.6
2006/3/29,1.4,5.2,-1.2
2006/3/30,0.6,6.1,-2.4
2006/3/31,0.6,5.0,-2.4
2006/4/1,5.7,12.9,-2.2
2006/4/2,10.0,17.8,4.3
2006/4/3,6.4,10.6,2.3
2006/4/4,9.4,18.6,-0.5
2006/4/5,7.8,12.5,3.3
2006/4/6,4.3,9.1,1.0
2006/4/7,5.9,13.1,1.2
2006/4/8,4.1,8.9,1.8
2006/4/9,3.8,8.1,0.8
2006/4/10,5.5,8.7,0.3
2006/4/11,11.1,14.6,7.2
2006/4/12,15.5,22.8,10.5
2006/4/13,12.1,16.8,8.2
2006/4/14,6.8,10.1,4.0
2006/4/15,9.8,15.7,3.1
2006/4/16,8.0,14.7,2.3
2006/4/17,6.9,11.5,1.0
2006/4/18,12.0,20.6,3.9
2006/4/19,14.6,22.5,7.6
2006/4/20,9.2,15.4,4.0
2006/4/21,5.4,8.8,3.3
2006/4/22,8.1,14.1,3.1
2006/4/23,13.2,21.1,6.2
2006/4/24,10.9,16.0,5.3
2006/4/25,7.0,12.6,2.4
2006/4/26,8.5,14.4,1.1
2006/4/27,9.6,16.4,6.0
2006/4/28,10.8,18.9,3.9
2006/4/29,14.4,23.3,4.2
2006/4/30,15.5,23.0,9.3
2006/5/1,17.0,24.4,12.1
