É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:49

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2017/12/1,-4.4,-2.6,-5.8
2017/12/2,-3.3,-1.9,-5.1
2017/12/3,0.2,2.8,-3.4
2017/12/4,-0.1,2.5,-2.5
2017/12/5,-1.6,1.4,-4.5
2017/12/6,-4.9,-3.3,-6.8
2017/12/7,-3.9,-1.4,-7.4
2017/12/8,-3.7,-0.3,-6.2
2017/12/9,-4.7,-0.9,-9.0
2017/12/10,-1.6,0.6,-4.5
2017/12/11,2.9,7.2,-1.9
2017/12/12,-3.0,0.2,-4.7
2017/12/13,-0.5,2.7,-5.0
2017/12/14,0.8,3.1,-1.4
2017/12/15,0.3,2.5,-2.0
2017/12/16,-1.9,0.0,-6.2
2017/12/17,-4.4,-0.7,-7.6
2017/12/18,-3.7,-1.3,-8.2
2017/12/19,-4.7,-2.4,-7.3
2017/12/20,-5.0,-3.0,-6.6
2017/12/21,-1.9,0.9,-5.5
2017/12/22,1.2,4.0,-1.9
2017/12/23,1.8,5.2,-1.1
2017/12/24,1.9,5.8,-3.5
2017/12/25,3.4,8.8,-4.0
2017/12/26,-6.3,-3.7,-7.7
2017/12/27,-5.5,-2.9,-7.3
2017/12/28,-3.0,-1.2,-4.8
2017/12/29,-2.7,-0.9,-4.7
2017/12/30,-1.6,1.8,-4.0
2017/12/31,-2.0,0.8,-5.3
2018/1/1,0.4,3.0,-2.6
2018/1/2,1.1,4.3,-1.1
2018/1/3,-0.7,1.9,-2.6
2018/1/4,-1.7,-0.2,-3.2
2018/1/5,0.1,1.0,-1.4
2018/1/6,-0.7,1.7,-2.7
2018/1/7,-1.6,0.2,-3.6
2018/1/8,2.1,4.4,-2.2
2018/1/9,2.3,5.9,-2.3
2018/1/10,-1.8,0.4,-4.0
2018/1/11,-2.8,-0.3,-6.7
2018/1/12,-2.9,-0.7,-5.2
2018/1/13,-4.6,-1.4,-8.7
2018/1/14,-3.6,-0.5,-6.2
2018/1/15,0.7,3.3,-5.0
2018/1/16,-0.2,1.5,-1.6
2018/1/17,-0.7,1.1,-2.9
2018/1/18,0.1,3.4,-2.9
2018/1/19,-1.5,0.2,-3.0
2018/1/20,-1.3,2.6,-5.6
2018/1/21,-6.2,-1.2,-9.6
2018/1/22,-6.7,-4.3,-9.3
2018/1/23,-2.5,1.7,-7.1
2018/1/24,-7.6,-4.2,-11.6
2018/1/25,-7.1,-3.5,-12.7
2018/1/26,-3.9,-1.8,-5.2
2018/1/27,-3.7,-1.2,-5.1
2018/1/28,-3.9,-2.3,-6.3
2018/1/29,-7.1,-5.3,-9.6
2018/1/30,-7.5,-5.1,-11.5
2018/1/31,-6.3,-3.2,-10.3
2018/2/1,-5.5,-1.1,-9.4
2018/2/2,-6.5,-1.7,-11.1
2018/2/3,-3.9,-0.9,-8.2
2018/2/4,-2.1,0.9,-3.9
2018/2/5,-2.0,-0.1,-4.6
2018/2/6,-4.8,-1.4,-8.2
2018/2/7,-5.4,-1.5,-11.1
2018/2/8,-3.5,0.0,-6.4
2018/2/9,-1.8,1.8,-5.3
2018/2/10,1.4,3.2,-2.0
2018/2/11,-2.9,2.0,-8.1
2018/2/12,-8.9,-7.6,-10.2
2018/2/13,-8.1,-6.1,-9.8
2018/2/14,-4.3,-1.7,-8.0
2018/2/15,-4.2,-2.3,-5.1
2018/2/16,-3.1,0.1,-6.5
2018/2/17,-2.8,1.3,-4.8
2018/2/18,-6.1,-4.1,-9.0
2018/2/19,-5.4,-2.2,-10.1
2018/2/20,-4.9,-2.5,-7.4
2018/2/21,-6.5,-4.2,-9.5
2018/2/22,-4.1,-0.5,-10.4
2018/2/23,-0.1,4.4,-3.4
2018/2/24,-3.8,-1.2,-7.1
2018/2/25,-5.3,-2.3,-6.8
2018/2/26,-4.7,-1.1,-7.7
2018/2/27,-5.0,-0.7,-10.1
2018/2/28,-3.7,0.4,-9.3
2018/3/1,0.0,1.6,-3.8
2018/3/2,0.0,3.4,-1.7
2018/3/3,0.9,3.7,-4.2
2018/3/4,4.4,10.2,0.3
2018/3/5,-1.4,0.6,-3.4
2018/3/6,-4.7,-2.3,-6.6
2018/3/7,-4.0,-1.1,-6.7
2018/3/8,0.9,6.0,-5.6
2018/3/9,2.9,7.2,-0.1
2018/3/10,0.0,1.5,-2.6
2018/3/11,0.3,3.5,-3.9
2018/3/12,0.8,2.6,-0.4
2018/3/13,2.8,8.9,-0.5
2018/3/14,3.8,6.0,2.2
2018/3/15,4.4,8.4,0.8
2018/3/16,-1.2,1.1,-5.4
2018/3/17,-1.0,3.2,-7.8
2018/3/18,4.0,7.8,0.0
2018/3/19,2.1,6.5,-1.3
2018/3/20,-1.7,1.3,-3.4
2018/3/21,-0.7,4.0,-6.4
2018/3/22,3.2,6.6,-0.5
2018/3/23,2.3,5.0,0.1
2018/3/24,4.5,10.0,-2.0
2018/3/25,6.9,9.5,3.4
2018/3/26,5.5,8.8,2.1
2018/3/27,6.7,12.4,0.2
2018/3/28,10.8,16.4,5.0
2018/3/29,7.8,12.3,4.3
2018/3/30,5.5,8.8,2.1
2018/3/31,8.0,15.6,0.4
