ダウンロードした時刻：2019/10/10 15:34:54

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,-3.2,-0.1,-5.5
2012/12/2,-2.0,1.3,-6.6
2012/12/3,2.9,9.2,-4.1
2012/12/4,7.4,11.6,1.8
2012/12/5,0.3,2.1,-1.2
2012/12/6,1.5,8.0,-3.9
2012/12/7,-3.6,-1.7,-4.8
2012/12/8,-2.7,-0.8,-5.1
2012/12/9,-3.5,-0.9,-6.6
2012/12/10,1.0,5.5,-2.8
2012/12/11,0.1,3.6,-3.6
2012/12/12,-1.4,3.3,-5.5
2012/12/13,-1.3,2.5,-5.9
2012/12/14,1.4,4.6,-1.8
2012/12/15,2.2,5.8,-2.9
2012/12/16,3.2,5.7,0.6
2012/12/17,1.3,3.1,0.2
2012/12/18,-0.6,2.1,-4.2
2012/12/19,-7.0,-4.2,-8.5
2012/12/20,-4.7,-2.4,-8.8
2012/12/21,-1.7,0.3,-4.3
2012/12/22,-0.7,3.0,-4.6
2012/12/23,-5.8,-3.1,-9.3
2012/12/24,-5.8,-1.5,-9.3
2012/12/25,-5.5,-1.9,-8.3
2012/12/26,-9.2,-7.3,-11.9
2012/12/27,-7.3,-4.7,-10.5
2012/12/28,-5.2,-2.4,-7.2
2012/12/29,-3.5,0.2,-9.8
2012/12/30,3.3,7.4,0.2
2012/12/31,-2.6,1.5,-6.5
2013/1/1,-5.3,-3.3,-8.3
2013/1/2,-3.7,-0.8,-7.1
2013/1/3,-8.3,-5.2,-10.6
2013/1/4,-9.8,-7.5,-13.6
2013/1/5,-4.7,0.4,-12.0
2013/1/6,-4.9,0.4,-7.5
2013/1/7,-6.2,-4.4,-8.0
2013/1/8,-6.6,-3.6,-8.8
2013/1/9,-7.7,-4.4,-11.3
2013/1/10,-8.1,-5.1,-9.9
2013/1/11,-7.1,-4.6,-11.9
2013/1/12,-2.9,-0.9,-4.7
2013/1/13,-3.4,0.7,-9.2
2013/1/14,-5.6,-2.3,-9.7
2013/1/15,-5.1,-2.3,-9.5
2013/1/16,-5.7,-2.8,-8.7
2013/1/17,-6.2,-1.6,-10.5
2013/1/18,-8.6,-4.8,-12.1
2013/1/19,-2.5,0.0,-9.3
2013/1/20,-1.2,3.0,-6.3
2013/1/21,-1.4,2.4,-6.1
2013/1/22,-2.0,1.4,-6.2
2013/1/23,-2.6,2.6,-7.8
2013/1/24,0.7,4.1,-4.9
2013/1/25,-1.9,3.8,-8.2
2013/1/26,-5.1,-1.4,-8.5
2013/1/27,-1.0,1.0,-4.1
2013/1/28,-2.0,2.1,-6.1
2013/1/29,-1.9,2.0,-5.9
2013/1/30,-1.3,1.8,-5.4
2013/1/31,-0.3,3.8,-5.4
2013/2/1,3.3,6.1,0.2
2013/2/2,1.9,8.3,-4.5
2013/2/3,-4.3,-1.6,-6.6
2013/2/4,-1.3,1.2,-3.3
2013/2/5,-5.1,-3.1,-6.9
2013/2/6,-3.5,0.3,-6.9
2013/2/7,-0.9,2.0,-5.9
2013/2/8,-1.7,1.8,-4.6
2013/2/9,-4.9,-1.5,-8.3
2013/2/10,-4.4,-1.0,-8.3
2013/2/11,-4.6,-0.9,-7.7
2013/2/12,-4.3,-1.5,-8.9
2013/2/13,-1.7,2.4,-4.8
2013/2/14,-1.5,1.8,-5.6
2013/2/15,-2.5,1.2,-7.0
2013/2/16,-5.7,-1.5,-9.9
2013/2/17,-5.4,-1.4,-10.6
2013/2/18,-1.7,1.6,-6.0
2013/2/19,-2.7,2.1,-6.2
2013/2/20,-7.2,-4.3,-9.4
2013/2/21,-6.5,-2.7,-10.1
2013/2/22,-5.3,-1.5,-8.8
2013/2/23,-5.8,-2.5,-9.7
2013/2/24,-5.5,-2.1,-8.2
2013/2/25,-6.3,-0.6,-12.0
2013/2/26,-3.7,0.0,-9.2
2013/2/27,0.5,3.9,-3.9
2013/2/28,1.3,5.1,-3.1
2013/3/1,0.3,3.7,-3.5
2013/3/2,0.1,4.0,-1.8
2013/3/3,-1.2,2.9,-4.6
2013/3/4,-1.8,2.4,-6.6
2013/3/5,-0.2,3.3,-2.3
2013/3/6,2.6,7.2,-2.0
2013/3/7,3.4,8.2,-3.3
2013/3/8,4.5,8.4,-0.3
2013/3/9,-3.7,-0.3,-6.3
2013/3/10,-2.2,6.2,-7.9
2013/3/11,-3.6,-1.4,-8.0
2013/3/12,3.7,6.7,-1.5
2013/3/13,3.0,5.5,-0.9
2013/3/14,-1.9,0.4,-4.3
2013/3/15,3.4,6.7,-1.2
2013/3/16,1.8,6.5,-4.3
2013/3/17,2.3,6.0,-4.3
2013/3/18,4.7,7.5,1.2
2013/3/19,4.6,7.4,0.1
2013/3/20,0.4,2.3,-2.8
2013/3/21,-3.4,-0.9,-5.4
2013/3/22,2.4,6.2,-3.8
2013/3/23,-0.7,1.6,-2.9
2013/3/24,0.4,4.3,-3.6
2013/3/25,1.4,4.9,-0.6
2013/3/26,0.3,3.7,-3.7
2013/3/27,3.1,8.0,-0.8
2013/3/28,6.3,13.6,-0.7
2013/3/29,3.8,7.7,-0.1
2013/3/30,0.9,5.1,-1.8
2013/3/31,2.0,6.8,-3.0
