ダウンロードした時刻：2019/10/10 15:58:25

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,6.3,9.5,0.9
1996/12/2,6.5,13.9,-1.0
1996/12/3,6.5,12.9,0.5
1996/12/4,8.0,13.6,1.6
1996/12/5,13.6,18.8,7.2
1996/12/6,10.6,14.6,4.8
1996/12/7,7.3,12.9,1.8
1996/12/8,6.2,12.2,0.1
1996/12/9,6.9,11.8,1.1
1996/12/10,8.8,14.8,2.5
1996/12/11,10.3,15.5,5.9
1996/12/12,9.5,15.5,4.3
1996/12/13,10.3,15.3,4.5
1996/12/14,10.3,14.9,6.6
1996/12/15,10.6,16.2,4.6
1996/12/16,12.1,16.9,6.4
1996/12/17,13.7,18.2,9.4
1996/12/18,12.8,19.0,7.2
1996/12/19,8.7,13.6,4.5
1996/12/20,6.3,10.8,0.8
1996/12/21,6.5,13.0,0.9
1996/12/22,7.5,14.1,1.6
1996/12/23,8.7,13.2,1.6
1996/12/24,6.0,11.4,1.3
1996/12/25,6.6,13.3,0.5
1996/12/26,8.0,13.7,1.7
1996/12/27,7.7,11.9,4.3
1996/12/28,9.2,17.4,1.9
1996/12/29,8.2,12.8,4.3
1996/12/30,8.1,14.1,2.4
1996/12/31,8.4,15.3,2.5
1997/1/1,9.8,14.7,3.6
1997/1/2,10.3,14.8,5.2
1997/1/3,6.6,10.5,4.3
1997/1/4,5.3,10.7,-0.8
1997/1/5,5.5,8.9,1.4
1997/1/6,7.9,10.6,5.2
1997/1/7,6.9,13.1,0.6
1997/1/8,6.1,10.8,2.3
1997/1/9,4.6,10.2,-0.6
1997/1/10,5.1,10.7,0.2
1997/1/11,5.9,11.1,0.8
1997/1/12,6.1,11.7,0.2
1997/1/13,6.1,11.2,2.1
1997/1/14,8.4,15.4,1.0
1997/1/15,7.5,12.6,1.1
1997/1/16,6.8,11.0,2.9
1997/1/17,6.4,12.2,1.1
1997/1/18,9.7,15.9,2.2
1997/1/19,6.3,11.8,0.2
1997/1/20,7.4,13.1,1.8
1997/1/21,7.4,12.9,1.0
1997/1/22,1.5,6.5,-1.8
1997/1/23,4.7,9.9,-2.4
1997/1/24,6.2,11.9,0.4
1997/1/25,6.4,11.3,2.3
1997/1/26,5.9,12.5,-1.5
1997/1/27,6.0,13.7,-1.6
1997/1/28,8.6,14.3,1.3
1997/1/29,5.9,8.8,2.6
1997/1/30,4.5,9.5,0.5
1997/1/31,4.0,8.4,-1.2
1997/2/1,5.0,12.1,-1.1
1997/2/2,5.8,9.5,0.7
1997/2/3,6.4,9.9,3.8
1997/2/4,5.6,10.8,-0.8
1997/2/5,4.9,9.9,-0.9
1997/2/6,7.7,14.7,2.4
1997/2/7,7.0,12.7,0.3
1997/2/8,9.3,13.4,5.6
1997/2/9,8.9,14.0,4.4
1997/2/10,8.0,12.5,2.1
1997/2/11,6.9,12.9,2.8
1997/2/12,6.6,12.6,0.9
1997/2/13,4.4,9.5,-1.7
1997/2/14,5.1,11.3,-0.5
1997/2/15,7.5,12.0,0.9
1997/2/16,8.7,16.4,5.7
1997/2/17,7.7,12.3,4.5
1997/2/18,7.2,13.7,3.4
1997/2/19,5.7,10.8,0.9
1997/2/20,6.0,14.2,-2.7
1997/2/21,7.2,12.8,1.8
1997/2/22,3.0,7.7,-0.9
1997/2/23,3.3,9.4,-4.4
1997/2/24,5.8,11.8,-1.4
1997/2/25,10.0,17.4,0.6
1997/2/26,14.9,19.2,11.0
1997/2/27,11.6,14.6,9.1
1997/2/28,10.1,14.1,5.7
1997/3/1,14.9,23.4,7.4
1997/3/2,10.6,14.4,6.5
1997/3/3,8.6,10.9,4.8
1997/3/4,7.2,12.9,1.7
1997/3/5,8.6,15.0,0.9
1997/3/6,11.0,17.4,3.9
1997/3/7,16.7,22.6,9.3
1997/3/8,12.7,16.9,6.9
1997/3/9,11.5,18.5,4.0
1997/3/10,10.1,13.5,4.5
1997/3/11,16.2,24.7,10.5
1997/3/12,10.5,14.6,7.5
1997/3/13,11.1,15.3,6.6
1997/3/14,12.9,16.0,9.4
1997/3/15,10.9,13.4,8.9
1997/3/16,9.5,11.5,8.3
1997/3/17,9.7,13.7,6.6
1997/3/18,9.9,14.6,5.9
1997/3/19,10.4,13.6,5.0
1997/3/20,10.9,14.2,7.5
1997/3/21,11.2,16.2,5.3
1997/3/22,11.7,14.6,9.3
1997/3/23,9.4,11.8,6.4
1997/3/24,8.9,13.5,3.4
1997/3/25,10.0,19.3,2.3
1997/3/26,12.2,18.6,4.2
1997/3/27,11.3,15.1,8.5
1997/3/28,11.7,17.2,6.6
1997/3/29,11.7,17.0,8.1
1997/3/30,17.1,23.5,8.4
1997/3/31,11.6,19.1,4.6
