ダウンロードした時刻：2019/10/10 16:08:14

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,6.8,8.5,5.4
1983/12/2,8.4,12.8,5.5
1983/12/3,7.9,11.8,6.7
1983/12/4,7.4,10.5,5.7
1983/12/5,8.1,13.3,4.6
1983/12/6,7.1,9.3,3.1
1983/12/7,5.4,11.2,0.3
1983/12/8,7.4,11.6,3.8
1983/12/9,7.9,12.4,3.0
1983/12/10,8.2,13.1,2.4
1983/12/11,8.4,14.5,4.3
1983/12/12,5.1,7.2,1.7
1983/12/13,6.4,11.4,0.8
1983/12/14,7.7,11.5,4.2
1983/12/15,6.3,9.8,3.3
1983/12/16,4.2,5.9,3.0
1983/12/17,4.4,8.2,1.4
1983/12/18,1.5,3.0,0.1
1983/12/19,3.2,6.1,0.3
1983/12/20,2.8,4.8,0.6
1983/12/21,3.5,8.7,0.2
1983/12/22,4.5,7.8,-0.1
1983/12/23,4.6,7.2,1.0
1983/12/24,2.5,6.1,0.5
1983/12/25,0.7,3.2,-1.3
1983/12/26,0.4,3.0,-1.4
1983/12/27,0.6,5.1,-1.9
1983/12/28,1.0,6.4,-2.9
1983/12/29,1.5,4.5,-1.2
1983/12/30,0.9,5.9,-2.1
1983/12/31,1.6,6.3,-2.9
1984/1/1,3.1,5.9,0.4
1984/1/2,3.5,9.1,0.4
1984/1/3,3.1,6.3,-0.2
1984/1/4,2.8,5.5,0.7
1984/1/5,1.2,3.7,-0.8
1984/1/6,0.8,4.4,-3.0
1984/1/7,2.2,7.1,-1.0
1984/1/8,1.3,6.4,-3.1
1984/1/9,3.0,7.9,-2.1
1984/1/10,5.9,10.3,2.4
1984/1/11,1.9,4.8,0.3
1984/1/12,1.5,4.4,-0.2
1984/1/13,2.9,6.1,0.8
1984/1/14,2.7,7.3,-0.5
1984/1/15,3.1,6.4,-0.3
1984/1/16,0.2,3.7,-0.8
1984/1/17,0.1,2.4,-2.5
1984/1/18,0.2,1.9,-1.2
1984/1/19,0.8,2.2,0.0
1984/1/20,0.7,3.9,-2.2
1984/1/21,0.5,2.7,-2.2
1984/1/22,2.1,4.6,0.3
1984/1/23,2.0,4.5,0.2
1984/1/24,1.5,3.8,0.4
1984/1/25,1.4,4.4,-0.2
1984/1/26,-0.4,2.6,-2.3
1984/1/27,-0.1,3.5,-2.7
1984/1/28,0.2,4.1,-2.0
1984/1/29,-0.2,2.5,-3.0
1984/1/30,0.1,4.0,-3.3
1984/1/31,1.2,3.3,-0.7
1984/2/1,3.1,6.7,-0.8
1984/2/2,2.0,6.3,-0.9
1984/2/3,-0.9,1.4,-3.3
1984/2/4,-1.5,1.0,-3.3
1984/2/5,1.0,4.3,-2.6
1984/2/6,-1.1,2.1,-3.7
1984/2/7,-3.1,-1.3,-5.1
1984/2/8,-1.9,0.7,-5.0
1984/2/9,-1.4,1.2,-2.7
1984/2/10,0.5,2.6,-2.4
1984/2/11,-0.2,4.8,-3.8
1984/2/12,-1.2,2.7,-6.9
1984/2/13,2.8,6.1,0.6
1984/2/14,2.7,5.5,0.5
1984/2/15,0.8,3.4,-0.4
1984/2/16,0.5,3.9,-2.1
1984/2/17,0.1,2.4,-2.6
1984/2/18,1.7,3.2,-0.2
1984/2/19,1.7,4.3,-0.3
1984/2/20,1.0,6.0,-4.3
1984/2/21,3.5,8.4,-0.1
1984/2/22,3.6,8.5,-1.8
1984/2/23,4.6,6.4,2.2
1984/2/24,4.9,7.3,3.7
1984/2/25,4.6,7.8,1.8
1984/2/26,4.8,6.1,2.6
1984/2/27,0.9,4.3,-0.9
1984/2/28,-0.1,2.3,-1.5
1984/2/29,-0.1,3.0,-2.0
1984/3/1,-0.2,4.1,-2.2
1984/3/2,2.0,8.3,-3.3
1984/3/3,1.6,3.3,-1.2
1984/3/4,2.1,5.9,-0.7
1984/3/5,1.3,5.6,-0.4
1984/3/6,2.7,5.5,-0.7
1984/3/7,2.0,5.8,-0.3
1984/3/8,2.1,6.0,-0.3
1984/3/9,2.9,7.3,-0.6
1984/3/10,1.5,4.2,0.1
1984/3/11,1.5,4.0,-0.4
1984/3/12,3.2,9.8,-2.1
1984/3/13,3.4,6.5,-0.1
1984/3/14,1.9,4.0,0.9
1984/3/15,4.4,9.4,-1.4
1984/3/16,6.4,8.5,4.2
1984/3/17,5.5,7.8,2.8
1984/3/18,5.5,9.5,2.6
1984/3/19,2.4,3.2,1.0
1984/3/20,4.5,7.9,2.3
1984/3/21,2.2,6.4,0.3
1984/3/22,2.6,6.2,-0.6
1984/3/23,3.2,8.0,-2.1
1984/3/24,3.5,5.2,0.7
1984/3/25,6.7,10.6,3.3
1984/3/26,4.8,8.5,0.5
1984/3/27,5.3,11.0,-1.5
1984/3/28,5.7,10.4,1.1
1984/3/29,6.4,14.2,-0.6
1984/3/30,10.6,18.0,3.5
1984/3/31,7.9,10.1,6.0
