ダウンロードした時刻：2019/10/10 15:53:42

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,11.9,15.2,9.0
2016/12/2,11.5,15.2,9.2
2016/12/3,10.4,17.9,4.0
2016/12/4,11.0,16.4,6.2
2016/12/5,12.7,17.8,9.0
2016/12/6,9.4,14.2,6.7
2016/12/7,7.7,12.1,1.9
2016/12/8,8.4,13.4,4.7
2016/12/9,8.0,14.0,3.8
2016/12/10,7.0,10.1,2.0
2016/12/11,5.1,12.1,-0.3
2016/12/12,4.9,9.0,-0.6
2016/12/13,7.1,9.4,4.8
2016/12/14,9.3,12.6,4.6
2016/12/15,5.7,9.3,3.0
2016/12/16,4.4,7.9,1.2
2016/12/17,4.9,9.3,1.9
2016/12/18,7.9,14.3,2.6
2016/12/19,9.1,16.4,4.2
2016/12/20,8.8,12.9,6.1
2016/12/21,9.2,15.8,3.4
2016/12/22,10.9,14.8,7.5
2016/12/23,10.2,13.9,5.6
2016/12/24,7.3,11.9,3.7
2016/12/25,7.5,13.0,4.0
2016/12/26,8.0,11.1,4.3
2016/12/27,9.8,15.2,6.0
2016/12/28,4.8,8.3,0.5
2016/12/29,4.1,9.5,0.0
2016/12/30,5.1,9.2,1.0
2016/12/31,5.7,12.4,0.2
2017/1/1,7.4,13.4,2.9
2017/1/2,7.5,13.2,1.5
2017/1/3,8.5,14.0,4.2
2017/1/4,7.0,12.9,2.5
2017/1/5,6.6,9.3,3.6
2017/1/6,5.2,10.5,1.7
2017/1/7,5.0,11.9,-1.0
2017/1/8,4.6,6.4,2.6
2017/1/9,8.2,14.1,4.2
2017/1/10,6.9,12.9,1.9
2017/1/11,4.3,7.5,2.4
2017/1/12,4.6,8.2,1.5
2017/1/13,3.2,7.8,0.5
2017/1/14,0.0,2.4,-2.8
2017/1/15,-0.8,1.7,-3.1
2017/1/16,1.1,4.3,-2.4
2017/1/17,3.0,8.2,-2.1
2017/1/18,3.7,9.6,-1.9
2017/1/19,5.3,10.4,0.5
2017/1/20,2.8,7.2,-1.0
2017/1/21,4.1,7.7,0.6
2017/1/22,3.4,8.4,0.0
2017/1/23,1.6,5.1,-1.2
2017/1/24,0.9,5.3,-3.0
2017/1/25,2.2,8.2,-2.9
2017/1/26,2.9,9.9,-2.6
2017/1/27,4.9,10.5,0.1
2017/1/28,6.0,13.0,0.3
2017/1/29,6.7,12.4,0.8
2017/1/30,7.6,12.9,5.0
2017/1/31,4.0,7.8,1.0
2017/2/1,3.2,7.7,-2.0
2017/2/2,4.1,7.4,1.4
2017/2/3,5.6,10.7,0.6
2017/2/4,6.6,14.2,-0.1
2017/2/5,4.3,5.6,2.2
2017/2/6,6.1,9.9,2.5
2017/2/7,3.6,7.1,1.4
2017/2/8,4.8,8.4,1.4
2017/2/9,3.5,5.0,1.5
2017/2/10,3.5,7.4,0.8
2017/2/11,0.8,3.4,-0.6
2017/2/12,2.4,7.4,-1.5
2017/2/13,3.3,9.2,-0.8
2017/2/14,2.8,7.9,-1.0
2017/2/15,4.3,11.1,-1.2
2017/2/16,6.6,14.1,-0.8
2017/2/17,6.4,9.0,3.7
2017/2/18,6.3,10.8,2.1
2017/2/19,5.8,10.2,2.5
2017/2/20,6.1,9.2,3.7
2017/2/21,3.4,7.2,0.9
2017/2/22,5.7,12.1,-1.3
2017/2/23,9.5,15.6,6.0
2017/2/24,5.3,8.8,1.8
2017/2/25,5.5,11.4,0.1
2017/2/26,7.1,13.0,2.6
2017/2/27,6.7,12.2,3.3
2017/2/28,5.7,12.5,0.2
2017/3/1,6.2,12.9,0.4
2017/3/2,6.9,10.5,5.1
2017/3/3,7.6,11.9,3.5
2017/3/4,7.6,15.8,0.5
2017/3/5,10.2,17.1,2.3
2017/3/6,9.9,13.6,6.5
2017/3/7,4.0,9.6,0.9
2017/3/8,3.2,8.2,0.5
2017/3/9,5.1,11.3,-0.5
2017/3/10,6.2,11.3,2.4
2017/3/11,6.8,11.9,1.3
2017/3/12,7.8,14.9,0.8
2017/3/13,9.9,14.9,5.9
2017/3/14,9.3,14.1,5.0
2017/3/15,6.6,10.3,3.4
2017/3/16,8.0,12.9,3.8
2017/3/17,8.2,14.1,2.5
2017/3/18,9.5,15.4,2.4
2017/3/19,11.0,17.4,4.1
2017/3/20,12.2,18.8,4.1
2017/3/21,9.1,11.7,7.3
2017/3/22,8.9,13.8,5.0
2017/3/23,9.3,15.8,3.9
2017/3/24,7.9,11.3,4.6
2017/3/25,8.3,14.1,1.8
2017/3/26,8.5,10.5,7.1
2017/3/27,9.0,13.7,4.8
2017/3/28,9.3,15.8,3.5
2017/3/29,10.3,16.8,3.5
2017/3/30,13.1,20.0,7.6
2017/3/31,8.9,11.7,6.2
