ダウンロードした時刻：2019/10/10 16:18:00

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,14.0,20.3,10.7
2016/12/2,11.7,17.9,7.0
2016/12/3,11.5,18.2,5.8
2016/12/4,11.5,13.2,9.3
2016/12/5,13.1,18.6,9.2
2016/12/6,11.4,15.6,7.0
2016/12/7,8.9,14.8,3.8
2016/12/8,8.8,14.8,4.7
2016/12/9,9.6,18.5,4.1
2016/12/10,9.3,15.7,4.5
2016/12/11,8.5,14.4,3.6
2016/12/12,9.0,14.0,3.5
2016/12/13,12.3,15.8,10.1
2016/12/14,11.5,15.2,6.7
2016/12/15,8.3,13.1,4.5
2016/12/16,5.7,10.0,2.4
2016/12/17,6.4,13.6,0.3
2016/12/18,7.6,14.8,1.6
2016/12/19,9.3,17.4,2.8
2016/12/20,10.7,13.5,7.9
2016/12/21,13.1,19.8,7.5
2016/12/22,17.7,20.9,13.8
2016/12/23,10.7,15.2,5.9
2016/12/24,8.0,12.9,3.6
2016/12/25,10.1,15.7,4.8
2016/12/26,11.2,12.2,9.9
2016/12/27,12.2,16.5,6.6
2016/12/28,6.1,9.3,3.5
2016/12/29,6.6,12.7,2.2
2016/12/30,6.4,12.5,1.2
2016/12/31,6.8,14.5,1.1
2017/1/1,7.6,15.4,2.1
2017/1/2,8.4,16.8,2.9
2017/1/3,9.3,17.3,3.2
2017/1/4,9.0,17.1,2.4
2017/1/5,8.1,12.1,4.2
2017/1/6,9.0,14.4,6.2
2017/1/7,9.3,13.6,4.6
2017/1/8,10.2,12.4,7.1
2017/1/9,9.0,15.2,5.0
2017/1/10,8.4,15.2,3.0
2017/1/11,6.6,12.3,2.0
2017/1/12,5.4,11.0,0.8
2017/1/13,6.0,11.8,1.3
2017/1/14,4.6,9.2,1.5
2017/1/15,3.6,7.9,0.7
2017/1/16,3.2,8.9,-1.2
2017/1/17,5.5,12.2,0.4
2017/1/18,6.7,12.1,0.5
2017/1/19,9.0,14.0,5.5
2017/1/20,7.3,12.7,3.8
2017/1/21,7.3,11.3,3.1
2017/1/22,5.9,11.9,1.3
2017/1/23,3.1,8.2,-0.8
2017/1/24,3.3,9.5,-1.7
2017/1/25,4.1,9.8,-1.1
2017/1/26,4.8,11.6,-1.2
2017/1/27,8.6,16.2,2.0
2017/1/28,8.8,15.0,2.3
2017/1/29,10.2,15.5,5.8
2017/1/30,11.6,17.4,7.9
2017/1/31,7.5,12.5,4.5
2017/2/1,7.2,13.6,2.3
2017/2/2,7.9,14.2,3.2
2017/2/3,7.3,14.2,1.0
2017/2/4,8.3,14.6,2.5
2017/2/5,9.2,12.2,6.4
2017/2/6,8.9,13.7,5.2
2017/2/7,7.4,11.5,3.6
2017/2/8,7.1,11.5,1.3
2017/2/9,6.6,11.3,4.0
2017/2/10,2.9,7.7,-1.2
2017/2/11,2.3,8.5,-2.8
2017/2/12,3.3,9.4,-2.2
2017/2/13,5.0,12.0,-1.2
2017/2/14,5.7,11.6,0.8
2017/2/15,5.8,12.2,-0.3
2017/2/16,8.4,16.4,0.6
2017/2/17,11.5,18.3,7.7
2017/2/18,10.3,16.8,5.3
2017/2/19,7.5,12.2,2.9
2017/2/20,8.4,12.2,5.2
2017/2/21,7.3,11.8,4.2
2017/2/22,6.2,10.9,1.2
2017/2/23,12.0,17.4,7.8
2017/2/24,8.6,13.0,4.7
2017/2/25,7.3,13.7,1.2
2017/2/26,8.3,14.4,2.6
2017/2/27,9.8,15.8,4.4
2017/2/28,9.0,15.0,2.7
2017/3/1,8.9,13.2,4.4
2017/3/2,10.2,15.7,6.7
2017/3/3,10.7,16.5,5.8
2017/3/4,10.7,16.4,5.7
2017/3/5,11.5,17.5,5.9
2017/3/6,11.7,18.2,9.0
2017/3/7,8.4,13.1,4.4
2017/3/8,6.0,11.5,2.0
2017/3/9,6.8,12.3,2.6
2017/3/10,9.6,17.3,1.7
2017/3/11,10.1,16.6,3.7
2017/3/12,10.3,15.9,3.0
2017/3/13,10.7,12.5,9.7
2017/3/14,11.0,15.5,7.8
2017/3/15,9.4,13.3,4.8
2017/3/16,10.0,14.8,4.6
2017/3/17,10.7,17.8,4.5
2017/3/18,10.5,16.6,4.1
2017/3/19,12.0,19.5,5.8
2017/3/20,11.7,17.2,7.3
2017/3/21,11.5,17.6,8.9
2017/3/22,10.9,15.6,5.9
2017/3/23,9.4,13.5,6.6
2017/3/24,9.7,16.2,4.3
2017/3/25,8.2,10.7,6.8
2017/3/26,9.0,12.2,6.8
2017/3/27,9.9,16.0,5.3
2017/3/28,10.3,16.5,3.9
2017/3/29,11.9,16.7,7.5
2017/3/30,15.1,20.9,9.7
2017/3/31,10.4,13.8,8.0
