ダウンロードした時刻：2019/10/10 16:00:42

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,8.0,9.8,6.6
2000/12/2,7.8,11.4,4.0
2000/12/3,8.9,11.8,4.8
2000/12/4,9.1,11.8,6.7
2000/12/5,9.4,16.1,3.6
2000/12/6,9.3,13.5,6.5
2000/12/7,7.0,9.8,4.3
2000/12/8,8.2,13.4,4.2
2000/12/9,10.4,16.1,4.2
2000/12/10,13.0,18.6,6.9
2000/12/11,10.0,12.8,4.9
2000/12/12,6.5,10.1,3.7
2000/12/13,7.4,12.2,2.6
2000/12/14,6.9,8.5,4.9
2000/12/15,8.6,11.8,4.8
2000/12/16,11.3,17.9,4.8
2000/12/17,8.6,12.3,6.5
2000/12/18,8.6,10.9,6.3
2000/12/19,12.3,20.0,7.3
2000/12/20,9.5,11.0,7.1
2000/12/21,10.3,15.5,7.3
2000/12/22,8.0,10.2,6.1
2000/12/23,9.8,13.8,6.0
2000/12/24,9.6,14.1,5.9
2000/12/25,8.1,12.5,3.6
2000/12/26,5.3,9.9,2.3
2000/12/27,5.3,9.7,2.0
2000/12/28,6.1,10.2,2.2
2000/12/29,6.1,9.9,3.8
2000/12/30,4.9,7.6,1.4
2000/12/31,7.9,9.2,6.2
2001/1/1,7.4,10.2,3.4
2001/1/2,8.1,12.7,1.3
2001/1/3,7.5,11.7,4.2
2001/1/4,4.8,9.6,2.1
2001/1/5,4.7,8.9,0.8
2001/1/6,4.0,7.9,1.6
2001/1/7,2.8,6.2,0.6
2001/1/8,3.5,6.9,0.5
2001/1/9,4.6,9.4,2.1
2001/1/10,7.3,13.3,2.2
2001/1/11,8.0,12.2,4.8
2001/1/12,6.8,11.2,3.5
2001/1/13,3.7,6.3,1.1
2001/1/14,1.7,5.8,-1.0
2001/1/15,1.5,5.8,-2.5
2001/1/16,2.4,6.3,-1.5
2001/1/17,3.0,8.5,-0.9
2001/1/18,4.2,10.4,-0.6
2001/1/19,3.2,5.4,1.5
2001/1/20,1.9,5.2,0.2
2001/1/21,4.1,9.1,0.1
2001/1/22,5.9,9.6,3.4
2001/1/23,5.3,8.6,3.1
2001/1/24,4.9,9.2,1.0
2001/1/25,2.8,4.0,1.6
2001/1/26,5.2,7.1,2.7
2001/1/27,1.6,4.4,0.1
2001/1/28,5.6,10.0,1.0
2001/1/29,5.4,9.0,2.4
2001/1/30,4.6,9.0,-0.1
2001/1/31,5.6,9.3,2.6
2001/2/1,4.2,5.9,3.3
2001/2/2,4.2,5.8,2.3
2001/2/3,4.9,10.2,-0.5
2001/2/4,4.8,8.0,1.8
2001/2/5,6.4,10.4,3.2
2001/2/6,7.4,11.6,3.0
2001/2/7,4.1,8.3,0.8
2001/2/8,4.9,10.2,0.8
2001/2/9,4.2,7.8,1.3
2001/2/10,5.7,10.3,1.2
2001/2/11,6.2,10.3,2.3
2001/2/12,3.8,6.9,1.6
2001/2/13,4.1,7.0,1.6
2001/2/14,2.8,4.5,1.0
2001/2/15,3.0,6.2,0.0
2001/2/16,5.8,11.6,1.6
2001/2/17,4.3,9.1,0.2
2001/2/18,6.7,11.8,2.4
2001/2/19,8.8,14.3,3.5
2001/2/20,7.0,10.7,4.4
2001/2/21,9.7,15.2,3.4
2001/2/22,13.2,19.0,7.9
2001/2/23,11.9,16.1,7.7
2001/2/24,6.2,11.3,3.6
2001/2/25,5.4,9.1,3.2
2001/2/26,4.7,10.4,0.8
2001/2/27,7.2,12.9,2.0
2001/2/28,11.6,14.8,4.8
2001/3/1,6.8,14.0,4.1
2001/3/2,5.9,11.5,1.6
2001/3/3,6.7,9.9,2.9
2001/3/4,8.2,14.0,4.9
2001/3/5,7.3,11.2,3.8
2001/3/6,9.9,15.5,3.5
2001/3/7,11.9,17.3,5.9
2001/3/8,5.6,9.9,1.6
2001/3/9,4.9,9.6,0.7
2001/3/10,5.9,11.4,0.7
2001/3/11,5.5,10.0,2.0
2001/3/12,4.0,6.5,2.0
2001/3/13,4.9,9.3,1.4
2001/3/14,9.1,14.4,1.6
2001/3/15,14.5,22.4,8.1
2001/3/16,9.2,12.8,5.5
2001/3/17,8.2,10.2,6.2
2001/3/18,10.8,16.1,7.2
2001/3/19,12.4,18.3,6.7
2001/3/20,14.4,20.6,8.5
2001/3/21,15.7,22.6,10.5
2001/3/22,13.9,18.1,10.1
2001/3/23,13.4,17.7,11.7
2001/3/24,14.2,19.3,9.6
2001/3/25,13.5,15.3,11.6
2001/3/26,13.0,16.7,9.2
2001/3/27,11.5,16.1,7.2
2001/3/28,12.0,16.3,8.7
2001/3/29,7.7,12.8,4.7
2001/3/30,7.0,11.2,4.0
2001/3/31,3.1,6.8,1.6
