ダウンロードした時刻：2019/10/10 16:22:45

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,9.1,11.6,5.1
2017/12/2,7.6,11.8,2.5
2017/12/3,9.9,15.0,6.8
2017/12/4,9.2,14.8,5.1
2017/12/5,5.6,8.3,2.4
2017/12/6,5.7,10.8,2.0
2017/12/7,7.3,14.0,0.4
2017/12/8,6.9,9.8,3.8
2017/12/9,6.9,11.0,3.5
2017/12/10,8.2,13.4,3.4
2017/12/11,8.4,12.0,4.9
2017/12/12,3.9,5.6,1.8
2017/12/13,4.7,8.9,1.2
2017/12/14,5.8,9.1,1.5
2017/12/15,8.1,12.0,3.9
2017/12/16,8.5,11.7,4.4
2017/12/17,3.9,6.2,1.9
2017/12/18,5.0,9.4,0.6
2017/12/19,7.9,12.8,4.8
2017/12/20,6.0,10.5,1.3
2017/12/21,6.1,11.3,1.0
2017/12/22,6.0,13.0,0.1
2017/12/23,7.1,13.3,1.3
2017/12/24,10.2,16.6,4.9
2017/12/25,8.3,11.3,4.8
2017/12/26,7.1,10.4,2.9
2017/12/27,6.0,9.1,2.5
2017/12/28,6.8,10.2,2.1
2017/12/29,7.9,11.9,1.6
2017/12/30,7.7,11.8,3.4
2017/12/31,8.3,12.3,5.1
2018/1/1,7.3,9.9,4.9
2018/1/2,6.3,11.9,0.4
2018/1/3,7.5,10.7,3.1
2018/1/4,6.0,9.5,2.0
2018/1/5,5.7,8.1,3.5
2018/1/6,7.5,11.3,4.5
2018/1/7,6.3,9.6,1.7
2018/1/8,9.7,12.0,6.5
2018/1/9,7.1,10.6,3.2
2018/1/10,4.5,9.5,0.4
2018/1/11,1.4,3.1,-0.4
2018/1/12,0.7,3.6,-1.9
2018/1/13,3.1,6.8,-0.6
2018/1/14,3.8,7.3,0.7
2018/1/15,5.1,11.7,-1.1
2018/1/16,10.1,15.9,3.1
2018/1/17,13.1,20.4,10.4
2018/1/18,9.8,15.4,4.5
2018/1/19,8.4,13.5,3.8
2018/1/20,7.6,13.3,2.7
2018/1/21,6.4,12.5,1.0
2018/1/22,4.6,7.3,1.6
2018/1/23,5.2,10.4,1.9
2018/1/24,1.0,4.5,-0.9
2018/1/25,1.3,5.1,-1.4
2018/1/26,2.0,5.4,-0.3
2018/1/27,3.4,8.0,0.1
2018/1/28,4.2,7.1,1.5
2018/1/29,4.2,6.2,1.9
2018/1/30,2.8,6.4,-0.3
2018/1/31,3.0,8.4,-2.7
2018/2/1,3.6,6.5,0.8
2018/2/2,4.5,9.7,-0.7
2018/2/3,5.2,8.7,2.0
2018/2/4,1.5,4.5,-0.2
2018/2/5,0.7,4.0,-0.6
2018/2/6,1.0,4.3,-0.8
2018/2/7,1.4,6.0,-1.1
2018/2/8,2.0,8.1,-3.5
2018/2/9,5.9,14.5,-2.2
2018/2/10,7.4,8.7,5.3
2018/2/11,3.9,7.1,0.4
2018/2/12,3.3,6.6,0.3
2018/2/13,3.5,8.5,-0.3
2018/2/14,6.5,15.6,-2.6
2018/2/15,8.7,11.1,4.6
2018/2/16,5.6,9.0,1.7
2018/2/17,7.6,11.7,4.2
2018/2/18,4.9,10.0,-0.6
2018/2/19,6.1,7.4,5.4
2018/2/20,7.6,13.2,1.8
2018/2/21,8.6,12.1,6.2
2018/2/22,7.5,10.7,4.5
2018/2/23,6.9,13.0,1.3
2018/2/24,7.3,15.8,0.2
2018/2/25,8.0,10.5,6.3
2018/2/26,9.3,14.5,4.7
2018/2/27,7.6,13.4,1.8
2018/2/28,9.7,15.0,4.1
2018/3/1,13.1,17.8,8.8
2018/3/2,8.4,12.0,4.6
2018/3/3,7.9,11.3,2.5
2018/3/4,13.6,21.2,7.0
2018/3/5,14.1,23.3,8.6
2018/3/6,8.9,12.0,5.0
2018/3/7,8.3,10.8,4.9
2018/3/8,10.1,11.5,8.1
2018/3/9,7.3,9.4,4.6
2018/3/10,7.1,12.3,3.8
2018/3/11,8.9,15.8,1.5
2018/3/12,9.0,14.5,3.0
2018/3/13,11.1,16.6,4.5
2018/3/14,13.3,19.3,7.6
2018/3/15,16.2,22.9,9.4
2018/3/16,10.7,15.1,6.6
2018/3/17,7.0,10.9,4.1
2018/3/18,9.2,13.8,3.5
2018/3/19,11.8,13.1,10.9
2018/3/20,9.8,12.7,7.2
2018/3/21,8.0,10.1,7.0
2018/3/22,8.9,11.8,4.8
2018/3/23,8.7,15.3,1.9
2018/3/24,10.0,17.1,3.4
2018/3/25,11.9,19.3,5.3
2018/3/26,13.0,19.6,7.4
2018/3/27,14.3,21.6,8.5
2018/3/28,14.5,19.6,8.5
2018/3/29,15.4,21.1,8.1
2018/3/30,14.9,20.3,10.9
2018/3/31,13.0,16.8,7.2
