ダウンロードした時刻：2019/10/10 15:36:12

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,8.5,14.4,4.7
1991/12/2,5.5,8.2,1.5
1991/12/3,6.0,10.8,1.0
1991/12/4,4.9,7.9,2.5
1991/12/5,6.6,11.1,2.5
1991/12/6,7.9,11.4,4.6
1991/12/7,5.4,13.8,-0.3
1991/12/8,-0.9,0.1,-3.1
1991/12/9,0.4,3.3,-2.9
1991/12/10,0.3,2.6,-1.7
1991/12/11,0.7,3.9,-1.2
1991/12/12,-0.6,2.0,-2.5
1991/12/13,0.6,3.3,-2.0
1991/12/14,1.2,2.9,-0.7
1991/12/15,2.1,6.8,-1.6
1991/12/16,4.8,9.8,1.7
1991/12/17,6.0,10.2,1.3
1991/12/18,5.7,8.5,2.8
1991/12/19,0.6,3.1,-2.1
1991/12/20,1.5,4.1,-2.3
1991/12/21,3.1,4.9,0.4
1991/12/22,2.5,7.1,-0.9
1991/12/23,4.7,8.2,0.7
1991/12/24,7.0,10.5,2.6
1991/12/25,1.2,2.7,0.4
1991/12/26,0.5,2.2,-1.4
1991/12/27,0.2,2.4,-1.5
1991/12/28,3.6,8.6,0.2
1991/12/29,1.4,4.5,-0.7
1991/12/30,-0.6,0.7,-2.5
1991/12/31,2.3,4.3,0.2
1992/1/1,2.1,4.6,0.5
1992/1/2,1.8,5.8,-0.3
1992/1/3,1.5,4.6,0.3
1992/1/4,2.2,4.0,-0.3
1992/1/5,3.6,5.5,2.1
1992/1/6,2.0,3.8,0.7
1992/1/7,3.4,8.5,-1.5
1992/1/8,5.2,8.8,3.1
1992/1/9,2.3,5.4,-0.7
1992/1/10,1.7,3.6,-0.2
1992/1/11,5.5,7.5,2.9
1992/1/12,6.1,9.3,2.9
1992/1/13,4.4,7.4,1.9
1992/1/14,-0.5,1.9,-3.3
1992/1/15,0.4,2.9,-3.3
1992/1/16,1.6,4.3,0.0
1992/1/17,2.0,6.1,-1.1
1992/1/18,1.2,2.4,-0.7
1992/1/19,1.4,3.2,0.1
1992/1/20,1.4,3.5,-1.0
1992/1/21,2.8,4.8,0.3
1992/1/22,1.1,2.5,0.0
1992/1/23,-0.9,2.5,-3.6
1992/1/24,-3.8,-2.0,-6.0
1992/1/25,-0.9,4.7,-5.8
1992/1/26,1.2,3.4,-2.7
1992/1/27,0.2,5.7,-5.2
1992/1/28,1.1,2.2,-0.5
1992/1/29,0.2,2.9,-1.5
1992/1/30,-0.4,1.4,-1.9
1992/1/31,-1.0,1.1,-2.4
1992/2/1,-0.8,2.2,-2.3
1992/2/2,0.8,3.1,-2.5
1992/2/3,1.9,5.8,-0.1
1992/2/4,1.0,2.7,-0.5
1992/2/5,-0.1,2.7,-1.7
1992/2/6,-0.2,3.8,-2.4
1992/2/7,0.5,3.7,-2.0
1992/2/8,-0.5,0.8,-3.1
1992/2/9,-0.9,1.5,-3.3
1992/2/10,0.4,3.2,-2.3
1992/2/11,-2.2,0.7,-4.3
1992/2/12,0.4,5.7,-2.9
1992/2/13,0.4,3.2,-0.8
1992/2/14,0.3,2.4,-1.6
1992/2/15,1.2,3.4,-1.6
1992/2/16,0.3,3.2,-3.5
1992/2/17,-0.1,1.9,-3.5
1992/2/18,1.3,4.4,-1.9
1992/2/19,-1.5,2.0,-4.1
1992/2/20,-1.8,0.0,-3.9
1992/2/21,-1.6,1.1,-4.0
1992/2/22,-0.6,1.6,-3.3
1992/2/23,1.6,4.0,-1.0
1992/2/24,0.6,2.0,-0.5
1992/2/25,0.7,4.2,-0.7
1992/2/26,0.8,2.8,-1.3
1992/2/27,2.9,8.6,-1.3
1992/2/28,4.9,10.6,0.0
1992/2/29,4.6,9.3,1.9
1992/3/1,4.5,7.4,1.5
1992/3/2,-0.2,1.8,-1.7
1992/3/3,-0.5,2.2,-2.1
1992/3/4,1.0,3.3,-1.9
1992/3/5,1.2,6.3,-3.2
1992/3/6,0.8,2.0,-0.3
1992/3/7,1.0,3.6,-2.2
1992/3/8,2.1,7.4,-1.4
1992/3/9,4.1,8.9,1.8
1992/3/10,4.9,10.7,0.0
1992/3/11,4.2,7.1,1.2
1992/3/12,3.7,8.6,-2.5
1992/3/13,6.7,9.7,3.7
1992/3/14,6.4,10.5,2.2
1992/3/15,7.7,11.5,3.6
1992/3/16,3.7,7.1,-1.3
1992/3/17,0.7,4.6,-3.1
1992/3/18,1.1,2.7,0.2
1992/3/19,4.2,7.6,0.1
1992/3/20,2.5,7.4,0.5
1992/3/21,-0.4,0.6,-1.3
1992/3/22,1.9,3.2,-1.4
1992/3/23,3.4,7.4,-1.9
1992/3/24,6.3,11.5,2.4
1992/3/25,7.0,8.9,5.5
1992/3/26,6.6,9.5,4.8
1992/3/27,6.2,10.3,2.2
1992/3/28,6.7,12.2,0.8
1992/3/29,10.3,17.0,2.5
1992/3/30,9.4,11.1,7.8
1992/3/31,8.4,11.6,5.6
