ダウンロードした時刻：2019/10/10 16:21:23

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,13.7,20.7,8.4
1992/12/2,12.7,18.9,7.7
1992/12/3,10.6,16.4,6.2
1992/12/4,10.7,16.6,5.6
1992/12/5,12.2,18.0,6.3
1992/12/6,13.0,16.6,9.9
1992/12/7,16.2,19.6,14.0
1992/12/8,13.6,17.0,7.9
1992/12/9,9.9,14.3,5.5
1992/12/10,12.2,17.4,7.8
1992/12/11,6.5,9.1,3.9
1992/12/12,6.7,9.5,4.0
1992/12/13,9.9,15.9,6.2
1992/12/14,5.7,8.7,2.1
1992/12/15,4.9,8.8,1.3
1992/12/16,6.0,8.7,3.9
1992/12/17,7.0,12.5,3.1
1992/12/18,6.1,12.8,1.5
1992/12/19,6.7,13.2,0.9
1992/12/20,10.4,14.0,7.2
1992/12/21,11.4,15.8,7.3
1992/12/22,7.8,13.4,3.0
1992/12/23,6.3,8.8,4.0
1992/12/24,5.1,8.0,1.4
1992/12/25,3.6,9.4,-1.0
1992/12/26,4.8,11.2,0.0
1992/12/27,7.6,11.1,3.5
1992/12/28,12.0,15.0,10.0
1992/12/29,10.2,13.8,5.0
1992/12/30,6.9,13.3,2.8
1992/12/31,6.6,11.6,3.2
1993/1/1,6.4,12.6,1.1
1993/1/2,7.7,13.6,3.6
1993/1/3,7.2,10.7,2.7
1993/1/4,8.3,11.2,5.5
1993/1/5,8.0,12.7,3.9
1993/1/6,8.7,11.8,6.3
1993/1/7,11.1,13.9,9.1
1993/1/8,10.7,13.4,8.8
1993/1/9,9.5,10.5,8.2
1993/1/10,10.2,11.9,8.5
1993/1/11,7.9,11.6,3.2
1993/1/12,6.3,9.2,2.2
1993/1/13,9.2,12.0,7.3
1993/1/14,10.1,12.5,7.7
1993/1/15,8.8,9.5,7.4
1993/1/16,4.4,7.8,2.2
1993/1/17,4.4,7.2,2.3
1993/1/18,3.6,5.5,1.9
1993/1/19,2.6,4.4,1.7
1993/1/20,3.5,7.0,0.6
1993/1/21,3.7,8.4,0.2
1993/1/22,4.9,9.9,1.3
1993/1/23,6.4,11.5,1.2
1993/1/24,8.0,12.4,4.7
1993/1/25,7.9,14.4,2.1
1993/1/26,6.8,13.5,2.3
1993/1/27,3.2,6.6,0.3
1993/1/28,2.1,5.8,-0.7
1993/1/29,2.7,8.4,-2.9
1993/1/30,5.2,10.1,1.2
1993/1/31,5.9,11.9,-0.2
1993/2/1,5.3,8.9,1.0
1993/2/2,5.0,7.8,0.5
1993/2/3,5.1,11.2,-1.8
1993/2/4,9.0,14.9,3.7
1993/2/5,7.7,14.6,0.9
1993/2/6,15.5,21.2,7.7
1993/2/7,11.7,19.1,4.8
1993/2/8,5.2,9.4,1.3
1993/2/9,4.0,7.6,1.6
1993/2/10,5.1,10.4,1.8
1993/2/11,6.3,12.2,1.3
1993/2/12,6.3,13.0,0.8
1993/2/13,7.2,13.4,0.9
1993/2/14,8.2,14.7,2.8
1993/2/15,8.2,15.9,0.5
1993/2/16,11.6,15.2,8.3
1993/2/17,11.2,13.5,9.4
1993/2/18,10.0,15.7,5.5
1993/2/19,8.7,14.3,5.6
1993/2/20,9.1,15.4,3.1
1993/2/21,11.9,15.2,9.7
1993/2/22,7.9,10.2,3.4
1993/2/23,2.8,4.2,0.0
1993/2/24,2.0,5.9,-0.4
1993/2/25,4.1,10.5,-0.6
1993/2/26,5.0,10.4,0.5
1993/2/27,5.8,9.1,1.6
1993/2/28,7.5,11.7,4.7
1993/3/1,3.9,7.3,0.7
1993/3/2,3.9,9.8,-0.5
1993/3/3,5.7,10.9,0.8
1993/3/4,7.6,14.5,1.8
1993/3/5,8.8,16.9,0.8
1993/3/6,12.3,17.0,6.3
1993/3/7,10.6,12.8,6.7
1993/3/8,7.5,11.7,3.7
1993/3/9,7.7,13.4,1.8
1993/3/10,9.2,14.9,4.7
1993/3/11,7.1,11.4,2.8
1993/3/12,8.1,13.6,3.9
1993/3/13,8.5,15.5,2.4
1993/3/14,9.2,15.0,3.6
1993/3/15,10.0,10.9,9.3
1993/3/16,7.1,9.3,5.0
1993/3/17,6.8,11.1,4.1
1993/3/18,6.9,12.2,3.3
1993/3/19,6.9,12.8,1.7
1993/3/20,8.2,13.7,3.8
1993/3/21,9.4,15.6,2.4
1993/3/22,13.1,19.2,8.9
1993/3/23,12.6,18.1,9.0
1993/3/24,15.0,20.4,11.8
1993/3/25,13.5,16.6,10.9
1993/3/26,13.3,16.3,11.4
1993/3/27,13.7,19.4,8.7
1993/3/28,11.8,14.6,9.1
1993/3/29,8.5,12.3,3.9
1993/3/30,10.0,16.5,1.7
1993/3/31,13.4,19.5,9.8
