ダウンロードした時刻：2017/07/24 15:41:07

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,4.2,9.1,-1.4
1987/1/2,0.5,2.8,-1.7
1987/1/3,7.4,14.7,1.8
1987/1/4,2.8,10.4,-2.0
1987/1/5,-1.0,0.8,-2.0
1987/1/6,1.5,6.9,-2.8
1987/1/7,1.3,8.8,-4.9
1987/1/8,6.4,10.0,1.2
1987/1/9,4.3,7.1,2.2
1987/1/10,2.0,4.9,-2.4
1987/1/11,-1.4,5.7,-6.8
1987/1/12,-3.3,-1.5,-6.4
1987/1/13,-2.0,1.1,-7.2
1987/1/14,-4.6,3.1,-11.1
1987/1/15,-2.6,6.4,-9.5
1987/1/16,-1.4,4.7,-7.6
1987/1/17,5.5,10.3,-0.1
1987/1/18,2.4,6.3,0.0
1987/1/19,1.1,4.8,-2.9
1987/1/20,-1.9,3.7,-5.6
1987/1/21,-2.2,6.1,-8.9
1987/1/22,-0.9,7.3,-7.7
1987/1/23,2.9,9.3,-3.2
1987/1/24,6.4,11.2,-1.1
1987/1/25,-1.2,4.7,-4.9
1987/1/26,-1.5,4.9,-7.9
1987/1/27,0.3,7.2,-6.4
1987/1/28,1.5,10.1,-5.1
1987/1/29,3.4,12.8,-5.5
1987/1/30,4.7,10.8,-0.7
1987/1/31,2.3,6.9,-2.3
1987/2/1,-0.5,6.3,-6.2
1987/2/2,-1.0,3.3,-4.9
1987/2/3,-1.2,1.2,-4.8
1987/2/4,-1.3,4.2,-6.6
1987/2/5,-1.5,7.6,-9.3
1987/2/6,2.0,10.1,-5.7
1987/2/7,4.1,12.1,-2.7
1987/2/8,3.3,12.3,-3.2
1987/2/9,4.5,13.5,-3.5
1987/2/10,6.3,18.1,-2.9
1987/2/11,10.5,19.5,0.5
1987/2/12,9.5,14.3,2.3
1987/2/13,4.7,11.6,1.4
1987/2/14,5.0,9.2,-0.2
1987/2/15,3.0,7.6,-0.8
1987/2/16,2.5,7.7,-2.3
1987/2/17,-0.6,2.5,-3.5
1987/2/18,0.9,2.6,-0.3
1987/2/19,0.6,4.7,-1.7
1987/2/20,0.7,8.7,-3.1
1987/2/21,1.2,7.3,-5.5
1987/2/22,1.1,4.6,-1.1
1987/2/23,4.1,11.0,0.6
1987/2/24,5.0,13.2,-2.9
1987/2/25,0.8,8.0,-4.0
1987/2/26,-2.6,1.1,-3.8
1987/2/27,-2.3,1.2,-5.4
1987/2/28,-1.7,4.8,-8.1
1987/3/1,-1.0,2.7,-3.6
1987/3/2,-2.2,3.8,-7.9
1987/3/3,0.4,7.3,-7.7
1987/3/4,5.8,13.9,-1.9
1987/3/5,7.2,13.5,2.6
1987/3/6,6.9,10.9,1.0
1987/3/7,-0.4,2.6,-2.0
1987/3/8,2.1,7.2,-1.2
1987/3/9,3.3,8.3,-0.2
1987/3/10,3.9,9.6,-1.6
1987/3/11,3.1,9.3,0.3
1987/3/12,5.2,14.3,-2.7
1987/3/13,4.5,7.6,1.5
1987/3/14,7.9,12.8,4.5
1987/3/15,6.8,14.4,1.8
1987/3/16,5.7,12.4,0.6
1987/3/17,2.5,6.5,0.4
1987/3/18,7.7,15.2,0.8
1987/3/19,7.3,16.2,-0.7
1987/3/20,10.1,19.5,4.7
1987/3/21,9.2,18.2,0.4
1987/3/22,11.9,20.3,6.2
1987/3/23,11.7,13.4,10.0
1987/3/24,13.0,17.4,9.0
1987/3/25,5.6,11.1,0.3
1987/3/26,3.1,8.8,-1.4
1987/3/27,4.6,12.4,-3.4
1987/3/28,7.3,14.2,0.4
1987/3/29,7.0,10.6,3.9
1987/3/30,9.8,19.3,1.0
1987/3/31,8.8,15.0,-1.0
1987/4/1,3.3,10.8,-3.3
1987/4/2,5.4,8.0,2.2
1987/4/3,9.6,15.8,4.9
1987/4/4,10.4,19.2,2.4
1987/4/5,11.5,23.1,0.4
1987/4/6,12.7,21.7,4.1
1987/4/7,10.8,12.6,8.4
1987/4/8,15.8,24.5,8.4
1987/4/9,13.5,20.3,6.4
1987/4/10,15.4,20.6,11.7
1987/4/11,11.7,16.7,4.4
1987/4/12,6.0,11.9,2.6
1987/4/13,4.0,10.7,-0.8
1987/4/14,5.9,14.3,-1.7
1987/4/15,9.0,18.7,0.3
1987/4/16,10.1,19.9,0.5
1987/4/17,11.6,18.7,5.3
1987/4/18,13.2,22.3,4.1
1987/4/19,15.2,24.7,5.8
1987/4/20,15.8,24.4,6.9
1987/4/21,15.1,21.5,7.1
1987/4/22,18.0,25.4,13.2
1987/4/23,17.6,23.8,12.3
1987/4/24,14.9,20.6,8.3
1987/4/25,12.7,21.2,4.1
1987/4/26,10.6,14.5,7.2
1987/4/27,10.6,17.7,4.7
1987/4/28,13.6,22.7,7.2
1987/4/29,15.3,24.4,7.4
1987/4/30,15.9,26.3,7.3
1987/5/1,11.3,14.6,7.9
