ダウンロードした時刻：2019/10/10 16:06:04

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,7.5,13.5,3.3
1981/12/2,2.4,5.1,-0.1
1981/12/3,3.2,5.3,0.7
1981/12/4,2.8,9.4,-0.1
1981/12/5,5.7,11.3,-0.4
1981/12/6,4.8,10.8,1.3
1981/12/7,4.4,8.3,1.0
1981/12/8,5.3,7.4,2.4
1981/12/9,6.7,9.7,4.3
1981/12/10,6.4,9.6,1.3
1981/12/11,5.6,13.3,-1.4
1981/12/12,7.9,13.7,3.2
1981/12/13,3.4,6.6,0.3
1981/12/14,0.6,2.4,0.1
1981/12/15,0.8,2.2,-0.6
1981/12/16,1.9,5.2,0.3
1981/12/17,2.8,8.3,-0.4
1981/12/18,2.2,8.7,-0.6
1981/12/19,3.7,5.7,0.3
1981/12/20,3.6,5.9,1.0
1981/12/21,4.5,9.5,1.7
1981/12/22,5.6,12.8,0.4
1981/12/23,8.8,13.9,2.7
1981/12/24,4.6,9.4,3.3
1981/12/25,4.4,10.5,0.8
1981/12/26,5.4,13.1,-0.3
1981/12/27,6.8,14.6,1.6
1981/12/28,6.3,14.7,2.3
1981/12/29,9.3,15.9,2.5
1981/12/30,7.0,8.1,5.0
1981/12/31,5.7,9.4,3.3
1982/1/1,4.4,8.3,0.4
1982/1/2,3.0,6.4,0.6
1982/1/3,4.1,10.4,-1.2
1982/1/4,10.3,15.4,2.3
1982/1/5,7.6,11.5,4.9
1982/1/6,5.0,8.4,0.5
1982/1/7,2.0,3.5,0.7
1982/1/8,2.2,6.3,-0.5
1982/1/9,5.5,9.3,0.3
1982/1/10,3.5,10.1,-0.1
1982/1/11,6.2,13.4,-1.3
1982/1/12,9.3,13.4,4.8
1982/1/13,3.5,8.1,-0.1
1982/1/14,3.5,6.8,0.7
1982/1/15,3.5,7.2,1.5
1982/1/16,0.9,4.8,-1.5
1982/1/17,0.6,4.2,-3.2
1982/1/18,0.7,5.8,-4.4
1982/1/19,-0.1,2.0,-1.4
1982/1/20,0.0,4.0,-2.3
1982/1/21,0.8,7.2,-4.8
1982/1/22,3.8,10.2,-0.1
1982/1/23,3.6,6.5,1.4
1982/1/24,2.8,7.9,-1.6
1982/1/25,4.2,5.0,1.7
1982/1/26,2.7,7.6,-1.3
1982/1/27,2.6,6.3,-1.3
1982/1/28,0.4,2.8,-1.9
1982/1/29,-2.3,-0.2,-3.4
1982/1/30,-1.4,1.2,-4.5
1982/1/31,-0.2,4.7,-6.0
1982/2/1,0.8,2.1,0.2
1982/2/2,0.9,2.8,-0.3
1982/2/3,1.2,4.8,-2.0
1982/2/4,2.3,4.1,0.9
1982/2/5,1.6,3.9,-0.4
1982/2/6,1.4,6.1,-1.6
1982/2/7,-0.9,1.3,-2.2
1982/2/8,0.0,2.5,-2.1
1982/2/9,1.5,6.5,-1.7
1982/2/10,0.9,3.7,-0.7
1982/2/11,1.4,6.7,-2.0
1982/2/12,2.5,8.5,-1.3
1982/2/13,1.9,6.4,-2.6
1982/2/14,1.5,3.8,-0.2
1982/2/15,0.8,5.1,-1.7
1982/2/16,3.5,10.6,-2.2
1982/2/17,2.1,4.4,-1.2
1982/2/18,4.6,11.3,0.9
1982/2/19,7.8,13.2,1.2
1982/2/20,9.0,13.0,6.9
1982/2/21,6.8,8.9,4.8
1982/2/22,5.5,8.6,2.2
1982/2/23,5.4,9.4,1.4
1982/2/24,5.5,6.4,4.5
1982/2/25,4.1,6.3,1.5
1982/2/26,1.9,5.3,-0.7
1982/2/27,4.2,11.4,-3.2
1982/2/28,5.8,12.8,-1.0
1982/3/1,5.5,7.2,4.2
1982/3/2,2.8,6.3,0.4
1982/3/3,2.7,8.2,-0.5
1982/3/4,8.3,14.3,-0.5
1982/3/5,11.6,15.6,8.0
1982/3/6,6.5,8.5,3.3
1982/3/7,2.0,3.8,0.3
1982/3/8,2.8,8.8,-1.2
1982/3/9,3.8,9.7,-2.0
1982/3/10,6.0,16.3,-0.7
1982/3/11,7.9,17.9,0.0
1982/3/12,7.8,13.3,2.4
1982/3/13,9.6,13.0,7.0
1982/3/14,11.0,18.3,3.0
1982/3/15,13.4,16.7,9.4
1982/3/16,11.9,16.3,8.8
1982/3/17,8.3,11.6,5.8
1982/3/18,7.1,10.5,2.0
1982/3/19,6.7,12.0,0.3
1982/3/20,11.2,14.9,6.3
1982/3/21,9.7,11.6,5.4
1982/3/22,9.1,17.7,1.9
1982/3/23,14.2,22.6,4.7
1982/3/24,6.7,12.9,3.7
1982/3/25,3.9,7.5,1.5
1982/3/26,3.7,7.8,-0.6
1982/3/27,3.5,10.7,-2.8
1982/3/28,4.1,9.9,-1.9
1982/3/29,6.9,16.6,-1.5
1982/3/30,13.8,20.8,3.5
1982/3/31,10.8,16.2,6.9
