É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:07

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1984/1/1,-2.0,1.8,-4.0
1984/1/2,-3.1,-0.4,-5.9
1984/1/3,-2.8,2.1,-6.3
1984/1/4,-3.2,1.2,-7.0
1984/1/5,-5.2,-0.4,-9.3
1984/1/6,-6.1,-3.7,-9.7
1984/1/7,-9.8,-5.2,-15.0
1984/1/8,-5.3,-0.2,-12.2
1984/1/9,-4.0,0.7,-9.4
1984/1/10,-3.5,0.5,-5.7
1984/1/11,-3.8,-0.4,-6.3
1984/1/12,-4.4,-2.3,-5.9
1984/1/13,-5.1,-3.1,-8.0
1984/1/14,-4.0,0.1,-8.4
1984/1/15,-3.2,3.4,-6.3
1984/1/16,-7.6,-5.4,-9.5
1984/1/17,-6.2,-3.9,-8.6
1984/1/18,-5.7,-2.9,-8.9
1984/1/19,-6.2,-2.2,-11.0
1984/1/20,-7.0,-4.0,-10.7
1984/1/21,-6.4,-2.0,-9.8
1984/1/22,-5.2,0.6,-12.2
1984/1/23,-2.1,0.7,-4.4
1984/1/24,-2.3,0.7,-6.7
1984/1/25,-3.5,0.2,-9.6
1984/1/26,-1.6,1.2,-4.5
1984/1/27,-3.0,0.3,-6.6
1984/1/28,-5.2,-1.4,-8.6
1984/1/29,-8.1,-2.7,-12.2
1984/1/30,-6.8,-3.9,-9.8
1984/1/31,-4.6,0.2,-11.2
1984/2/1,-4.4,-0.5,-7.9
1984/2/2,-5.9,-3.4,-8.9
1984/2/3,-6.6,-4.0,-7.7
1984/2/4,-8.0,-5.1,-9.7
1984/2/5,-8.0,-5.4,-10.0
1984/2/6,-9.9,-7.3,-12.9
1984/2/7,-8.5,-4.2,-12.9
1984/2/8,-6.2,-1.7,-12.6
1984/2/9,-2.5,-0.5,-4.2
1984/2/10,-1.7,-0.2,-3.0
1984/2/11,-3.4,-1.0,-4.8
1984/2/12,-6.0,-1.7,-10.5
1984/2/13,-7.0,-4.1,-12.0
1984/2/14,-6.7,-2.8,-12.1
1984/2/15,-5.2,-0.8,-9.0
1984/2/16,-6.4,-2.4,-10.9
1984/2/17,-5.2,-2.2,-7.8
1984/2/18,-6.8,-2.4,-10.3
1984/2/19,-8.0,-4.9,-10.4
1984/2/20,-8.4,-4.2,-15.1
1984/2/21,-3.7,0.1,-10.5
1984/2/22,-4.7,-2.4,-7.2
1984/2/23,-6.3,-2.4,-11.2
1984/2/24,-2.5,1.2,-6.0
1984/2/25,-3.5,-1.0,-5.9
1984/2/26,-3.7,-1.5,-6.3
1984/2/27,-3.9,-1.0,-6.2
1984/2/28,-5.5,-3.4,-9.8
1984/2/29,-4.4,-0.8,-8.0
1984/3/1,-4.9,-1.5,-8.7
1984/3/2,-2.1,1.3,-5.5
1984/3/3,-1.8,0.7,-5.8
1984/3/4,-1.2,1.6,-4.7
1984/3/5,-3.3,0.8,-8.0
1984/3/6,-2.9,0.1,-5.5
1984/3/7,-3.7,-1.3,-6.2
1984/3/8,-5.1,-1.1,-10.0
1984/3/9,-5.8,-2.3,-9.3
1984/3/10,-3.1,1.0,-9.8
1984/3/11,-1.1,2.9,-5.4
1984/3/12,-1.5,1.5,-3.7
1984/3/13,-2.7,1.0,-5.3
1984/3/14,-3.0,-0.5,-6.4
1984/3/15,-3.4,1.4,-8.9
1984/3/16,-2.9,1.1,-9.4
1984/3/17,-1.0,0.7,-2.5
1984/3/18,0.1,2.1,-3.0
1984/3/19,0.8,3.9,-2.4
1984/3/20,0.3,2.5,-1.8
1984/3/21,-1.5,0.5,-3.0
1984/3/22,-1.1,1.2,-3.0
1984/3/23,-1.8,1.5,-5.4
1984/3/24,-1.3,1.9,-6.9
1984/3/25,0.6,2.9,-2.2
1984/3/26,-1.9,-0.1,-3.8
1984/3/27,-1.3,3.0,-4.7
1984/3/28,-3.9,-0.5,-6.7
1984/3/29,-4.1,0.4,-8.8
1984/3/30,-2.5,1.6,-8.0
1984/3/31,-1.1,1.9,-5.3
1984/4/1,0.3,4.3,-4.6
1984/4/2,-0.4,3.2,-4.8
1984/4/3,1.3,4.7,-4.1
1984/4/4,4.1,8.0,-0.2
1984/4/5,5.2,8.7,0.4
1984/4/6,-0.1,4.2,-1.6
1984/4/7,-0.3,2.3,-2.5
1984/4/8,0.7,2.9,-1.5
1984/4/9,3.0,6.6,-1.1
1984/4/10,4.1,8.6,0.4
1984/4/11,4.9,10.9,0.9
1984/4/12,3.5,6.6,-0.4
1984/4/13,3.1,6.0,1.2
1984/4/14,2.7,4.1,1.5
1984/4/15,3.4,7.1,-0.2
1984/4/16,4.7,9.9,-1.1
1984/4/17,4.8,10.4,0.4
1984/4/18,6.6,8.7,1.7
1984/4/19,8.7,13.8,3.7
1984/4/20,8.9,14.2,3.6
1984/4/21,9.6,17.5,2.9
1984/4/22,4.6,6.6,3.0
1984/4/23,6.4,11.6,3.6
1984/4/24,5.8,9.5,1.8
1984/4/25,7.0,11.7,3.0
1984/4/26,12.0,20.6,3.8
1984/4/27,12.7,20.6,4.8
1984/4/28,11.1,20.7,6.3
1984/4/29,5.5,8.5,3.0
1984/4/30,5.9,10.1,2.3
1984/5/1,7.7,9.4,4.9
