ダウンロードした時刻：2017/07/24 15:37:41

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,-1.3,1.5,-3.7
1985/1/2,-3.4,0.3,-8.2
1985/1/3,-5.2,-2.7,-9.0
1985/1/4,-3.2,-0.4,-5.6
1985/1/5,-4.5,-0.4,-6.9
1985/1/6,-4.8,-3.2,-5.9
1985/1/7,-5.6,-1.8,-9.8
1985/1/8,-4.3,-0.9,-7.5
1985/1/9,-3.0,1.0,-9.7
1985/1/10,1.0,5.9,-3.0
1985/1/11,-0.8,1.8,-3.6
1985/1/12,-0.8,2.3,-4.8
1985/1/13,-2.2,2.7,-4.5
1985/1/14,-5.6,-4.1,-6.6
1985/1/15,-4.7,-0.8,-8.4
1985/1/16,-3.4,-0.3,-7.4
1985/1/17,-5.9,-3.1,-9.1
1985/1/18,-5.9,-2.3,-10.0
1985/1/19,-4.7,-0.1,-9.2
1985/1/20,-1.4,5.5,-8.0
1985/1/21,-1.9,0.0,-4.3
1985/1/22,-0.4,4.5,-7.3
1985/1/23,-1.2,1.1,-3.1
1985/1/24,-3.7,-1.5,-5.8
1985/1/25,-5.3,-2.8,-6.6
1985/1/26,-6.6,-4.2,-10.1
1985/1/27,-6.3,-2.0,-10.3
1985/1/28,-2.2,1.6,-6.6
1985/1/29,-3.6,-0.3,-5.9
1985/1/30,-5.6,-2.8,-8.3
1985/1/31,-1.6,1.5,-7.6
1985/2/1,2.6,5.5,0.1
1985/2/2,-1.8,1.2,-6.5
1985/2/3,-2.3,2.4,-7.8
1985/2/4,-0.9,5.2,-7.8
1985/2/5,-0.5,3.0,-4.8
1985/2/6,1.2,6.1,-2.0
1985/2/7,0.2,5.5,-3.2
1985/2/8,-1.0,1.2,-4.2
1985/2/9,0.5,2.4,-0.9
1985/2/10,4.6,9.5,1.2
1985/2/11,0.7,3.2,-0.2
1985/2/12,0.9,6.1,-4.3
1985/2/13,0.6,6.2,-2.8
1985/2/14,-2.3,-0.3,-3.8
1985/2/15,-2.5,-1.2,-4.2
1985/2/16,0.9,5.2,-2.5
1985/2/17,1.3,5.8,-2.6
1985/2/18,2.4,5.8,-0.5
1985/2/19,1.0,3.3,-1.3
1985/2/20,3.4,5.0,1.2
1985/2/21,1.6,5.5,-3.3
1985/2/22,-1.9,0.0,-3.4
1985/2/23,-0.2,2.3,-2.1
1985/2/24,0.0,3.4,-2.7
1985/2/25,-0.2,3.8,-4.9
1985/2/26,-0.3,3.9,-4.4
1985/2/27,-0.6,3.7,-3.7
1985/2/28,-2.4,-1.2,-4.6
1985/3/1,1.5,4.4,-2.0
1985/3/2,2.5,4.2,0.8
1985/3/3,0.7,4.8,-2.9
1985/3/4,0.4,4.3,-3.7
1985/3/5,2.3,8.5,-1.6
1985/3/6,-0.3,3.8,-3.2
1985/3/7,1.1,6.2,-2.9
1985/3/8,4.0,8.0,0.7
1985/3/9,3.2,5.8,-0.4
1985/3/10,-0.6,3.0,-3.2
1985/3/11,-2.6,-2.0,-3.5
1985/3/12,0.8,4.5,-3.6
1985/3/13,2.9,7.6,-1.2
1985/3/14,0.2,2.2,-1.4
1985/3/15,0.1,3.9,-3.2
1985/3/16,0.8,7.6,-6.2
1985/3/17,2.8,6.8,-1.6
1985/3/18,5.4,11.9,1.4
1985/3/19,2.5,6.6,0.2
1985/3/20,3.7,7.7,1.1
1985/3/21,3.8,6.2,1.2
1985/3/22,3.4,8.5,-0.9
1985/3/23,2.2,8.3,-3.9
1985/3/24,3.2,10.8,-3.8
1985/3/25,6.4,13.7,-1.6
1985/3/26,5.9,11.0,0.1
1985/3/27,0.7,3.8,-1.6
1985/3/28,4.8,9.0,1.2
1985/3/29,7.5,14.0,1.5
1985/3/30,3.6,7.6,0.3
1985/3/31,2.6,8.0,-0.7
1985/4/1,4.0,7.9,-1.5
1985/4/2,7.7,15.9,-0.7
1985/4/3,11.1,20.1,1.9
1985/4/4,9.5,11.4,7.5
1985/4/5,8.9,12.1,6.0
1985/4/6,9.4,14.5,5.0
1985/4/7,7.9,10.9,3.8
1985/4/8,11.3,16.7,6.7
1985/4/9,12.4,19.2,7.5
1985/4/10,12.4,21.3,4.6
1985/4/11,11.4,15.9,7.0
1985/4/12,6.5,10.8,5.1
1985/4/13,7.8,10.1,5.0
1985/4/14,9.4,19.1,2.7
1985/4/15,6.0,9.2,3.7
1985/4/16,9.1,14.3,5.7
1985/4/17,7.9,12.1,4.5
1985/4/18,9.0,14.3,4.0
1985/4/19,10.6,16.7,6.8
1985/4/20,9.1,11.9,5.6
1985/4/21,10.4,15.1,6.8
1985/4/22,12.3,21.1,3.9
1985/4/23,13.2,18.5,10.6
1985/4/24,10.7,16.4,8.0
1985/4/25,12.0,18.6,6.0
1985/4/26,15.7,24.2,5.4
1985/4/27,11.8,15.6,6.5
1985/4/28,11.4,18.4,3.8
1985/4/29,13.5,22.5,5.2
1985/4/30,15.0,23.7,6.2
1985/5/1,17.4,26.8,8.0
