ダウンロードした時刻：2019/10/10 15:54:08

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,12.4,18.5,7.0
1998/12/2,11.5,16.1,9.4
1998/12/3,9.2,11.5,7.4
1998/12/4,9.8,12.0,7.7
1998/12/5,9.3,10.8,8.0
1998/12/6,10.1,14.3,6.0
1998/12/7,10.7,13.7,7.7
1998/12/8,9.8,11.3,6.4
1998/12/9,7.0,11.4,4.1
1998/12/10,6.6,11.5,3.7
1998/12/11,5.5,11.0,2.2
1998/12/12,5.1,9.3,1.8
1998/12/13,6.0,12.7,0.1
1998/12/14,8.1,13.6,2.6
1998/12/15,9.7,13.5,7.5
1998/12/16,8.9,13.9,5.9
1998/12/17,9.9,16.4,4.9
1998/12/18,8.1,13.6,2.7
1998/12/19,9.1,14.9,3.6
1998/12/20,9.3,14.0,4.8
1998/12/21,6.9,12.2,2.7
1998/12/22,7.8,13.8,0.9
1998/12/23,9.7,15.0,5.4
1998/12/24,7.5,11.6,3.9
1998/12/25,6.0,11.2,0.9
1998/12/26,7.1,13.8,2.8
1998/12/27,5.6,11.6,1.7
1998/12/28,7.8,15.4,1.3
1998/12/29,7.8,14.1,2.5
1998/12/30,7.3,10.8,4.7
1998/12/31,5.3,10.0,1.8
1999/1/1,3.8,9.4,0.3
1999/1/2,4.7,7.9,1.3
1999/1/3,5.5,10.0,3.1
1999/1/4,5.4,10.1,2.2
1999/1/5,5.1,11.2,0.0
1999/1/6,5.9,11.7,-0.2
1999/1/7,6.2,13.7,0.8
1999/1/8,0.9,3.7,-0.5
1999/1/9,-0.1,0.8,-1.1
1999/1/10,2.2,5.3,0.0
1999/1/11,4.0,7.7,1.3
1999/1/12,3.2,8.1,0.1
1999/1/13,4.4,9.4,0.4
1999/1/14,5.2,9.2,2.2
1999/1/15,3.7,4.9,2.7
1999/1/16,5.2,9.9,1.7
1999/1/17,4.0,8.5,0.5
1999/1/18,4.6,11.4,-1.0
1999/1/19,3.7,5.9,1.0
1999/1/20,7.7,13.2,3.6
1999/1/21,5.0,9.3,2.1
1999/1/22,5.5,11.6,0.0
1999/1/23,6.6,13.2,0.6
1999/1/24,7.3,8.4,6.7
1999/1/25,7.6,10.6,5.7
1999/1/26,7.4,12.1,4.3
1999/1/27,6.4,11.8,0.5
1999/1/28,6.0,11.8,1.5
1999/1/29,3.2,8.2,0.3
1999/1/30,2.4,7.5,-1.5
1999/1/31,4.1,10.5,-1.1
1999/2/1,5.4,9.1,1.2
1999/2/2,5.3,10.7,2.1
1999/2/3,0.4,3.9,-3.6
1999/2/4,-0.4,5.7,-5.7
1999/2/5,1.9,7.4,-3.6
1999/2/6,3.2,8.2,0.0
1999/2/7,4.5,10.7,-2.1
1999/2/8,7.6,13.6,2.9
1999/2/9,6.9,13.3,0.7
1999/2/10,6.6,12.3,3.0
1999/2/11,3.5,4.5,1.9
1999/2/12,3.9,8.4,1.3
1999/2/13,1.2,5.9,-1.5
1999/2/14,2.4,7.5,-2.1
1999/2/15,4.7,10.5,-0.8
1999/2/16,6.7,14.0,-0.1
1999/2/17,8.4,15.5,1.1
1999/2/18,6.4,8.7,4.2
1999/2/19,5.4,10.1,1.3
1999/2/20,3.5,10.3,-1.6
1999/2/21,3.5,9.1,-0.1
1999/2/22,4.1,9.5,-1.6
1999/2/23,6.5,11.8,1.9
1999/2/24,4.6,6.0,3.3
1999/2/25,8.5,13.4,4.1
1999/2/26,8.1,14.3,2.0
1999/2/27,7.9,14.8,1.6
1999/2/28,4.5,10.2,0.4
1999/3/1,7.2,14.1,0.4
1999/3/2,9.3,14.7,3.3
1999/3/3,10.4,16.9,5.0
1999/3/4,10.5,17.0,3.7
1999/3/5,10.2,13.0,7.8
1999/3/6,10.2,15.7,6.3
1999/3/7,7.6,8.5,6.6
1999/3/8,9.3,15.5,4.4
1999/3/9,7.5,9.4,5.5
1999/3/10,8.5,13.5,5.0
1999/3/11,7.4,9.8,5.4
1999/3/12,6.9,11.2,3.6
1999/3/13,9.6,15.2,3.6
1999/3/14,12.9,20.0,6.2
1999/3/15,15.2,17.0,13.0
1999/3/16,13.7,19.4,9.6
1999/3/17,13.5,19.3,6.8
1999/3/18,16.7,21.9,12.2
1999/3/19,15.2,16.5,11.6
1999/3/20,6.5,11.7,3.1
1999/3/21,5.1,6.9,4.1
1999/3/22,4.6,7.3,1.1
1999/3/23,6.1,13.3,-0.2
1999/3/24,9.7,17.4,1.6
1999/3/25,13.4,20.1,7.7
1999/3/26,14.4,17.4,12.4
1999/3/27,11.9,14.6,7.6
1999/3/28,9.0,15.2,5.1
1999/3/29,6.3,11.6,2.8
1999/3/30,7.0,11.0,3.1
1999/3/31,11.4,19.0,6.8
