ダウンロードした時刻：2019/10/10 16:01:31

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,6.8,9.4,3.5
2000/12/2,5.8,12.7,1.0
2000/12/3,10.4,17.8,1.2
2000/12/4,8.5,11.5,2.9
2000/12/5,10.7,16.8,2.3
2000/12/6,8.9,15.4,4.3
2000/12/7,6.6,9.7,3.8
2000/12/8,7.4,15.2,1.9
2000/12/9,7.6,17.5,1.3
2000/12/10,13.5,19.3,3.1
2000/12/11,11.4,15.7,5.9
2000/12/12,6.3,11.3,1.7
2000/12/13,5.1,13.2,-0.5
2000/12/14,5.9,10.3,2.7
2000/12/15,6.0,13.8,0.1
2000/12/16,10.6,17.1,0.9
2000/12/17,7.8,12.9,2.1
2000/12/18,9.3,11.3,7.2
2000/12/19,13.5,19.4,9.0
2000/12/20,10.1,12.9,7.5
2000/12/21,10.7,15.5,7.6
2000/12/22,8.5,11.7,6.1
2000/12/23,11.9,16.0,6.1
2000/12/24,11.3,15.8,3.7
2000/12/25,10.1,13.8,3.2
2000/12/26,6.4,10.8,0.7
2000/12/27,5.2,10.6,-1.0
2000/12/28,4.6,12.3,-1.3
2000/12/29,5.0,11.0,-0.7
2000/12/30,6.7,10.1,1.8
2000/12/31,8.5,10.7,5.1
2001/1/1,6.9,11.7,-0.3
2001/1/2,8.3,13.5,-1.2
2001/1/3,9.2,12.0,6.3
2001/1/4,5.5,9.6,-0.9
2001/1/5,2.9,10.4,-3.2
2001/1/6,3.3,8.6,-1.5
2001/1/7,2.8,8.4,-3.5
2001/1/8,4.6,7.6,2.6
2001/1/9,6.3,11.0,-0.1
2001/1/10,11.1,17.0,6.3
2001/1/11,9.1,15.6,2.5
2001/1/12,8.6,10.8,6.4
2001/1/13,6.8,8.4,3.0
2001/1/14,3.9,8.2,-1.7
2001/1/15,2.3,6.5,-2.3
2001/1/16,1.0,7.3,-3.1
2001/1/17,1.7,9.6,-4.6
2001/1/18,3.7,10.8,-4.2
2001/1/19,3.7,5.5,2.5
2001/1/20,4.3,10.0,1.7
2001/1/21,6.4,11.6,1.6
2001/1/22,6.2,10.2,2.4
2001/1/23,6.5,12.3,3.6
2001/1/24,3.9,9.6,-0.8
2001/1/25,6.8,10.2,1.5
2001/1/26,6.2,7.5,4.8
2001/1/27,2.8,5.3,1.2
2001/1/28,8.1,13.3,2.8
2001/1/29,7.0,11.1,0.0
2001/1/30,3.2,10.3,-2.3
2001/1/31,6.1,11.8,-1.6
2001/2/1,6.4,10.5,3.4
2001/2/2,3.7,7.6,-1.0
2001/2/3,5.0,11.4,-1.0
2001/2/4,5.3,9.9,2.2
2001/2/5,7.5,13.8,3.2
2001/2/6,7.6,13.1,1.5
2001/2/7,6.2,9.1,3.3
2001/2/8,6.3,11.6,3.0
2001/2/9,3.9,10.6,-2.4
2001/2/10,4.4,11.0,-1.2
2001/2/11,5.1,11.7,-0.1
2001/2/12,4.2,7.6,2.2
2001/2/13,4.4,7.5,1.3
2001/2/14,3.9,6.4,2.4
2001/2/15,2.6,7.7,-1.7
2001/2/16,7.2,14.0,-1.9
2001/2/17,4.5,9.1,-0.7
2001/2/18,9.5,14.2,4.3
2001/2/19,8.3,15.9,-0.1
2001/2/20,6.4,11.5,2.1
2001/2/21,10.5,16.2,2.1
2001/2/22,13.0,19.3,6.6
2001/2/23,12.2,18.1,5.7
2001/2/24,7.6,11.5,5.1
2001/2/25,5.9,8.9,2.7
2001/2/26,4.8,10.3,-0.4
2001/2/27,5.2,13.7,-1.7
2001/2/28,12.3,16.5,3.2
2001/3/1,9.2,14.0,5.0
2001/3/2,6.4,12.1,2.1
2001/3/3,6.2,11.8,-1.4
2001/3/4,10.4,15.4,6.1
2001/3/5,8.1,11.0,5.5
2001/3/6,11.4,15.7,5.5
2001/3/7,12.9,16.8,6.2
2001/3/8,6.9,11.7,2.7
2001/3/9,4.6,10.2,-0.5
2001/3/10,6.2,11.8,-2.4
2001/3/11,6.0,10.7,2.7
2001/3/12,5.7,9.7,2.6
2001/3/13,4.0,9.1,-0.6
2001/3/14,8.6,13.9,-1.8
2001/3/15,15.1,19.8,8.5
2001/3/16,8.9,12.6,6.3
2001/3/17,9.8,13.2,6.3
2001/3/18,11.4,16.0,8.0
2001/3/19,12.6,17.5,5.3
2001/3/20,14.5,19.5,5.7
2001/3/21,15.4,22.0,8.3
2001/3/22,15.1,19.4,10.8
2001/3/23,13.9,18.4,10.4
2001/3/24,13.6,19.3,6.0
2001/3/25,13.6,17.5,9.9
2001/3/26,13.9,18.9,7.7
2001/3/27,11.0,18.1,3.7
2001/3/28,12.6,17.4,7.8
2001/3/29,10.3,15.6,5.2
2001/3/30,7.0,12.1,4.0
2001/3/31,3.5,6.2,0.2
