ダウンロードした時刻：2019/10/10 15:37:56

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,2.0,6.5,-1.2
1996/12/2,2.7,8.3,-1.6
1996/12/3,2.3,8.8,-2.3
1996/12/4,3.5,7.1,-0.5
1996/12/5,8.4,13.2,1.9
1996/12/6,5.1,11.3,-0.3
1996/12/7,1.2,4.6,-2.9
1996/12/8,2.6,7.1,-1.7
1996/12/9,3.9,9.6,0.2
1996/12/10,4.7,12.2,1.6
1996/12/11,6.8,13.6,1.7
1996/12/12,5.7,10.0,2.2
1996/12/13,2.3,5.8,-1.9
1996/12/14,4.8,12.2,-2.3
1996/12/15,2.4,8.0,-1.7
1996/12/16,3.8,12.0,-2.3
1996/12/17,9.6,17.7,0.5
1996/12/18,7.0,13.7,-0.4
1996/12/19,-0.2,3.7,-4.6
1996/12/20,-1.0,2.7,-4.8
1996/12/21,1.3,6.2,-1.3
1996/12/22,2.8,9.6,-2.5
1996/12/23,4.7,9.9,-0.7
1996/12/24,3.9,7.6,-1.4
1996/12/25,6.4,9.6,3.5
1996/12/26,0.8,3.6,-1.9
1996/12/27,0.4,5.7,-4.7
1996/12/28,3.0,9.1,-1.5
1996/12/29,2.6,7.2,-0.6
1996/12/30,3.9,10.5,-1.5
1996/12/31,2.1,8.4,-2.0
1997/1/1,4.7,10.5,0.8
1997/1/2,5.9,11.2,2.3
1997/1/3,2.0,3.1,0.5
1997/1/4,2.6,5.6,0.7
1997/1/5,2.6,7.3,0.0
1997/1/6,3.2,5.4,-0.6
1997/1/7,2.3,5.5,0.4
1997/1/8,-0.5,2.2,-3.9
1997/1/9,-0.7,4.1,-4.2
1997/1/10,-0.5,3.3,-4.7
1997/1/11,1.2,6.3,-1.8
1997/1/12,0.8,5.8,-2.1
1997/1/13,0.8,7.4,-3.2
1997/1/14,3.7,10.7,-2.7
1997/1/15,1.0,3.9,-1.7
1997/1/16,0.9,6.0,-3.6
1997/1/17,2.2,8.2,-3.9
1997/1/18,2.3,8.0,-1.2
1997/1/19,0.9,6.5,-1.6
1997/1/20,0.0,5.9,-4.8
1997/1/21,-2.4,-0.2,-3.3
1997/1/22,-0.9,1.7,-3.4
1997/1/23,2.9,6.4,-1.0
1997/1/24,2.2,7.1,-1.8
1997/1/25,-1.7,0.4,-3.8
1997/1/26,1.0,5.1,-1.2
1997/1/27,0.7,5.4,-3.1
1997/1/28,0.2,6.6,-6.3
1997/1/29,1.0,7.2,-2.0
1997/1/30,0.2,5.1,-3.3
1997/1/31,1.5,7.1,-2.3
1997/2/1,1.4,9.2,-2.0
1997/2/2,1.2,7.9,-2.7
1997/2/3,-0.5,3.1,-3.1
1997/2/4,1.5,3.8,-0.6
1997/2/5,1.7,5.7,-2.3
1997/2/6,1.0,7.7,-3.8
1997/2/7,0.9,5.3,-3.0
1997/2/8,1.2,7.4,-3.7
1997/2/9,2.2,8.3,-2.5
1997/2/10,1.7,7.0,-2.5
1997/2/11,-0.2,6.5,-4.4
1997/2/12,0.4,3.3,-2.3
1997/2/13,-1.4,3.1,-5.2
1997/2/14,-1.9,3.9,-7.3
1997/2/15,0.1,6.0,-6.8
1997/2/16,3.5,7.0,0.7
1997/2/17,3.1,6.6,0.1
1997/2/18,0.2,3.2,-2.9
1997/2/19,-0.9,3.2,-5.9
1997/2/20,3.1,8.6,-1.3
1997/2/21,1.1,6.0,-2.4
1997/2/22,-0.5,1.9,-2.8
1997/2/23,1.2,6.7,-3.3
1997/2/24,3.8,10.2,-2.7
1997/2/25,7.1,14.3,-0.3
1997/2/26,5.0,10.0,-1.3
1997/2/27,1.3,8.2,-3.8
1997/2/28,3.3,11.2,-3.5
1997/3/1,7.6,13.9,0.1
1997/3/2,1.0,5.7,-2.4
1997/3/3,-1.0,3.2,-3.6
1997/3/4,1.2,8.0,-6.2
1997/3/5,3.1,10.5,-3.1
1997/3/6,6.5,16.0,-2.8
1997/3/7,8.6,14.6,3.5
1997/3/8,3.4,8.0,-1.8
1997/3/9,1.6,6.2,-0.8
1997/3/10,2.5,7.8,-2.8
1997/3/11,3.4,10.4,0.3
1997/3/12,2.1,7.2,-2.0
1997/3/13,1.7,7.3,-4.4
1997/3/14,4.6,8.8,0.7
1997/3/15,3.2,4.6,2.0
1997/3/16,0.6,2.6,-0.8
1997/3/17,0.3,4.7,-2.6
1997/3/18,1.3,8.4,-4.8
1997/3/19,2.1,8.7,-2.1
1997/3/20,3.4,10.1,-1.7
1997/3/21,6.8,17.4,-2.1
1997/3/22,3.4,6.8,1.2
1997/3/23,2.0,5.8,-0.9
1997/3/24,1.7,6.2,-2.3
1997/3/25,6.7,13.2,-0.7
1997/3/26,5.2,9.2,1.9
1997/3/27,6.9,15.3,1.4
1997/3/28,7.1,14.7,-1.7
1997/3/29,11.7,19.0,4.1
1997/3/30,9.6,18.9,2.8
1997/3/31,4.6,8.5,2.1
