ダウンロードした時刻：2019/10/10 15:57:33

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,12.2,17.9,7.0
2018/12/2,11.1,14.5,6.7
2018/12/3,13.5,15.0,11.3
2018/12/4,15.4,18.8,13.6
2018/12/5,15.4,19.0,11.1
2018/12/6,12.7,14.8,9.9
2018/12/7,12.4,16.8,7.9
2018/12/8,7.8,11.6,4.6
2018/12/9,5.5,7.6,4.0
2018/12/10,6.4,9.3,4.2
2018/12/11,6.3,10.1,1.9
2018/12/12,9.4,13.3,6.6
2018/12/13,8.1,11.6,4.3
2018/12/14,6.4,8.5,4.6
2018/12/15,5.3,8.0,2.7
2018/12/16,5.0,8.5,-0.1
2018/12/17,9.3,14.5,5.7
2018/12/18,8.9,12.5,6.8
2018/12/19,9.4,13.5,3.1
2018/12/20,10.6,11.8,8.9
2018/12/21,9.7,14.0,5.2
2018/12/22,11.0,14.5,8.5
2018/12/23,11.4,14.0,9.1
2018/12/24,8.3,11.9,3.4
2018/12/25,6.1,12.7,1.0
2018/12/26,8.3,11.5,3.9
2018/12/27,8.8,12.2,5.7
2018/12/28,3.0,5.8,0.7
2018/12/29,3.2,7.6,0.5
2018/12/30,3.6,6.9,1.3
2018/12/31,4.5,7.7,2.2
2019/1/1,5.9,10.3,1.2
2019/1/2,5.7,8.1,3.3
2019/1/3,5.5,8.6,3.4
2019/1/4,6.0,9.7,2.4
2019/1/5,8.9,12.4,5.9
2019/1/6,5.6,7.5,4.0
2019/1/7,6.3,10.4,3.5
2019/1/8,8.0,13.2,3.3
2019/1/9,4.6,7.6,3.2
2019/1/10,4.8,9.7,-0.3
2019/1/11,8.1,11.7,5.7
2019/1/12,6.2,8.4,3.5
2019/1/13,7.9,12.2,4.9
2019/1/14,7.6,11.9,4.0
2019/1/15,4.8,7.8,1.2
2019/1/16,5.8,8.8,3.0
2019/1/17,6.5,11.4,1.3
2019/1/18,5.4,8.5,3.6
2019/1/19,7.3,13.3,3.2
2019/1/20,7.2,11.3,3.9
2019/1/21,6.5,9.1,3.7
2019/1/22,6.6,10.0,2.8
2019/1/23,6.1,12.1,0.4
2019/1/24,5.7,9.1,4.0
2019/1/25,5.9,9.6,2.7
2019/1/26,3.1,6.9,0.0
2019/1/27,3.2,7.6,0.2
2019/1/28,4.9,10.1,0.2
2019/1/29,4.9,8.2,1.9
2019/1/30,4.8,9.1,0.9
2019/1/31,5.5,8.8,3.3
2019/2/1,3.7,6.8,1.1
2019/2/2,6.7,12.4,0.8
2019/2/3,6.1,9.9,2.8
2019/2/4,9.8,14.6,6.1
2019/2/5,7.6,11.5,4.0
2019/2/6,8.0,11.0,5.5
2019/2/7,9.3,14.5,4.5
2019/2/8,6.1,10.7,3.0
2019/2/9,5.3,9.1,2.8
2019/2/10,4.1,6.9,2.3
2019/2/11,5.3,7.7,2.7
2019/2/12,6.2,10.5,3.9
2019/2/13,6.7,11.0,3.9
2019/2/14,4.6,6.9,2.0
2019/2/15,3.9,6.4,0.0
2019/2/16,6.8,11.7,4.0
2019/2/17,5.6,9.8,2.5
2019/2/18,7.5,13.4,2.0
2019/2/19,7.3,9.0,6.0
2019/2/20,10.9,14.3,7.8
2019/2/21,7.8,10.7,5.5
2019/2/22,8.5,11.2,5.2
2019/2/23,8.9,12.8,5.4
2019/2/24,8.0,11.7,3.0
2019/2/25,12.2,18.6,6.8
2019/2/26,9.8,14.2,6.6
2019/2/27,8.8,11.5,4.6
2019/2/28,9.8,11.6,7.8
2019/3/1,10.5,14.1,7.7
2019/3/2,9.8,15.5,5.4
2019/3/3,8.8,9.8,7.4
2019/3/4,10.0,13.8,8.7
2019/3/5,11.7,16.7,8.4
2019/3/6,10.5,13.2,7.9
2019/3/7,9.9,13.7,5.4
2019/3/8,6.9,11.5,3.5
2019/3/9,7.2,11.8,0.9
2019/3/10,9.0,11.4,6.1
2019/3/11,11.9,16.3,8.6
2019/3/12,10.8,16.7,5.0
2019/3/13,8.7,13.3,5.1
2019/3/14,6.7,10.3,4.2
2019/3/15,6.9,11.8,1.6
2019/3/16,7.8,12.8,4.4
2019/3/17,6.4,10.0,2.9
2019/3/18,7.5,11.5,2.6
2019/3/19,9.2,11.2,7.1
2019/3/20,12.4,16.8,6.6
2019/3/21,15.0,19.1,11.7
2019/3/22,11.9,16.2,7.2
2019/3/23,7.5,11.6,4.4
2019/3/24,7.2,11.4,3.9
2019/3/25,8.3,12.2,2.1
2019/3/26,12.4,18.3,8.2
2019/3/27,15.1,21.8,8.5
2019/3/28,13.7,18.3,8.2
2019/3/29,10.6,14.2,7.1
2019/3/30,11.0,14.9,7.4
2019/3/31,10.5,14.3,7.3
