ダウンロードした時刻：2017/07/24 15:43:04

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/1/1,1.8,5.2,0.1
2011/1/2,2.4,4.7,-0.5
2011/1/3,1.4,3.3,-1.2
2011/1/4,2.2,4.7,0.4
2011/1/5,3.5,5.9,0.0
2011/1/6,2.2,5.8,0.3
2011/1/7,1.1,2.8,0.2
2011/1/8,3.3,8.0,-0.8
2011/1/9,4.5,7.2,0.6
2011/1/10,1.7,4.3,-0.2
2011/1/11,1.8,6.3,-1.0
2011/1/12,1.7,4.9,0.1
2011/1/13,1.6,5.6,-0.2
2011/1/14,3.6,8.3,-0.1
2011/1/15,2.2,5.7,-4.2
2011/1/16,-0.6,2.3,-3.8
2011/1/17,2.5,5.5,0.0
2011/1/18,3.9,6.7,2.3
2011/1/19,3.2,5.6,1.7
2011/1/20,2.8,5.5,1.2
2011/1/21,2.4,5.8,0.2
2011/1/22,3.1,5.3,1.8
2011/1/23,2.4,6.5,-0.6
2011/1/24,1.4,5.2,0.0
2011/1/25,1.2,2.9,0.2
2011/1/26,1.7,4.2,-0.3
2011/1/27,1.8,5.4,-0.1
2011/1/28,2.7,6.1,1.1
2011/1/29,0.5,4.1,-2.2
2011/1/30,-1.6,2.0,-3.8
2011/1/31,-0.8,2.1,-3.5
2011/2/1,3.1,7.0,0.2
2011/2/2,3.1,10.3,-0.9
2011/2/3,3.9,11.9,-2.5
2011/2/4,5.5,12.2,0.2
2011/2/5,5.1,12.1,1.2
2011/2/6,4.4,12.2,-0.9
2011/2/7,7.1,11.4,3.7
2011/2/8,4.9,9.8,1.5
2011/2/9,4.9,8.3,2.3
2011/2/10,2.2,4.1,1.0
2011/2/11,3.3,6.3,0.6
2011/2/12,2.2,4.8,0.8
2011/2/13,0.8,4.0,-0.7
2011/2/14,1.2,3.3,-0.5
2011/2/15,2.0,5.9,-1.5
2011/2/16,3.7,11.3,-3.2
2011/2/17,7.4,10.9,3.9
2011/2/18,5.3,8.3,0.6
2011/2/19,3.2,9.0,-1.8
2011/2/20,5.8,10.4,0.1
2011/2/21,7.3,10.4,5.9
2011/2/22,7.1,11.9,3.6
2011/2/23,8.0,16.1,0.9
2011/2/24,10.9,19.8,3.4
2011/2/25,9.7,14.5,4.0
2011/2/26,6.5,9.7,4.1
2011/2/27,9.5,16.5,3.6
2011/2/28,8.9,10.4,7.6
2011/3/1,7.5,10.8,6.6
2011/3/2,3.9,6.7,0.3
2011/3/3,1.4,4.9,-0.3
2011/3/4,1.7,5.4,0.1
2011/3/5,4.1,10.9,-1.7
2011/3/6,7.2,12.6,3.0
2011/3/7,5.6,10.5,4.1
2011/3/8,3.6,8.6,-0.2
2011/3/9,4.4,8.4,-0.4
2011/3/10,3.6,7.8,0.3
2011/3/11,4.2,9.2,0.6
2011/3/12,6.2,14.3,-0.6
2011/3/13,9.0,18.8,1.0
2011/3/14,11.1,19.3,4.3
2011/3/15,9.2,12.7,6.2
2011/3/16,3.0,7.3,0.2
2011/3/17,1.9,5.3,-1.1
2011/3/18,4.7,11.7,-2.4
2011/3/19,10.9,16.6,4.8
2011/3/20,11.1,16.3,8.1
2011/3/21,8.8,9.6,8.0
2011/3/22,6.9,10.7,3.1
2011/3/23,4.3,8.1,1.5
2011/3/24,5.1,10.6,-0.2
2011/3/25,4.5,7.1,1.2
2011/3/26,3.9,9.0,1.2
2011/3/27,4.1,10.9,-0.4
2011/3/28,6.6,14.7,-1.2
2011/3/29,9.2,15.4,4.8
2011/3/30,8.8,14.1,4.3
2011/3/31,10.0,18.0,2.6
2011/4/1,11.3,20.3,2.7
2011/4/2,8.8,12.1,7.2
2011/4/3,7.9,10.6,6.4
2011/4/4,7.8,11.3,4.2
2011/4/5,8.2,14.2,1.5
2011/4/6,11.5,20.3,2.5
2011/4/7,16.5,21.5,9.9
2011/4/8,12.9,17.6,10.5
2011/4/9,12.6,17.9,8.0
2011/4/10,12.5,20.4,5.2
2011/4/11,8.5,12.6,3.7
2011/4/12,10.0,16.4,3.5
2011/4/13,12.8,17.4,7.1
2011/4/14,13.3,19.2,7.2
2011/4/15,14.4,19.0,9.6
2011/4/16,11.3,17.0,6.4
2011/4/17,8.9,13.6,3.1
2011/4/18,9.9,14.6,6.8
2011/4/19,8.0,12.4,5.4
2011/4/20,10.0,15.3,6.2
2011/4/21,12.4,19.2,4.3
2011/4/22,13.9,17.4,9.6
2011/4/23,12.3,17.4,7.1
2011/4/24,12.3,16.3,6.6
2011/4/25,13.3,17.0,9.3
2011/4/26,14.0,20.2,9.5
2011/4/27,17.0,26.3,11.8
2011/4/28,11.3,15.0,7.5
2011/4/29,13.0,18.8,6.1
2011/4/30,19.9,25.9,10.9
2011/5/1,18.8,25.0,15.0
