ダウンロードした時刻：2019/10/10 15:46:47

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,7.3,12.6,-0.4
1985/12/2,6.3,10.5,4.5
1985/12/3,6.7,11.6,3.8
1985/12/4,8.1,13.7,1.0
1985/12/5,6.7,10.4,3.7
1985/12/6,7.4,13.5,3.5
1985/12/7,6.5,11.7,3.2
1985/12/8,8.9,12.7,3.2
1985/12/9,2.7,9.9,-0.9
1985/12/10,0.4,2.1,-0.9
1985/12/11,0.6,2.7,-0.8
1985/12/12,0.6,3.6,-2.1
1985/12/13,2.7,7.6,-1.4
1985/12/14,3.1,5.7,0.4
1985/12/15,-0.6,2.1,-1.9
1985/12/16,-1.5,1.5,-3.3
1985/12/17,-0.2,1.0,-2.8
1985/12/18,1.0,3.2,-0.4
1985/12/19,2.3,6.3,-0.1
1985/12/20,1.9,4.3,0.3
1985/12/21,0.8,2.4,-1.4
1985/12/22,2.0,5.2,-1.3
1985/12/23,3.7,6.3,1.5
1985/12/24,1.4,2.9,0.2
1985/12/25,2.9,9.2,-3.1
1985/12/26,1.6,3.1,0.5
1985/12/27,4.2,7.3,1.2
1985/12/28,3.2,6.9,0.8
1985/12/29,4.7,9.1,0.8
1985/12/30,8.7,14.5,3.8
1985/12/31,4.5,14.0,0.3
1986/1/1,3.2,7.4,-0.6
1986/1/2,0.4,3.8,-1.5
1986/1/3,0.2,5.8,-3.8
1986/1/4,5.6,9.1,1.6
1986/1/5,-0.1,4.3,-3.4
1986/1/6,-1.4,1.3,-4.7
1986/1/7,2.1,7.0,-3.6
1986/1/8,2.6,8.2,-3.3
1986/1/9,0.2,3.1,-2.3
1986/1/10,-1.3,-0.5,-2.9
1986/1/11,-1.8,0.5,-4.8
1986/1/12,-1.5,1.9,-4.2
1986/1/13,0.2,5.3,-6.6
1986/1/14,1.6,3.0,-0.7
1986/1/15,1.1,4.1,-3.1
1986/1/16,0.9,5.9,-2.8
1986/1/17,3.3,8.8,0.4
1986/1/18,2.0,4.3,0.6
1986/1/19,0.6,5.1,-2.9
1986/1/20,1.9,7.9,-3.4
1986/1/21,0.0,0.8,-0.7
1986/1/22,-1.5,-0.5,-3.0
1986/1/23,-1.2,1.7,-2.7
1986/1/24,-1.5,0.2,-2.9
1986/1/25,-1.3,1.7,-4.4
1986/1/26,-1.5,-0.8,-2.1
1986/1/27,-1.0,1.1,-2.3
1986/1/28,0.4,3.8,-4.5
1986/1/29,0.4,2.9,-0.8
1986/1/30,1.9,7.3,-3.6
1986/1/31,0.7,3.8,-1.9
1986/2/1,-1.6,0.9,-6.1
1986/2/2,-0.7,4.7,-6.0
1986/2/3,-1.0,5.0,-4.8
1986/2/4,-1.8,-0.5,-2.6
1986/2/5,-2.0,0.9,-6.2
1986/2/6,-1.6,0.8,-2.7
1986/2/7,-2.0,0.4,-5.5
1986/2/8,-1.8,2.1,-6.7
1986/2/9,-0.8,1.6,-3.4
1986/2/10,-1.7,0.9,-4.5
1986/2/11,-0.4,3.6,-4.4
1986/2/12,0.4,2.9,-1.3
1986/2/13,2.8,7.7,-1.9
1986/2/14,2.4,3.6,1.4
1986/2/15,0.7,3.2,-0.7
1986/2/16,-2.2,0.1,-3.8
1986/2/17,-0.8,3.1,-4.8
1986/2/18,0.6,3.4,-3.8
1986/2/19,3.6,8.0,1.6
1986/2/20,1.9,5.7,0.3
1986/2/21,-0.2,2.8,-2.4
1986/2/22,0.3,5.5,-2.6
1986/2/23,2.7,8.5,-2.1
1986/2/24,-1.4,1.6,-4.7
1986/2/25,-0.1,2.0,-1.7
1986/2/26,0.7,4.8,-2.3
1986/2/27,1.8,7.5,-2.1
1986/2/28,0.6,3.6,-1.5
1986/3/1,0.9,5.0,-0.8
1986/3/2,2.0,6.1,-1.9
1986/3/3,1.6,5.3,-1.5
1986/3/4,-0.1,3.5,-2.0
1986/3/5,3.0,6.3,-2.4
1986/3/6,3.1,7.0,-0.4
1986/3/7,3.6,8.2,-1.5
1986/3/8,3.5,8.9,-1.4
1986/3/9,5.5,12.7,-3.6
1986/3/10,9.4,13.1,4.0
1986/3/11,2.8,6.0,1.2
1986/3/12,3.7,7.7,0.6
1986/3/13,5.2,12.1,-0.6
1986/3/14,5.1,7.7,2.0
1986/3/15,8.8,14.4,5.6
1986/3/16,4.9,9.7,2.5
1986/3/17,3.5,4.8,0.9
1986/3/18,3.0,6.3,-0.3
1986/3/19,6.4,10.5,0.7
1986/3/20,4.2,8.6,2.6
1986/3/21,3.9,7.6,2.4
1986/3/22,4.6,8.1,1.9
1986/3/23,2.8,6.0,1.3
1986/3/24,4.7,7.4,1.9
1986/3/25,3.2,7.1,0.6
1986/3/26,4.2,9.9,-0.6
1986/3/27,6.6,14.0,-0.3
1986/3/28,6.1,9.1,1.3
1986/3/29,5.9,9.3,2.1
1986/3/30,6.4,13.2,0.1
1986/3/31,5.0,7.5,1.4
