ダウンロードした時刻：2019/10/10 16:02:05

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,10.9,15.7,7.0
2001/12/2,12.8,18.0,6.5
2001/12/3,12.7,17.3,7.6
2001/12/4,11.0,13.5,9.9
2001/12/5,12.0,16.1,7.5
2001/12/6,11.6,14.1,8.1
2001/12/7,9.6,12.2,6.7
2001/12/8,9.0,12.9,5.0
2001/12/9,9.1,11.6,6.0
2001/12/10,9.2,12.2,6.8
2001/12/11,7.9,11.9,3.4
2001/12/12,9.4,14.8,2.3
2001/12/13,13.5,18.6,10.1
2001/12/14,10.0,14.7,6.2
2001/12/15,7.0,9.1,5.8
2001/12/16,7.8,12.4,3.6
2001/12/17,8.7,13.6,2.4
2001/12/18,7.5,10.3,3.7
2001/12/19,7.3,12.1,3.1
2001/12/20,6.9,12.1,1.9
2001/12/21,7.1,9.9,5.5
2001/12/22,9.1,13.2,3.1
2001/12/23,5.9,11.2,1.8
2001/12/24,8.6,12.9,1.3
2001/12/25,8.7,11.2,6.6
2001/12/26,8.6,12.5,5.4
2001/12/27,8.3,12.0,3.3
2001/12/28,7.8,12.2,2.4
2001/12/29,7.2,10.5,4.7
2001/12/30,8.9,11.3,5.4
2001/12/31,6.7,10.6,1.6
2002/1/1,10.0,12.8,6.8
2002/1/2,6.6,9.7,2.5
2002/1/3,4.3,7.1,1.9
2002/1/4,7.9,10.7,4.0
2002/1/5,9.0,11.2,3.3
2002/1/6,4.8,10.2,-1.4
2002/1/7,7.7,12.7,3.3
2002/1/8,8.7,13.1,4.4
2002/1/9,6.6,9.8,3.8
2002/1/10,9.0,12.1,2.8
2002/1/11,11.2,14.7,5.5
2002/1/12,8.2,13.5,3.6
2002/1/13,9.3,13.1,4.8
2002/1/14,8.9,13.3,5.9
2002/1/15,12.7,16.1,5.5
2002/1/16,13.6,15.6,9.2
2002/1/17,7.4,9.2,6.3
2002/1/18,6.5,8.9,5.1
2002/1/19,6.1,7.8,4.6
2002/1/20,7.9,10.7,5.6
2002/1/21,12.5,16.2,7.4
2002/1/22,9.3,12.3,6.0
2002/1/23,6.7,9.4,5.3
2002/1/24,5.8,10.6,0.1
2002/1/25,5.5,9.9,1.2
2002/1/26,5.5,6.5,4.7
2002/1/27,9.0,13.9,5.1
2002/1/28,8.6,11.9,7.3
2002/1/29,6.6,10.5,1.4
2002/1/30,5.4,9.6,0.1
2002/1/31,5.6,8.5,0.3
2002/2/1,6.1,10.5,2.1
2002/2/2,8.2,13.8,0.8
2002/2/3,6.2,9.9,5.0
2002/2/4,7.9,10.8,5.7
2002/2/5,8.3,11.5,6.7
2002/2/6,7.3,11.6,3.3
2002/2/7,9.1,14.0,3.2
2002/2/8,9.7,13.5,2.7
2002/2/9,10.1,13.1,5.1
2002/2/10,4.1,6.8,-1.1
2002/2/11,5.3,9.2,-0.2
2002/2/12,5.8,9.9,1.6
2002/2/13,4.6,9.9,-0.6
2002/2/14,5.6,9.7,3.0
2002/2/15,5.9,10.5,2.7
2002/2/16,6.6,11.6,3.5
2002/2/17,8.1,11.6,4.5
2002/2/18,9.3,12.9,4.9
2002/2/19,5.5,10.2,0.7
2002/2/20,6.8,12.4,0.8
2002/2/21,9.2,14.8,1.8
2002/2/22,12.6,16.3,8.5
2002/2/23,10.4,14.6,6.7
2002/2/24,8.7,10.6,7.2
2002/2/25,8.6,12.9,5.1
2002/2/26,10.5,13.4,5.3
2002/2/27,10.8,15.6,6.7
2002/2/28,10.3,11.5,9.4
2002/3/1,12.1,15.4,10.5
2002/3/2,13.1,18.1,10.5
2002/3/3,7.0,10.6,5.3
2002/3/4,7.4,13.0,3.5
2002/3/5,9.5,14.9,3.4
2002/3/6,15.0,17.9,9.8
2002/3/7,9.7,13.2,5.0
2002/3/8,7.4,13.0,2.1
2002/3/9,10.0,15.2,3.2
2002/3/10,13.7,16.7,11.6
2002/3/11,12.1,16.2,8.7
2002/3/12,11.9,17.1,5.7
2002/3/13,10.7,15.4,8.1
2002/3/14,13.1,16.7,7.2
2002/3/15,15.7,18.9,13.8
2002/3/16,12.3,15.3,7.7
2002/3/17,13.2,17.3,7.2
2002/3/18,14.2,20.0,9.0
2002/3/19,11.6,15.7,3.5
2002/3/20,12.5,17.4,6.5
2002/3/21,16.3,20.2,7.3
2002/3/22,14.2,18.5,11.5
2002/3/23,11.5,14.7,8.2
2002/3/24,9.8,13.6,3.1
2002/3/25,9.6,12.4,7.3
2002/3/26,9.7,11.7,8.1
2002/3/27,11.2,13.4,9.3
2002/3/28,11.5,15.2,8.2
2002/3/29,16.3,18.1,13.7
2002/3/30,16.5,20.5,12.3
2002/3/31,15.7,21.0,12.4
