ダウンロードした時刻：2019/10/10 16:15:11

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,6.5,8.9,3.2
1987/12/2,5.1,7.7,1.0
1987/12/3,7.0,10.2,2.9
1987/12/4,6.1,9.5,2.8
1987/12/5,5.4,8.8,2.3
1987/12/6,6.1,9.8,3.4
1987/12/7,4.9,10.9,0.1
1987/12/8,8.0,13.0,1.7
1987/12/9,9.3,11.0,8.1
1987/12/10,9.6,13.4,5.0
1987/12/11,10.4,13.7,7.8
1987/12/12,9.5,12.0,7.7
1987/12/13,8.4,11.3,6.2
1987/12/14,7.1,11.9,3.3
1987/12/15,8.4,12.5,3.6
1987/12/16,9.1,12.7,3.9
1987/12/17,7.3,12.3,2.7
1987/12/18,7.0,12.7,2.1
1987/12/19,8.1,14.0,3.9
1987/12/20,9.5,13.7,3.6
1987/12/21,7.7,11.2,3.4
1987/12/22,7.2,12.2,2.8
1987/12/23,8.6,14.5,4.4
1987/12/24,8.5,15.5,3.5
1987/12/25,11.1,17.7,3.3
1987/12/26,13.3,19.3,8.7
1987/12/27,12.4,18.0,7.3
1987/12/28,12.6,19.5,6.6
1987/12/29,14.4,21.1,7.8
1987/12/30,11.0,16.0,6.6
1987/12/31,6.6,11.7,2.5
1988/1/1,8.6,15.7,2.3
1988/1/2,10.8,13.6,8.5
1988/1/3,9.5,15.2,6.4
1988/1/4,8.7,10.4,5.8
1988/1/5,7.8,9.5,6.6
1988/1/6,6.5,11.8,2.7
1988/1/7,7.0,9.4,2.6
1988/1/8,10.0,11.6,7.3
1988/1/9,7.3,11.4,4.2
1988/1/10,3.7,5.6,2.3
1988/1/11,3.1,7.0,-0.5
1988/1/12,4.0,8.3,-0.5
1988/1/13,5.3,11.4,0.2
1988/1/14,7.7,15.8,0.7
1988/1/15,9.7,11.2,6.0
1988/1/16,10.0,14.3,5.3
1988/1/17,6.2,9.7,2.1
1988/1/18,6.4,9.3,2.5
1988/1/19,5.7,9.5,2.5
1988/1/20,6.5,12.5,0.9
1988/1/21,8.9,18.4,3.0
1988/1/22,12.3,15.9,8.7
1988/1/23,4.5,12.3,1.0
1988/1/24,3.0,5.3,0.1
1988/1/25,6.0,7.2,4.9
1988/1/26,6.4,8.9,3.7
1988/1/27,4.9,9.3,1.3
1988/1/28,5.8,11.1,0.8
1988/1/29,8.5,13.4,4.1
1988/1/30,7.7,10.7,3.2
1988/1/31,5.8,8.6,2.5
1988/2/1,4.3,9.1,-0.2
1988/2/2,6.0,11.0,1.9
1988/2/3,0.0,1.9,-1.6
1988/2/4,3.9,9.2,-1.9
1988/2/5,15.2,20.8,2.9
1988/2/6,8.7,14.4,3.2
1988/2/7,2.0,4.2,0.2
1988/2/8,3.1,6.2,-0.9
1988/2/9,4.6,7.4,1.3
1988/2/10,4.2,6.9,0.9
1988/2/11,3.8,9.3,-1.9
1988/2/12,5.7,10.1,0.9
1988/2/13,5.6,11.2,0.3
1988/2/14,5.7,11.3,1.6
1988/2/15,5.8,9.3,2.6
1988/2/16,4.2,8.6,0.3
1988/2/17,3.9,7.3,1.0
1988/2/18,2.9,6.0,-0.4
1988/2/19,3.2,8.2,-2.0
1988/2/20,5.9,9.4,1.7
1988/2/21,5.5,10.0,1.3
1988/2/22,5.8,10.9,-1.4
1988/2/23,8.1,9.0,6.6
1988/2/24,8.8,13.6,6.3
1988/2/25,8.7,13.6,2.6
1988/2/26,6.6,9.1,4.6
1988/2/27,5.2,7.0,3.7
1988/2/28,6.5,11.7,1.3
1988/2/29,6.5,8.2,3.4
1988/3/1,7.2,8.4,5.9
1988/3/2,8.1,11.0,4.9
1988/3/3,4.9,8.0,0.4
1988/3/4,2.6,6.9,-1.3
1988/3/5,4.6,9.2,-0.1
1988/3/6,6.6,9.8,2.1
1988/3/7,4.5,7.9,2.1
1988/3/8,3.5,7.8,-1.1
1988/3/9,5.3,9.3,1.1
1988/3/10,7.9,13.3,2.3
1988/3/11,11.7,18.3,3.9
1988/3/12,11.4,14.7,7.0
1988/3/13,11.6,17.5,4.8
1988/3/14,11.7,14.4,9.8
1988/3/15,10.2,14.5,5.7
1988/3/16,4.7,7.8,2.2
1988/3/17,4.7,6.0,2.4
1988/3/18,8.2,12.9,5.6
1988/3/19,9.2,13.4,4.3
1988/3/20,10.6,15.8,5.2
1988/3/21,9.7,11.9,7.3
1988/3/22,10.5,13.4,8.7
1988/3/23,9.7,14.1,6.1
1988/3/24,9.4,13.9,3.1
1988/3/25,8.6,10.4,7.6
1988/3/26,8.4,11.1,5.6
1988/3/27,7.5,12.7,2.1
1988/3/28,8.9,15.1,2.7
1988/3/29,10.9,15.1,6.5
1988/3/30,8.5,10.4,7.5
1988/3/31,9.9,16.8,3.5
