ダウンロードした時刻：2019/10/10 15:39:30

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,10.7,14.2,8.7
2014/12/2,2.8,9.5,0.5
2014/12/3,2.2,3.7,0.5
2014/12/4,2.9,6.1,1.3
2014/12/5,0.8,2.8,-1.0
2014/12/6,-1.2,1.5,-3.5
2014/12/7,-0.2,2.9,-2.7
2014/12/8,0.4,4.4,-3.3
2014/12/9,1.6,3.8,0.2
2014/12/10,2.2,7.0,-0.8
2014/12/11,2.7,6.1,-0.8
2014/12/12,1.5,3.9,-1.2
2014/12/13,-1.0,1.5,-2.3
2014/12/14,-2.2,-1.2,-2.8
2014/12/15,-2.3,0.4,-5.0
2014/12/16,-1.3,4.2,-5.1
2014/12/17,-1.7,1.8,-3.6
2014/12/18,-0.7,3.5,-3.7
2014/12/19,0.2,4.3,-4.2
2014/12/20,0.4,2.9,-1.9
2014/12/21,0.5,4.4,-2.3
2014/12/22,-1.1,0.6,-2.7
2014/12/23,-0.8,2.6,-3.4
2014/12/24,1.1,4.5,-2.3
2014/12/25,-0.4,1.9,-2.4
2014/12/26,-1.9,0.8,-3.9
2014/12/27,-2.1,2.2,-6.1
2014/12/28,-2.9,2.0,-7.5
2014/12/29,-1.7,2.7,-4.4
2014/12/30,0.1,2.4,-3.1
2014/12/31,1.0,3.2,-0.9
2015/1/1,-2.2,-0.1,-4.6
2015/1/2,-1.5,1.3,-3.9
2015/1/3,-1.8,0.2,-3.5
2015/1/4,-0.2,1.3,-2.0
2015/1/5,1.0,5.6,-2.0
2015/1/6,0.8,3.8,-2.1
2015/1/7,-1.8,0.6,-3.1
2015/1/8,0.2,3.1,-2.3
2015/1/9,0.4,2.5,-3.1
2015/1/10,0.1,1.9,-1.2
2015/1/11,0.2,3.6,-2.4
2015/1/12,-0.2,4.0,-2.7
2015/1/13,1.8,6.2,-1.1
2015/1/14,1.3,5.8,-4.2
2015/1/15,0.0,1.8,-2.2
2015/1/16,2.4,6.1,0.1
2015/1/17,-0.7,3.3,-4.5
2015/1/18,-2.5,1.5,-6.8
2015/1/19,-2.2,2.1,-7.2
2015/1/20,-1.1,1.5,-4.5
2015/1/21,-2.7,0.0,-7.5
2015/1/22,-1.0,0.6,-3.6
2015/1/23,1.3,4.4,-2.4
2015/1/24,0.7,4.1,-2.2
2015/1/25,0.7,4.6,-1.3
2015/1/26,2.0,6.1,-0.8
2015/1/27,2.2,5.6,-0.6
2015/1/28,-1.4,1.4,-3.4
2015/1/29,-1.0,3.6,-4.6
2015/1/30,-1.6,-0.3,-2.9
2015/1/31,0.7,4.5,-3.2
2015/2/1,-1.5,0.4,-4.0
2015/2/2,-1.2,1.8,-2.9
2015/2/3,0.4,3.6,-2.9
2015/2/4,0.2,2.6,-2.7
2015/2/5,-0.2,3.2,-4.0
2015/2/6,0.6,4.5,-2.9
2015/2/7,1.8,6.5,-1.8
2015/2/8,1.1,4.8,-3.6
2015/2/9,-3.6,0.8,-5.4
2015/2/10,-2.9,-0.5,-5.1
2015/2/11,-0.7,3.5,-4.3
2015/2/12,2.3,5.2,0.2
2015/2/13,-0.3,3.7,-2.9
2015/2/14,-1.3,1.0,-3.3
2015/2/15,-0.3,2.5,-1.7
2015/2/16,1.5,6.3,-2.9
2015/2/17,1.5,5.3,-3.1
2015/2/18,0.5,2.3,0.1
2015/2/19,1.7,4.3,0.0
2015/2/20,1.4,5.3,-1.4
2015/2/21,2.2,7.0,-2.0
2015/2/22,4.0,9.5,-1.3
2015/2/23,6.0,9.3,2.6
2015/2/24,4.6,9.3,0.3
2015/2/25,1.7,5.6,-2.0
2015/2/26,1.6,6.2,-4.0
2015/2/27,1.9,6.1,-0.7
2015/2/28,2.2,6.9,-1.4
2015/3/1,1.4,3.6,-1.7
2015/3/2,2.1,4.5,0.0
2015/3/3,2.2,5.3,-1.3
2015/3/4,4.2,10.3,0.8
2015/3/5,3.5,6.7,0.9
2015/3/6,2.9,7.8,-1.1
2015/3/7,4.2,8.3,0.4
2015/3/8,5.3,9.1,1.5
2015/3/9,6.2,9.7,3.5
2015/3/10,2.3,6.5,-3.1
2015/3/11,-0.4,3.4,-2.7
2015/3/12,0.3,2.1,-1.3
2015/3/13,1.0,4.4,-1.8
2015/3/14,2.0,6.6,-1.2
2015/3/15,4.6,12.1,-1.6
2015/3/16,7.5,15.5,0.3
2015/3/17,8.5,18.7,0.8
2015/3/18,8.7,15.7,2.3
2015/3/19,6.9,8.6,5.2
2015/3/20,7.4,13.0,2.9
2015/3/21,5.9,12.7,-0.3
2015/3/22,8.2,16.0,0.2
2015/3/23,2.5,6.7,-1.4
2015/3/24,1.4,4.9,-1.6
2015/3/25,3.5,8.4,0.0
2015/3/26,5.6,10.5,1.5
2015/3/27,8.9,16.2,-0.7
2015/3/28,10.5,19.9,0.4
2015/3/29,9.6,17.0,3.2
2015/3/30,8.5,15.5,4.7
2015/3/31,11.0,20.2,3.9
