ダウンロードした時刻：2019/10/10 15:45:51

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,9.7,14.1,7.5
2018/12/2,8.3,13.1,3.6
2018/12/3,15.8,19.1,7.1
2018/12/4,18.2,24.8,12.5
2018/12/5,10.2,12.6,7.0
2018/12/6,8.9,12.7,5.6
2018/12/7,9.2,13.1,4.3
2018/12/8,4.1,6.6,1.3
2018/12/9,1.9,3.6,0.4
2018/12/10,3.6,8.6,0.5
2018/12/11,4.9,9.3,1.3
2018/12/12,6.7,9.8,4.0
2018/12/13,6.4,11.6,2.9
2018/12/14,3.6,6.6,1.7
2018/12/15,2.6,6.5,0.3
2018/12/16,6.2,12.7,-0.6
2018/12/17,8.0,12.1,4.7
2018/12/18,5.3,8.8,2.6
2018/12/19,6.4,10.0,3.3
2018/12/20,7.2,12.0,4.9
2018/12/21,7.7,12.6,3.9
2018/12/22,9.8,15.1,6.8
2018/12/23,8.1,10.5,5.5
2018/12/24,4.0,7.4,1.0
2018/12/25,5.9,11.6,0.8
2018/12/26,7.3,9.0,5.7
2018/12/27,4.2,7.7,0.3
2018/12/28,-0.2,1.1,-1.1
2018/12/29,0.0,1.6,-1.3
2018/12/30,0.5,2.6,-1.5
2018/12/31,1.7,4.4,0.0
2019/1/1,2.7,6.8,-0.5
2019/1/2,2.1,4.5,0.4
2019/1/3,1.8,3.8,0.3
2019/1/4,4.8,9.7,1.5
2019/1/5,5.1,7.8,1.2
2019/1/6,2.5,4.7,1.0
2019/1/7,3.7,7.6,1.2
2019/1/8,5.4,8.8,3.3
2019/1/9,1.5,4.7,-1.6
2019/1/10,1.7,5.0,-2.9
2019/1/11,4.7,8.7,2.4
2019/1/12,3.9,8.1,0.2
2019/1/13,5.4,10.2,2.1
2019/1/14,4.3,9.8,0.3
2019/1/15,6.7,12.3,0.7
2019/1/16,2.4,5.7,0.3
2019/1/17,4.1,8.3,1.8
2019/1/18,2.0,4.9,-0.4
2019/1/19,5.1,9.7,1.2
2019/1/20,6.2,8.5,2.5
2019/1/21,2.5,5.7,0.0
2019/1/22,2.6,6.0,0.2
2019/1/23,5.2,10.9,1.8
2019/1/24,1.4,3.6,0.4
2019/1/25,3.1,8.2,0.3
2019/1/26,0.9,4.2,-1.2
2019/1/27,1.6,5.1,-1.7
2019/1/28,3.8,6.4,1.1
2019/1/29,2.0,6.2,-0.8
2019/1/30,3.3,9.5,-1.2
2019/1/31,3.7,6.9,0.2
2019/2/1,1.2,4.7,-0.8
2019/2/2,5.3,11.5,1.8
2019/2/3,7.6,13.0,2.1
2019/2/4,7.9,14.0,3.8
2019/2/5,6.3,12.9,2.6
2019/2/6,7.0,12.4,2.6
2019/2/7,7.7,16.8,2.8
2019/2/8,0.3,2.9,-0.5
2019/2/9,0.7,2.2,-0.5
2019/2/10,0.8,3.6,-1.2
2019/2/11,3.6,8.2,-0.5
2019/2/12,2.4,4.2,0.8
2019/2/13,1.4,3.3,0.3
2019/2/14,0.9,3.5,-0.3
2019/2/15,1.2,4.4,-2.5
2019/2/16,3.4,6.0,1.4
2019/2/17,3.1,8.2,0.4
2019/2/18,6.3,12.9,1.8
2019/2/19,8.4,13.6,3.1
2019/2/20,9.0,12.0,6.0
2019/2/21,6.1,9.3,4.6
2019/2/22,6.3,10.2,3.2
2019/2/23,5.6,10.2,2.0
2019/2/24,6.1,13.2,0.4
2019/2/25,8.9,16.4,2.3
2019/2/26,7.2,10.6,4.4
2019/2/27,5.4,9.3,1.2
2019/2/28,6.5,8.2,4.3
2019/3/1,8.1,14.3,3.7
2019/3/2,6.2,12.4,1.2
2019/3/3,7.3,11.4,1.6
2019/3/4,6.9,8.1,6.0
2019/3/5,8.0,13.1,4.1
2019/3/6,10.9,16.3,4.8
2019/3/7,6.8,8.6,4.3
2019/3/8,5.3,10.0,0.9
2019/3/9,9.3,17.9,0.0
2019/3/10,12.4,18.1,9.0
2019/3/11,8.9,10.9,6.2
2019/3/12,8.1,14.2,4.5
2019/3/13,4.6,9.4,1.4
2019/3/14,4.1,8.1,0.7
2019/3/15,7.1,14.4,2.5
2019/3/16,4.4,9.3,1.5
2019/3/17,4.3,9.5,0.4
2019/3/18,6.1,11.7,0.2
2019/3/19,12.7,18.6,7.7
2019/3/20,12.6,18.6,5.2
2019/3/21,16.5,19.8,13.4
2019/3/22,8.6,15.0,5.0
2019/3/23,5.2,8.8,1.5
2019/3/24,4.8,10.2,0.5
2019/3/25,10.5,18.1,3.6
2019/3/26,10.8,17.2,4.8
2019/3/27,13.1,20.4,3.6
2019/3/28,7.3,15.6,4.4
2019/3/29,6.1,10.3,1.6
2019/3/30,8.4,12.1,4.2
2019/3/31,7.9,11.8,5.5
