ダウンロードした時刻：2019/10/10 15:33:53

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,12.7,14.9,10.9
1990/12/2,7.5,13.9,3.1
1990/12/3,1.9,5.1,-0.6
1990/12/4,4.2,6.1,1.4
1990/12/5,9.0,10.7,6.0
1990/12/6,10.9,11.9,8.7
1990/12/7,10.4,12.3,8.6
1990/12/8,8.3,11.5,3.1
1990/12/9,9.0,11.6,6.1
1990/12/10,6.8,8.4,4.2
1990/12/11,3.3,6.1,0.9
1990/12/12,4.2,7.1,1.7
1990/12/13,4.6,5.6,3.8
1990/12/14,6.8,9.3,3.0
1990/12/15,-0.7,4.3,-2.6
1990/12/16,-0.4,1.3,-2.4
1990/12/17,1.5,3.7,-1.7
1990/12/18,3.4,4.6,0.5
1990/12/19,2.8,4.1,0.8
1990/12/20,4.1,5.8,2.4
1990/12/21,6.1,8.6,1.5
1990/12/22,7.9,9.4,5.1
1990/12/23,3.7,6.5,1.3
1990/12/24,-0.5,2.4,-2.6
1990/12/25,1.2,2.9,-1.2
1990/12/26,2.7,4.6,-0.4
1990/12/27,2.6,4.5,0.4
1990/12/28,0.8,4.1,-1.0
1990/12/29,0.9,3.0,-0.9
1990/12/30,1.8,2.3,1.2
1990/12/31,2.8,4.2,0.5
1991/1/1,2.4,4.2,1.1
1991/1/2,2.5,4.8,-0.5
1991/1/3,-2.4,-0.1,-4.4
1991/1/4,-3.4,-2.1,-5.2
1991/1/5,-1.6,0.3,-4.0
1991/1/6,0.1,1.8,-1.8
1991/1/7,1.1,3.5,-0.4
1991/1/8,1.1,3.6,-0.1
1991/1/9,2.9,3.6,1.5
1991/1/10,1.2,3.4,0.1
1991/1/11,0.9,2.1,-0.2
1991/1/12,0.5,2.6,-2.8
1991/1/13,0.5,5.6,-4.0
1991/1/14,1.9,5.2,-0.9
1991/1/15,0.3,1.9,-1.8
1991/1/16,-0.4,1.8,-2.4
1991/1/17,2.4,4.5,0.2
1991/1/18,-0.4,2.1,-2.4
1991/1/19,2.1,5.6,-3.3
1991/1/20,4.6,5.8,3.5
1991/1/21,2.5,4.2,-1.1
1991/1/22,-1.1,1.5,-4.2
1991/1/23,-2.0,-0.4,-5.1
1991/1/24,1.3,2.9,-0.8
1991/1/25,3.6,6.0,1.5
1991/1/26,4.0,5.6,2.1
1991/1/27,1.1,2.9,-0.9
1991/1/28,0.5,2.5,-2.9
1991/1/29,0.4,2.1,-1.7
1991/1/30,-0.9,0.8,-4.2
1991/1/31,0.7,2.2,-1.2
1991/2/1,-0.9,1.1,-5.2
1991/2/2,-1.1,2.2,-5.7
1991/2/3,-0.7,0.8,-1.7
1991/2/4,-0.6,0.6,-1.8
1991/2/5,-0.1,3.0,-3.0
1991/2/6,-0.1,1.8,-1.7
1991/2/7,-0.8,0.3,-2.2
1991/2/8,-1.2,0.8,-2.4
1991/2/9,1.4,2.5,-1.1
1991/2/10,2.1,3.2,0.2
1991/2/11,1.7,3.5,0.4
1991/2/12,0.0,1.2,-2.0
1991/2/13,1.1,3.4,-1.7
1991/2/14,2.1,4.1,-3.0
1991/2/15,3.2,6.5,-1.8
1991/2/16,0.2,2.4,-1.5
1991/2/17,-1.5,0.8,-4.6
1991/2/18,-3.7,-0.4,-7.2
1991/2/19,-5.5,-2.8,-10.1
1991/2/20,-4.5,0.2,-11.9
1991/2/21,-1.5,0.8,-3.6
1991/2/22,-2.0,-0.4,-3.9
1991/2/23,-3.3,-1.7,-5.6
1991/2/24,-4.6,-2.8,-8.2
1991/2/25,-2.9,0.4,-9.8
1991/2/26,0.9,3.1,-0.7
1991/2/27,4.7,5.9,2.8
1991/2/28,3.0,7.0,-1.5
1991/3/1,-2.4,-0.7,-3.8
1991/3/2,-0.7,0.8,-2.9
1991/3/3,1.0,2.6,-1.7
1991/3/4,5.6,8.3,2.5
1991/3/5,4.4,6.3,0.2
1991/3/6,3.4,8.0,-0.5
1991/3/7,-1.0,1.4,-3.0
1991/3/8,-0.4,0.8,-1.0
1991/3/9,-0.4,1.6,-2.4
1991/3/10,1.0,2.8,-1.0
1991/3/11,1.7,3.6,-0.8
1991/3/12,0.2,4.5,-4.4
1991/3/13,-2.0,-0.3,-3.5
1991/3/14,-2.4,-1.1,-4.4
1991/3/15,-1.8,0.6,-5.4
1991/3/16,1.5,3.6,-0.7
1991/3/17,2.0,3.3,0.4
1991/3/18,3.5,5.3,1.9
1991/3/19,7.1,9.3,3.7
1991/3/20,5.7,10.6,-1.1
1991/3/21,-0.1,1.0,-1.6
1991/3/22,2.1,4.8,0.4
1991/3/23,7.6,13.2,0.4
1991/3/24,6.1,7.9,4.8
1991/3/25,4.3,8.3,-0.4
1991/3/26,3.9,5.9,-1.1
1991/3/27,1.7,4.0,-1.0
1991/3/28,2.9,5.2,1.3
1991/3/29,4.1,5.9,2.1
1991/3/30,4.2,6.9,0.9
1991/3/31,4.1,5.6,2.4
