ダウンロードした時刻：2019/10/10 16:14:31

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,9.7,16.3,3.9
1994/12/2,12.7,17.1,8.7
1994/12/3,9.6,14.4,5.6
1994/12/4,7.6,12.0,3.9
1994/12/5,8.9,12.8,5.5
1994/12/6,6.9,11.4,3.0
1994/12/7,8.5,16.2,0.3
1994/12/8,9.5,16.0,4.7
1994/12/9,10.3,13.1,7.4
1994/12/10,7.5,12.5,2.5
1994/12/11,5.2,7.6,1.7
1994/12/12,10.6,14.9,7.5
1994/12/13,9.3,10.9,7.5
1994/12/14,6.5,9.6,4.1
1994/12/15,7.2,11.2,3.6
1994/12/16,2.3,6.5,-1.0
1994/12/17,2.1,8.9,-3.7
1994/12/18,4.8,11.6,-0.8
1994/12/19,4.2,8.2,1.8
1994/12/20,3.8,8.2,-0.1
1994/12/21,4.5,8.8,0.7
1994/12/22,4.5,11.4,-0.7
1994/12/23,4.9,13.0,-1.0
1994/12/24,7.2,14.2,-0.5
1994/12/25,8.3,13.2,3.5
1994/12/26,7.6,11.9,2.8
1994/12/27,9.7,14.0,7.1
1994/12/28,8.0,13.5,4.1
1994/12/29,4.6,7.6,-0.6
1994/12/30,2.6,9.5,-1.8
1994/12/31,3.7,7.3,0.9
1995/1/1,3.8,8.8,-0.3
1995/1/2,3.6,6.5,-1.3
1995/1/3,2.4,7.7,-3.0
1995/1/4,6.9,8.4,4.8
1995/1/5,5.0,8.1,1.2
1995/1/6,2.7,6.5,0.4
1995/1/7,5.2,10.1,-0.9
1995/1/8,5.8,12.4,1.1
1995/1/9,8.5,17.7,-0.1
1995/1/10,5.2,11.6,2.8
1995/1/11,3.9,8.0,-0.3
1995/1/12,4.4,8.0,0.7
1995/1/13,3.7,8.8,-0.3
1995/1/14,1.5,4.3,0.3
1995/1/15,2.1,6.5,-1.0
1995/1/16,1.9,6.0,-1.0
1995/1/17,1.6,8.1,-2.6
1995/1/18,3.3,9.3,-4.0
1995/1/19,3.7,7.5,-1.2
1995/1/20,4.1,10.4,-1.8
1995/1/21,6.1,12.2,0.6
1995/1/22,7.9,11.0,4.7
1995/1/23,9.0,11.4,6.7
1995/1/24,5.5,9.3,2.5
1995/1/25,3.1,8.2,-0.1
1995/1/26,4.6,9.1,0.4
1995/1/27,3.2,8.9,-0.7
1995/1/28,3.1,8.8,-2.0
1995/1/29,2.9,7.7,-1.5
1995/1/30,1.0,5.7,-1.3
1995/1/31,0.2,4.8,-3.1
1995/2/1,0.9,5.4,-1.8
1995/2/2,1.9,6.4,-2.3
1995/2/3,2.6,7.8,-1.7
1995/2/4,2.3,7.1,-2.5
1995/2/5,2.4,7.2,-0.4
1995/2/6,2.9,7.3,0.2
1995/2/7,3.8,7.4,-0.1
1995/2/8,5.1,11.7,-1.4
1995/2/9,5.8,12.8,1.5
1995/2/10,3.4,6.7,0.8
1995/2/11,3.5,10.9,-2.8
1995/2/12,5.5,11.6,-0.8
1995/2/13,7.9,12.2,4.2
1995/2/14,5.7,10.7,1.0
1995/2/15,4.8,11.4,-0.7
1995/2/16,3.1,6.5,-0.4
1995/2/17,1.6,7.2,-2.0
1995/2/18,2.9,8.3,-2.3
1995/2/19,4.7,12.0,0.2
1995/2/20,3.6,9.0,-0.1
1995/2/21,2.3,8.1,-1.7
1995/2/22,2.6,7.7,-2.1
1995/2/23,3.4,12.2,-3.7
1995/2/24,4.1,9.9,-1.0
1995/2/25,4.3,11.2,-2.2
1995/2/26,6.8,11.8,3.2
1995/2/27,4.9,9.8,-0.7
1995/2/28,4.8,13.7,-2.7
1995/3/1,6.0,10.4,3.7
1995/3/2,4.4,9.2,-0.7
1995/3/3,3.6,10.9,-3.2
1995/3/4,3.9,9.1,0.1
1995/3/5,3.4,8.6,-2.1
1995/3/6,6.2,11.6,1.9
1995/3/7,5.8,12.6,0.1
1995/3/8,6.0,14.3,-0.2
1995/3/9,7.3,14.0,-0.2
1995/3/10,9.0,12.2,5.2
1995/3/11,7.6,11.9,5.1
1995/3/12,7.1,14.0,3.0
1995/3/13,6.9,10.7,3.4
1995/3/14,5.5,10.6,1.4
1995/3/15,8.1,16.7,-0.8
1995/3/16,11.8,14.0,8.9
1995/3/17,13.1,19.4,7.0
1995/3/18,7.3,11.0,4.4
1995/3/19,5.8,12.3,0.8
1995/3/20,6.5,15.2,-1.0
1995/3/21,9.7,19.4,0.5
1995/3/22,11.5,18.2,5.7
1995/3/23,12.5,20.5,5.4
1995/3/24,13.8,20.5,10.7
1995/3/25,8.4,12.1,5.1
1995/3/26,5.4,10.6,1.1
1995/3/27,7.7,16.7,-1.2
1995/3/28,7.1,11.2,3.4
1995/3/29,8.5,17.7,1.0
1995/3/30,11.5,15.6,8.3
1995/3/31,12.1,16.7,7.6
