ダウンロードした時刻：2019/10/10 15:37:09

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,3.2,8.3,-1.3
1997/12/2,-1.0,1.3,-3.3
1997/12/3,-2.8,-0.8,-5.0
1997/12/4,-0.1,3.4,-4.0
1997/12/5,1.1,5.0,-1.2
1997/12/6,1.6,5.6,-1.4
1997/12/7,5.6,6.7,2.9
1997/12/8,7.3,8.1,6.3
1997/12/9,7.2,11.0,2.2
1997/12/10,3.2,8.1,-0.3
1997/12/11,-0.1,2.0,-1.6
1997/12/12,0.4,2.4,-1.5
1997/12/13,-0.6,3.4,-4.9
1997/12/14,2.0,5.6,-1.3
1997/12/15,1.4,3.5,-0.1
1997/12/16,3.9,6.2,0.4
1997/12/17,2.4,7.1,-0.3
1997/12/18,5.2,10.0,2.2
1997/12/19,6.8,11.2,2.1
1997/12/20,7.3,11.4,2.8
1997/12/21,0.4,3.4,-3.3
1997/12/22,-1.9,3.4,-7.1
1997/12/23,-0.1,3.2,-4.2
1997/12/24,-2.1,4.8,-7.4
1997/12/25,-0.8,7.4,-5.9
1997/12/26,-0.8,7.0,-6.8
1997/12/27,3.9,10.4,-2.2
1997/12/28,2.7,6.2,0.1
1997/12/29,1.1,4.5,-1.2
1997/12/30,0.5,4.8,-4.0
1997/12/31,1.3,4.6,-0.5
1998/1/1,-0.1,1.1,-1.8
1998/1/2,-1.1,,-4.3
1998/1/3,-0.3,2.1,-2.1
1998/1/4,0.0,2.7,-2.5
1998/1/5,-2.0,0.9,-5.7
1998/1/6,-3.3,-0.3,-7.0
1998/1/7,-5.5,-3.9,-6.5
1998/1/8,-4.5,-2.0,-7.8
1998/1/9,-3.3,0.0,-6.3
1998/1/10,-0.8,3.0,-5.6
1998/1/11,-3.6,2.2,-9.3
1998/1/12,-2.2,1.8,-6.0
1998/1/13,-2.5,3.0,-7.5
1998/1/14,-3.6,-0.1,-6.6
1998/1/15,-4.7,-2.4,-7.2
1998/1/16,-1.4,0.6,-3.8
1998/1/17,-1.5,3.4,-6.6
1998/1/18,0.8,2.9,-0.9
1998/1/19,-1.9,3.6,-6.0
1998/1/20,-3.8,-1.3,-5.9
1998/1/21,-3.9,-0.1,-8.1
1998/1/22,-5.8,-1.7,-9.0
1998/1/23,-5.1,-1.0,-9.3
1998/1/24,-5.0,-1.3,-7.3
1998/1/25,-5.2,-0.6,-10.4
1998/1/26,-3.8,-0.9,-7.8
1998/1/27,-5.4,-1.1,-10.2
1998/1/28,-5.6,-1.6,-9.0
1998/1/29,-6.5,-0.9,-11.7
1998/1/30,-3.1,0.1,-7.8
1998/1/31,-2.4,0.3,-6.2
1998/2/1,-4.1,0.2,-10.0
1998/2/2,-1.0,2.1,-3.6
1998/2/3,0.1,4.3,-2.3
1998/2/4,-3.2,-0.9,-4.4
1998/2/5,-2.4,1.3,-6.7
1998/2/6,-1.0,3.1,-4.7
1998/2/7,-3.6,0.6,-9.1
1998/2/8,-0.8,2.6,-3.7
1998/2/9,0.1,2.8,-1.1
1998/2/10,-1.9,1.4,-5.1
1998/2/11,-2.2,2.1,-5.9
1998/2/12,-0.5,5.3,-4.4
1998/2/13,2.0,5.9,-2.3
1998/2/14,0.5,3.9,-2.0
1998/2/15,-1.3,2.6,-3.8
1998/2/16,-1.7,1.8,-5.3
1998/2/17,-3.5,1.1,-8.1
1998/2/18,-2.5,2.1,-6.7
1998/2/19,-1.4,6.1,-8.6
1998/2/20,2.0,7.5,-4.6
1998/2/21,-1.7,3.1,-6.2
1998/2/22,-3.2,2.5,-7.8
1998/2/23,-0.9,6.1,-8.5
1998/2/24,0.7,6.0,-5.5
1998/2/25,1.4,4.0,-0.4
1998/2/26,3.3,8.2,-1.0
1998/2/27,2.5,6.3,-0.8
1998/2/28,3.0,9.6,-2.5
1998/3/1,2.2,6.6,-1.9
1998/3/2,2.8,8.6,-3.9
1998/3/3,4.8,11.3,0.5
1998/3/4,3.2,8.8,-1.7
1998/3/5,1.1,6.9,-4.7
1998/3/6,2.8,10.3,-2.8
1998/3/7,0.4,3.6,-2.3
1998/3/8,0.6,4.8,-4.3
1998/3/9,2.5,8.6,-1.4
1998/3/10,-0.6,3.8,-4.0
1998/3/11,0.7,8.8,-7.0
1998/3/12,3.5,7.5,-1.8
1998/3/13,5.0,7.6,2.2
1998/3/14,3.9,10.1,-2.1
1998/3/15,0.3,3.9,-4.6
1998/3/16,-1.5,2.9,-5.1
1998/3/17,-1.2,2.6,-6.3
1998/3/18,2.2,7.7,-3.0
1998/3/19,5.1,11.4,-1.4
1998/3/20,5.0,10.1,1.8
1998/3/21,2.9,5.5,0.4
1998/3/22,1.8,5.8,-1.6
1998/3/23,0.5,4.3,-2.0
1998/3/24,2.3,9.1,-4.4
1998/3/25,5.4,11.6,0.4
1998/3/26,6.5,13.9,-1.6
1998/3/27,5.8,8.3,2.1
1998/3/28,8.0,12.8,1.8
1998/3/29,11.7,17.5,6.2
1998/3/30,11.6,17.5,3.9
1998/3/31,3.7,7.6,-0.2
