ダウンロードした時刻：2019/10/10 15:36:02

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,2.8,5.2,0.4
1983/12/2,9.1,12.2,4.6
1983/12/3,2.9,8.3,-0.7
1983/12/4,1.4,3.3,-0.9
1983/12/5,2.4,5.8,0.5
1983/12/6,1.6,3.8,0.3
1983/12/7,2.5,5.9,0.6
1983/12/8,4.2,7.5,0.8
1983/12/9,3.8,7.2,1.8
1983/12/10,5.6,9.8,1.2
1983/12/11,7.7,11.1,4.7
1983/12/12,2.6,5.6,0.5
1983/12/13,1.9,3.5,-0.3
1983/12/14,1.3,3.9,-2.5
1983/12/15,-0.5,1.9,-2.0
1983/12/16,-2.1,-0.4,-3.8
1983/12/17,-3.3,-1.8,-4.3
1983/12/18,-1.6,0.6,-4.6
1983/12/19,0.5,2.6,-1.9
1983/12/20,0.0,2.2,-3.5
1983/12/21,1.5,5.8,-2.1
1983/12/22,2.9,7.7,-2.2
1983/12/23,1.7,6.8,-2.4
1983/12/24,-1.4,1.1,-4.1
1983/12/25,0.1,1.9,-2.5
1983/12/26,1.9,3.2,-0.1
1983/12/27,-0.8,1.2,-4.2
1983/12/28,-3.1,1.6,-7.0
1983/12/29,-2.3,-0.2,-6.3
1983/12/30,-0.7,1.7,-2.5
1983/12/31,-1.7,2.5,-6.3
1984/1/1,-0.1,1.4,-2.0
1984/1/2,-0.9,1.1,-3.2
1984/1/3,-1.9,1.8,-6.1
1984/1/4,0.7,3.1,-1.3
1984/1/5,-1.4,1.6,-4.8
1984/1/6,-1.1,0.9,-5.1
1984/1/7,-3.2,-1.1,-6.1
1984/1/8,-2.9,0.8,-5.2
1984/1/9,-0.2,2.7,-3.5
1984/1/10,0.6,3.5,-2.0
1984/1/11,-2.4,0.6,-4.0
1984/1/12,-2.1,-0.7,-3.5
1984/1/13,-1.1,1.1,-3.0
1984/1/14,-1.0,2.4,-5.6
1984/1/15,0.1,5.6,-3.4
1984/1/16,-5.2,-3.3,-6.8
1984/1/17,-5.5,-4.2,-7.3
1984/1/18,-4.0,-2.7,-5.5
1984/1/19,-3.8,-2.3,-5.0
1984/1/20,-3.1,-1.0,-5.3
1984/1/21,-1.5,0.5,-4.8
1984/1/22,0.5,1.4,-0.5
1984/1/23,-0.1,2.1,-2.1
1984/1/24,-1.3,0.1,-2.4
1984/1/25,-1.1,0.4,-3.0
1984/1/26,-1.9,1.3,-4.2
1984/1/27,-3.9,1.2,-9.1
1984/1/28,-3.1,-0.5,-6.3
1984/1/29,-1.3,2.0,-6.3
1984/1/30,-2.0,0.1,-3.5
1984/1/31,-1.8,1.0,-5.0
1984/2/1,-1.2,2.7,-7.0
1984/2/2,-0.3,3.9,-2.8
1984/2/3,-5.0,-2.4,-7.2
1984/2/4,-5.4,-4.1,-7.4
1984/2/5,-4.3,-2.8,-5.8
1984/2/6,-6.4,-4.0,-8.5
1984/2/7,-6.4,-4.5,-8.1
1984/2/8,-4.4,-2.2,-6.5
1984/2/9,-3.1,-1.4,-5.6
1984/2/10,-1.5,0.0,-4.4
1984/2/11,-0.5,1.3,-1.9
1984/2/12,-1.3,1.7,-5.6
1984/2/13,-0.6,2.1,-2.6
1984/2/14,-1.2,1.1,-3.4
1984/2/15,-3.3,-1.0,-7.3
1984/2/16,-3.9,-2.3,-5.1
1984/2/17,-4.3,-1.7,-8.4
1984/2/18,-4.8,-1.5,-9.1
1984/2/19,-2.7,-1.5,-3.9
1984/2/20,-0.7,1.3,-3.2
1984/2/21,0.3,2.5,-3.6
1984/2/22,-1.1,1.7,-3.5
1984/2/23,-1.3,0.7,-5.7
1984/2/24,0.5,2.9,-1.9
1984/2/25,0.2,2.2,-1.4
1984/2/26,0.4,2.7,-1.6
1984/2/27,0.7,3.0,-2.2
1984/2/28,-1.7,0.9,-4.1
1984/2/29,-2.9,-1.3,-4.4
1984/3/1,-3.0,-0.4,-5.3
1984/3/2,-0.3,3.1,-6.0
1984/3/3,0.2,2.3,-4.9
1984/3/4,-2.7,2.3,-8.4
1984/3/5,-0.9,1.0,-2.8
1984/3/6,-0.7,2.0,-3.6
1984/3/7,-0.1,1.6,-2.0
1984/3/8,-0.2,2.1,-1.4
1984/3/9,-0.5,2.1,-4.1
1984/3/10,0.0,3.5,-5.9
1984/3/11,-0.2,1.1,-1.1
1984/3/12,-0.8,1.4,-2.6
1984/3/13,-1.5,1.0,-3.9
1984/3/14,-1.9,3.0,-7.0
1984/3/15,-0.8,3.5,-6.0
1984/3/16,1.2,5.4,-5.1
1984/3/17,2.7,5.3,1.0
1984/3/18,2.2,3.6,0.7
1984/3/19,2.1,4.6,0.3
1984/3/20,1.6,3.9,0.1
1984/3/21,1.1,3.7,-1.1
1984/3/22,-0.2,1.9,-1.9
1984/3/23,0.1,2.9,-2.6
1984/3/24,-0.2,4.0,-4.7
1984/3/25,3.5,6.2,0.0
1984/3/26,0.9,2.4,-0.6
1984/3/27,1.2,4.6,-1.9
1984/3/28,-0.7,3.9,-4.5
1984/3/29,1.8,5.3,-2.7
1984/3/30,4.7,9.1,0.4
1984/3/31,2.7,6.4,-0.8
