ダウンロードした時刻：2019/10/10 16:12:47

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,11.4,16.9,7.4
1980/12/2,13.0,19.7,6.5
1980/12/3,12.7,14.8,8.1
1980/12/4,8.3,15.4,5.5
1980/12/5,8.0,9.7,5.0
1980/12/6,7.4,11.7,3.5
1980/12/7,7.9,12.9,3.4
1980/12/8,9.1,12.4,4.3
1980/12/9,8.5,12.7,4.4
1980/12/10,7.2,10.6,3.6
1980/12/11,8.6,14.6,1.7
1980/12/12,9.3,15.7,5.0
1980/12/13,4.2,6.1,2.2
1980/12/14,5.4,8.2,2.1
1980/12/15,5.1,7.3,1.5
1980/12/16,5.8,9.8,0.7
1980/12/17,7.7,11.1,3.6
1980/12/18,7.7,12.1,2.6
1980/12/19,8.5,10.6,6.1
1980/12/20,6.3,7.9,5.0
1980/12/21,4.9,8.0,2.1
1980/12/22,4.3,9.9,-0.3
1980/12/23,5.4,7.1,2.9
1980/12/24,6.6,8.8,4.5
1980/12/25,7.1,10.1,3.5
1980/12/26,4.4,10.0,2.6
1980/12/27,3.4,6.1,1.5
1980/12/28,2.3,4.9,0.8
1980/12/29,1.9,3.9,0.6
1980/12/30,4.1,5.9,1.4
1980/12/31,4.5,7.3,2.1
1981/1/1,5.3,10.1,-1.8
1981/1/2,5.9,10.0,3.5
1981/1/3,3.5,5.7,2.1
1981/1/4,3.3,5.9,1.7
1981/1/5,3.1,5.0,1.9
1981/1/6,3.2,5.2,1.8
1981/1/7,5.1,7.4,3.1
1981/1/8,3.8,8.8,-0.6
1981/1/9,4.4,9.9,-1.0
1981/1/10,5.5,9.3,2.9
1981/1/11,2.4,4.8,0.7
1981/1/12,3.3,5.9,0.3
1981/1/13,3.1,5.7,0.6
1981/1/14,3.0,5.7,1.1
1981/1/15,3.2,7.8,-1.3
1981/1/16,3.3,6.2,-0.1
1981/1/17,1.6,5.6,-2.9
1981/1/18,3.3,7.9,-2.3
1981/1/19,4.4,8.6,0.9
1981/1/20,3.8,8.0,-1.1
1981/1/21,4.2,7.6,1.8
1981/1/22,2.7,5.2,0.7
1981/1/23,2.4,8.1,-2.9
1981/1/24,4.2,6.7,-0.3
1981/1/25,6.3,10.0,2.2
1981/1/26,3.8,6.6,1.5
1981/1/27,3.4,6.4,0.6
1981/1/28,3.6,7.5,0.5
1981/1/29,3.8,8.6,-1.4
1981/1/30,4.1,7.9,0.6
1981/1/31,3.9,9.6,-1.4
1981/2/1,4.5,6.8,2.2
1981/2/2,4.4,7.5,1.1
1981/2/3,4.2,9.7,0.1
1981/2/4,2.7,5.5,1.5
1981/2/5,2.6,7.5,-0.8
1981/2/6,3.2,8.7,-1.8
1981/2/7,5.2,9.7,-0.4
1981/2/8,6.8,10.0,4.8
1981/2/9,5.9,10.2,1.6
1981/2/10,5.5,9.5,1.7
1981/2/11,4.6,7.9,0.8
1981/2/12,5.1,10.0,-1.7
1981/2/13,8.0,10.1,5.9
1981/2/14,9.7,13.4,6.6
1981/2/15,9.4,14.3,2.9
1981/2/16,12.4,18.5,7.6
1981/2/17,4.6,7.6,3.0
1981/2/18,5.8,11.3,-0.1
1981/2/19,7.1,9.8,4.3
1981/2/20,4.4,7.6,1.1
1981/2/21,5.3,8.6,2.2
1981/2/22,5.0,9.1,0.2
1981/2/23,6.1,9.1,3.8
1981/2/24,6.9,11.1,4.4
1981/2/25,1.7,4.5,-0.5
1981/2/26,-2.7,-0.5,-4.4
1981/2/27,-0.4,3.2,-4.2
1981/2/28,1.6,6.9,-3.5
1981/3/1,1.0,2.7,-0.9
1981/3/2,4.5,9.1,0.5
1981/3/3,5.1,10.4,0.4
1981/3/4,8.2,11.9,5.6
1981/3/5,7.5,12.5,3.2
1981/3/6,5.1,9.0,0.2
1981/3/7,6.1,12.0,-0.3
1981/3/8,9.7,15.0,3.7
1981/3/9,8.5,14.0,6.4
1981/3/10,5.6,8.9,3.7
1981/3/11,5.3,10.1,2.1
1981/3/12,9.0,15.2,0.7
1981/3/13,12.7,17.6,9.6
1981/3/14,15.6,19.9,10.0
1981/3/15,10.8,18.5,6.6
1981/3/16,7.0,10.7,4.9
1981/3/17,8.6,14.2,2.7
1981/3/18,10.0,16.5,3.0
1981/3/19,12.6,19.1,6.6
1981/3/20,14.8,19.6,11.2
1981/3/21,12.0,13.8,10.6
1981/3/22,13.6,18.6,10.4
1981/3/23,11.5,16.2,7.1
1981/3/24,10.8,15.1,3.6
1981/3/25,17.3,20.7,14.4
1981/3/26,12.2,16.1,7.7
1981/3/27,8.6,12.0,5.8
1981/3/28,8.9,13.2,5.2
1981/3/29,9.9,14.2,4.9
1981/3/30,10.3,13.1,8.5
1981/3/31,8.0,9.2,6.1
