É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:36

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2003/12/1,11.6,14.3,9.5
2003/12/2,11.3,18.3,5.8
2003/12/3,9.0,14.4,4.8
2003/12/4,7.8,15.8,2.1
2003/12/5,8.3,12.3,4.5
2003/12/6,9.9,13.5,7.8
2003/12/7,11.3,16.7,6.2
2003/12/8,7.7,13.7,3.5
2003/12/9,6.3,13.9,0.5
2003/12/10,6.2,10.8,2.5
2003/12/11,5.1,8.1,1.5
2003/12/12,7.9,12.4,3.9
2003/12/13,5.5,13.8,-0.2
2003/12/14,4.0,12.0,-1.6
2003/12/15,3.7,11.2,-2.2
2003/12/16,6.0,11.5,0.6
2003/12/17,3.8,10.2,-1.4
2003/12/18,6.4,13.0,0.0
2003/12/19,4.9,9.5,1.4
2003/12/20,3.3,6.1,0.7
2003/12/21,4.1,9.8,-1.0
2003/12/22,3.6,12.7,-3.4
2003/12/23,4.3,13.2,-2.1
2003/12/24,5.6,15.4,-1.8
2003/12/25,5.7,12.9,0.7
2003/12/26,7.0,14.9,0.6
2003/12/27,3.3,6.6,-1.2
2003/12/28,1.1,8.7,-5.1
2003/12/29,3.0,10.1,-4.4
2003/12/30,7.5,14.4,1.6
2003/12/31,6.0,11.1,2.5
2004/1/1,5.8,13.3,-0.2
2004/1/2,5.1,13.0,-0.7
2004/1/3,5.9,14.1,-1.7
2004/1/4,5.4,11.7,-1.3
2004/1/5,5.9,11.8,0.9
2004/1/6,4.3,11.6,-1.9
2004/1/7,3.5,9.5,-1.1
2004/1/8,3.5,7.6,-0.7
2004/1/9,1.0,7.8,-5.4
2004/1/10,2.5,9.6,-4.2
2004/1/11,5.2,11.9,-0.7
2004/1/12,1.8,7.9,-4.5
2004/1/13,4.2,11.0,1.2
2004/1/14,2.9,6.1,0.7
2004/1/15,3.1,7.4,-1.2
2004/1/16,1.1,6.8,-5.4
2004/1/17,0.2,1.5,-1.2
2004/1/18,1.4,5.5,-1.9
2004/1/19,1.6,5.4,-1.2
2004/1/20,1.9,9.4,-4.6
2004/1/21,1.9,6.6,-1.4
2004/1/22,0.0,5.6,-3.5
2004/1/23,-0.4,7.6,-6.3
2004/1/24,1.0,7.9,-4.6
2004/1/25,1.2,7.8,-5.1
2004/1/26,1.3,8.8,-4.9
2004/1/27,1.5,9.5,-4.1
2004/1/28,2.1,9.6,-4.5
2004/1/29,3.6,12.8,-3.7
2004/1/30,4.3,12.0,-2.4
2004/1/31,3.8,12.1,-2.5
2004/2/1,3.2,10.2,-2.9
2004/2/2,2.8,5.5,0.2
2004/2/3,5.3,9.6,2.9
2004/2/4,5.0,10.5,-0.7
2004/2/5,3.9,9.6,-1.2
2004/2/6,2.8,8.6,-3.5
2004/2/7,2.6,8.3,-1.9
2004/2/8,1.9,9.5,-5.6
2004/2/9,3.0,10.5,-3.9
2004/2/10,3.1,10.3,-3.4
2004/2/11,4.5,11.4,-0.4
2004/2/12,5.3,14.3,-2.5
2004/2/13,4.8,12.1,-2.2
2004/2/14,8.3,15.4,3.1
2004/2/15,7.2,11.5,3.2
2004/2/16,5.8,13.3,0.7
2004/2/17,5.6,15.2,-2.3
2004/2/18,8.9,15.3,2.9
2004/2/19,6.2,15.4,-1.3
2004/2/20,8.5,18.3,-0.4
2004/2/21,10.7,18.2,3.4
2004/2/22,12.3,19.1,4.9
2004/2/23,9.9,15.3,4.0
2004/2/24,6.0,12.7,-1.8
2004/2/25,8.9,17.6,1.3
2004/2/26,8.2,17.6,2.7
2004/2/27,5.7,12.2,-0.7
2004/2/28,5.5,14.1,-1.6
2004/2/29,5.0,9.9,1.8
2004/3/1,4.7,7.9,2.7
2004/3/2,5.6,11.2,1.0
2004/3/3,4.5,9.3,-0.1
2004/3/4,4.5,12.4,-0.8
2004/3/5,4.1,12.5,-3.3
2004/3/6,3.8,10.6,0.2
2004/3/7,1.6,7.9,-3.5
2004/3/8,2.6,10.5,-5.3
2004/3/9,5.9,15.6,-1.7
2004/3/10,8.7,18.3,-0.4
2004/3/11,13.5,23.1,5.8
2004/3/12,10.0,14.0,4.2
2004/3/13,8.3,17.1,1.0
2004/3/14,9.6,17.5,2.1
2004/3/15,9.7,18.1,1.8
2004/3/16,11.7,19.4,5.7
2004/3/17,14.7,23.8,7.2
2004/3/18,9.6,14.1,4.3
2004/3/19,6.6,12.7,2.8
2004/3/20,5.8,6.9,3.6
2004/3/21,7.5,14.4,2.8
2004/3/22,3.4,6.6,1.3
2004/3/23,6.3,10.2,2.3
2004/3/24,8.5,13.3,4.7
2004/3/25,10.4,14.4,7.1
2004/3/26,9.1,15.5,5.1
2004/3/27,9.3,17.5,1.6
2004/3/28,11.0,20.4,2.6
2004/3/29,12.4,21.3,4.2
2004/3/30,12.9,18.7,8.8
2004/3/31,15.7,25.2,9.6
