ダウンロードした時刻：2019/10/10 16:26:21

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,14.0,20.0,9.2
2018/12/2,14.9,18.6,12.8
2018/12/3,17.2,20.3,14.5
2018/12/4,20.4,23.8,17.5
2018/12/5,18.1,20.6,15.5
2018/12/6,16.6,21.9,13.0
2018/12/7,12.8,16.1,8.7
2018/12/8,7.6,9.7,6.5
2018/12/9,6.9,8.9,5.8
2018/12/10,8.6,11.7,6.2
2018/12/11,10.5,12.8,8.3
2018/12/12,12.0,16.5,6.3
2018/12/13,7.6,13.1,3.6
2018/12/14,7.8,13.6,3.4
2018/12/15,7.0,13.2,1.4
2018/12/16,8.0,10.8,3.6
2018/12/17,11.1,16.0,5.6
2018/12/18,9.6,15.7,4.5
2018/12/19,9.9,16.3,2.5
2018/12/20,12.3,15.8,9.2
2018/12/21,12.9,15.5,10.5
2018/12/22,15.9,20.2,12.5
2018/12/23,15.9,22.1,12.1
2018/12/24,10.8,15.0,6.5
2018/12/25,9.4,14.6,3.6
2018/12/26,10.1,11.0,9.6
2018/12/27,10.4,16.0,5.2
2018/12/28,5.0,8.6,0.8
2018/12/29,4.2,10.0,-0.6
2018/12/30,4.6,10.0,-0.5
2018/12/31,5.7,9.1,2.5
2019/1/1,6.5,12.7,0.5
2019/1/2,6.3,11.3,2.6
2019/1/3,6.1,13.8,0.2
2019/1/4,9.1,16.6,0.8
2019/1/5,12.5,14.6,9.8
2019/1/6,10.2,16.5,5.2
2019/1/7,7.8,14.9,1.5
2019/1/8,9.9,15.7,5.8
2019/1/9,8.5,11.5,6.7
2019/1/10,10.5,17.2,5.7
2019/1/11,10.6,13.1,8.9
2019/1/12,10.8,13.7,8.8
2019/1/13,10.6,17.4,5.2
2019/1/14,8.8,15.1,3.6
2019/1/15,11.1,17.0,6.3
2019/1/16,8.7,12.4,6.2
2019/1/17,7.4,12.0,3.8
2019/1/18,7.4,14.9,0.8
2019/1/19,9.9,17.0,2.1
2019/1/20,12.9,17.4,8.2
2019/1/21,8.9,14.4,5.4
2019/1/22,9.0,15.3,3.4
2019/1/23,9.7,16.1,4.4
2019/1/24,9.2,14.9,3.5
2019/1/25,9.2,16.5,2.3
2019/1/26,6.5,10.1,2.1
2019/1/27,5.6,13.0,0.2
2019/1/28,9.2,16.1,1.9
2019/1/29,7.8,13.5,2.3
2019/1/30,10.0,16.8,2.7
2019/1/31,12.1,16.8,8.7
2019/2/1,7.8,11.9,4.0
2019/2/2,7.0,14.8,0.0
2019/2/3,12.4,19.9,4.2
2019/2/4,15.1,19.8,11.7
2019/2/5,9.5,14.1,5.7
2019/2/6,13.8,18.5,10.7
2019/2/7,14.1,21.6,8.9
2019/2/8,11.3,13.8,8.7
2019/2/9,9.0,15.0,6.3
2019/2/10,8.0,11.7,4.5
2019/2/11,9.1,13.0,6.6
2019/2/12,7.7,12.8,2.0
2019/2/13,8.3,12.8,5.9
2019/2/14,7.3,10.8,5.0
2019/2/15,7.3,11.3,2.4
2019/2/16,9.9,14.3,6.6
2019/2/17,8.2,14.5,3.3
2019/2/18,9.3,13.2,4.0
2019/2/19,13.6,19.6,9.8
2019/2/20,14.6,18.4,11.0
2019/2/21,11.9,14.9,9.6
2019/2/22,9.7,11.0,8.5
2019/2/23,11.6,15.1,9.2
2019/2/24,8.4,10.9,6.1
2019/2/25,11.8,15.6,8.0
2019/2/26,12.0,16.9,6.7
2019/2/27,11.3,15.8,7.4
2019/2/28,13.9,16.9,10.4
2019/3/1,12.1,17.2,7.3
2019/3/2,10.0,12.4,8.7
2019/3/3,11.5,13.0,9.4
2019/3/4,13.7,18.7,8.9
2019/3/5,11.3,17.0,4.9
2019/3/6,11.9,15.8,9.3
2019/3/7,12.0,16.9,6.4
2019/3/8,8.6,14.2,3.0
2019/3/9,11.4,16.8,3.8
2019/3/10,15.6,17.7,11.9
2019/3/11,14.8,20.3,10.0
2019/3/12,13.5,19.1,10.5
2019/3/13,10.6,15.1,7.0
2019/3/14,10.2,16.5,3.7
2019/3/15,11.2,19.0,5.9
2019/3/16,12.0,18.4,7.6
2019/3/17,13.9,20.9,7.2
2019/3/18,11.1,16.8,4.1
2019/3/19,13.5,18.3,9.1
2019/3/20,13.4,19.1,6.1
2019/3/21,18.2,24.8,14.1
2019/3/22,15.4,18.3,12.2
2019/3/23,12.5,17.6,8.9
2019/3/24,10.6,15.6,4.4
2019/3/25,10.5,14.6,7.4
2019/3/26,14.3,21.9,8.2
2019/3/27,16.3,24.3,8.4
2019/3/28,15.2,19.5,12.7
2019/3/29,15.9,19.7,13.1
2019/3/30,17.4,24.3,12.7
2019/3/31,12.5,17.1,8.4
