ダウンロードした時刻：2017/07/24 15:38:28

,輪島,輪島,輪島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,1.1,2.8,-1.1
1999/1/2,3.1,6.4,0.0
1999/1/3,4.1,5.8,3.0
1999/1/4,3.4,4.9,-1.0
1999/1/5,5.4,10.5,-1.4
1999/1/6,7.9,10.3,6.4
1999/1/7,2.6,9.0,-1.8
1999/1/8,-1.0,-0.2,-2.3
1999/1/9,-0.3,1.1,-2.1
1999/1/10,1.6,2.6,0.2
1999/1/11,2.2,3.7,1.2
1999/1/12,3.8,4.7,2.0
1999/1/13,4.1,5.9,2.2
1999/1/14,3.7,5.0,1.8
1999/1/15,2.7,5.4,0.3
1999/1/16,3.0,8.2,0.7
1999/1/17,2.4,4.9,-0.8
1999/1/18,3.5,10.5,-1.8
1999/1/19,5.4,10.2,1.7
1999/1/20,6.6,10.5,1.0
1999/1/21,1.9,4.5,0.5
1999/1/22,5.7,9.3,0.7
1999/1/23,6.6,11.5,3.6
1999/1/24,4.4,9.0,0.0
1999/1/25,6.6,11.5,0.2
1999/1/26,6.5,9.2,2.7
1999/1/27,6.2,9.4,2.4
1999/1/28,5.0,9.4,0.7
1999/1/29,1.5,3.6,-0.8
1999/1/30,1.0,4.9,-2.5
1999/1/31,3.5,8.2,0.9
1999/2/1,5.1,10.3,1.4
1999/2/2,1.2,3.7,-0.7
1999/2/3,-1.9,1.8,-4.7
1999/2/4,0.3,3.3,-2.7
1999/2/5,0.7,3.7,-2.8
1999/2/6,1.0,3.9,-1.8
1999/2/7,3.7,9.2,0.1
1999/2/8,2.8,8.9,-1.9
1999/2/9,4.3,10.1,-3.1
1999/2/10,2.3,8.7,-1.1
1999/2/11,3.7,8.0,-0.8
1999/2/12,1.4,4.7,-2.9
1999/2/13,-2.0,-0.2,-3.9
1999/2/14,0.0,2.3,-2.9
1999/2/15,2.1,5.9,-0.6
1999/2/16,5.6,11.9,1.4
1999/2/17,9.4,14.0,1.5
1999/2/18,7.6,12.2,3.1
1999/2/19,1.7,3.3,-2.0
1999/2/20,0.3,2.9,-2.3
1999/2/21,0.1,2.7,-2.1
1999/2/22,2.1,6.5,-2.6
1999/2/23,3.9,7.8,-0.6
1999/2/24,2.6,7.1,-1.3
1999/2/25,5.2,9.0,0.1
1999/2/26,6.2,13.0,0.0
1999/2/27,3.9,10.2,-1.9
1999/2/28,1.8,5.0,-1.9
1999/3/1,6.7,11.7,1.6
1999/3/2,4.7,10.4,-0.3
1999/3/3,5.9,12.8,-0.7
1999/3/4,9.9,16.1,5.4
1999/3/5,10.0,17.4,4.0
1999/3/6,3.3,5.7,0.5
1999/3/7,4.5,7.2,1.1
1999/3/8,4.7,6.4,3.2
1999/3/9,4.2,8.0,-0.2
1999/3/10,6.5,11.7,0.9
1999/3/11,4.2,6.8,0.9
1999/3/12,1.8,4.9,-2.3
1999/3/13,5.4,11.9,-2.7
1999/3/14,10.3,16.8,4.0
1999/3/15,9.4,10.1,8.3
1999/3/16,8.6,10.0,7.0
1999/3/17,9.5,17.4,3.1
1999/3/18,15.2,21.8,7.4
1999/3/19,9.3,16.2,4.3
1999/3/20,5.0,5.7,3.4
1999/3/21,5.0,8.4,-0.2
1999/3/22,1.9,5.2,0.3
1999/3/23,3.2,7.3,0.0
1999/3/24,7.1,16.0,-0.9
1999/3/25,11.5,18.4,6.2
1999/3/26,11.7,18.5,7.7
1999/3/27,6.0,10.3,0.8
1999/3/28,3.4,9.2,-0.5
1999/3/29,1.4,4.1,-0.4
1999/3/30,3.4,8.3,-0.1
1999/3/31,7.1,13.0,3.1
1999/4/1,12.3,19.2,3.7
1999/4/2,10.7,17.7,5.0
1999/4/3,5.3,9.4,2.4
1999/4/4,6.1,11.5,0.9
1999/4/5,8.4,14.7,4.0
1999/4/6,8.1,16.3,4.3
1999/4/7,5.8,8.3,3.3
1999/4/8,6.3,10.5,2.1
1999/4/9,8.5,16.9,0.6
1999/4/10,10.6,13.7,7.5
1999/4/11,12.7,16.0,9.7
1999/4/12,13.6,17.5,10.0
1999/4/13,13.4,17.7,10.2
1999/4/14,9.6,11.7,7.8
1999/4/15,9.2,14.2,3.8
1999/4/16,12.6,19.7,5.2
1999/4/17,11.8,17.2,6.6
1999/4/18,13.4,18.8,7.7
1999/4/19,14.7,19.4,11.4
1999/4/20,12.6,16.3,9.1
1999/4/21,10.9,14.4,6.3
1999/4/22,14.3,24.3,5.5
1999/4/23,14.5,19.5,11.7
1999/4/24,14.1,18.4,11.8
1999/4/25,12.8,15.6,11.8
1999/4/26,13.4,16.5,11.9
1999/4/27,12.9,16.1,11.5
1999/4/28,10.6,12.5,8.6
1999/4/29,8.8,12.9,3.7
1999/4/30,8.9,14.1,2.3
1999/5/1,14.3,21.5,5.9
