ダウンロードした時刻：2019/10/10 15:46:40

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,3.8,9.9,-0.2
2018/12/2,6.3,13.2,-1.2
2018/12/3,9.1,13.7,4.7
2018/12/4,14.4,22.0,9.5
2018/12/5,8.5,12.0,5.0
2018/12/6,7.9,14.1,2.5
2018/12/7,7.9,12.3,2.7
2018/12/8,3.8,7.9,1.3
2018/12/9,1.1,4.2,-1.1
2018/12/10,1.3,6.6,-2.3
2018/12/11,2.5,6.2,-1.6
2018/12/12,3.6,8.5,0.7
2018/12/13,2.4,6.6,-0.5
2018/12/14,0.5,2.7,-1.1
2018/12/15,-0.7,2.4,-3.2
2018/12/16,-0.1,5.1,-5.9
2018/12/17,5.0,11.4,0.7
2018/12/18,3.9,9.1,0.5
2018/12/19,2.8,10.0,-1.2
2018/12/20,3.2,7.1,0.7
2018/12/21,3.4,8.3,-0.1
2018/12/22,5.6,11.1,1.5
2018/12/23,4.7,8.7,1.7
2018/12/24,1.4,4.5,-1.8
2018/12/25,-0.4,5.0,-5.1
2018/12/26,2.2,8.6,-2.9
2018/12/27,2.5,6.6,-1.5
2018/12/28,-2.7,-0.4,-4.3
2018/12/29,-3.0,-0.2,-5.7
2018/12/30,-1.8,1.3,-3.6
2018/12/31,-0.7,3.7,-3.4
2019/1/1,-0.6,5.6,-5.6
2019/1/2,0.1,3.6,-2.6
2019/1/3,-1.2,3.0,-3.5
2019/1/4,-1.1,4.8,-5.7
2019/1/5,0.3,5.3,-3.1
2019/1/6,-0.9,1.6,-3.9
2019/1/7,-0.7,4.6,-4.8
2019/1/8,0.7,7.2,-3.2
2019/1/9,-2.4,0.2,-6.9
2019/1/10,-5.0,-1.1,-9.5
2019/1/11,-0.3,4.0,-4.3
2019/1/12,-0.9,3.1,-4.9
2019/1/13,0.4,5.3,-3.6
2019/1/14,0.7,6.5,-2.8
2019/1/15,3.0,9.3,-3.6
2019/1/16,0.6,3.2,-2.8
2019/1/17,0.5,8.2,-5.9
2019/1/18,-1.3,2.9,-4.9
2019/1/19,0.1,6.3,-4.5
2019/1/20,-0.7,1.6,-3.3
2019/1/21,-0.9,3.0,-3.8
2019/1/22,-0.8,2.3,-4.1
2019/1/23,0.0,7.9,-6.5
2019/1/24,-0.5,4.0,-3.2
2019/1/25,-0.6,4.6,-5.9
2019/1/26,-2.0,1.2,-3.8
2019/1/27,-1.8,1.7,-5.0
2019/1/28,-1.2,4.9,-6.0
2019/1/29,-1.1,1.9,-3.2
2019/1/30,-0.6,5.0,-3.9
2019/1/31,-1.1,1.8,-4.4
2019/2/1,-2.8,-0.3,-5.8
2019/2/2,-0.6,7.6,-7.4
2019/2/3,2.5,8.2,-4.3
2019/2/4,4.0,10.7,-0.4
2019/2/5,2.3,8.8,-2.6
2019/2/6,1.7,7.1,-1.2
2019/2/7,2.3,9.3,-3.2
2019/2/8,-1.5,0.8,-3.6
2019/2/9,-2.2,-0.4,-3.7
2019/2/10,-2.6,-0.3,-4.0
2019/2/11,-0.4,5.6,-5.9
2019/2/12,-0.7,3.1,-4.3
2019/2/13,-2.2,2.4,-4.8
2019/2/14,-2.8,0.2,-4.8
2019/2/15,-0.9,7.2,-5.7
2019/2/16,0.2,3.7,-2.6
2019/2/17,-0.1,5.4,-4.2
2019/2/18,1.4,9.3,-5.6
2019/2/19,4.6,8.8,0.1
2019/2/20,5.7,11.9,2.7
2019/2/21,3.3,8.3,-0.7
2019/2/22,2.7,10.5,-2.7
2019/2/23,2.3,6.9,-1.5
2019/2/24,3.6,12.5,-4.3
2019/2/25,5.0,13.8,-1.6
2019/2/26,4.1,8.1,0.9
2019/2/27,2.2,8.0,-2.7
2019/2/28,3.0,5.7,0.1
2019/3/1,5.5,11.3,1.2
2019/3/2,3.8,9.8,-0.6
2019/3/3,5.1,11.9,-1.4
2019/3/4,4.6,6.6,2.2
2019/3/5,5.6,11.6,1.3
2019/3/6,7.7,15.4,1.5
2019/3/7,4.0,7.8,0.2
2019/3/8,1.3,5.8,-1.5
2019/3/9,4.9,16.3,-4.0
2019/3/10,7.9,15.1,0.2
2019/3/11,6.1,9.8,2.2
2019/3/12,5.7,13.5,-0.1
2019/3/13,3.9,12.6,-1.3
2019/3/14,1.6,7.1,-1.5
2019/3/15,4.0,12.4,-3.2
2019/3/16,1.7,7.6,-1.5
2019/3/17,1.0,6.7,-3.6
2019/3/18,4.6,11.9,-2.0
2019/3/19,8.2,16.5,2.8
2019/3/20,10.7,22.1,0.7
2019/3/21,14.7,22.4,9.1
2019/3/22,6.1,12.9,0.9
2019/3/23,1.5,6.4,-1.8
2019/3/24,1.3,6.6,-2.2
2019/3/25,5.5,14.6,-3.2
2019/3/26,7.2,15.8,1.1
2019/3/27,8.7,16.2,0.0
2019/3/28,4.2,14.5,0.8
2019/3/29,3.2,8.6,-1.7
2019/3/30,6.9,15.1,0.2
2019/3/31,6.0,12.1,1.9
