ダウンロードした時刻：2019/10/10 16:08:05

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,12.8,16.5,9.9
2016/12/2,10.4,14.5,6.4
2016/12/3,9.9,16.2,5.1
2016/12/4,11.3,16.1,6.5
2016/12/5,13.2,17.5,9.8
2016/12/6,9.6,13.1,5.5
2016/12/7,7.4,13.0,3.1
2016/12/8,8.1,12.9,4.9
2016/12/9,9.8,16.0,5.6
2016/12/10,6.9,10.1,3.8
2016/12/11,5.9,10.1,3.3
2016/12/12,6.3,10.0,2.6
2016/12/13,8.6,11.2,6.7
2016/12/14,8.1,11.9,3.9
2016/12/15,4.9,8.5,2.3
2016/12/16,4.0,6.8,1.2
2016/12/17,6.2,11.8,0.9
2016/12/18,7.4,13.3,3.0
2016/12/19,8.2,14.1,3.6
2016/12/20,9.0,12.2,6.6
2016/12/21,9.7,15.9,4.5
2016/12/22,14.6,17.5,9.5
2016/12/23,10.2,16.1,6.5
2016/12/24,6.8,11.5,4.4
2016/12/25,7.0,11.8,4.0
2016/12/26,8.6,12.4,3.6
2016/12/27,9.4,12.2,4.4
2016/12/28,3.8,6.3,1.3
2016/12/29,4.7,8.6,1.2
2016/12/30,5.0,8.5,2.1
2016/12/31,5.3,12.3,0.3
2017/1/1,7.2,13.5,3.5
2017/1/2,7.1,12.6,2.5
2017/1/3,7.3,13.1,4.3
2017/1/4,6.5,12.3,2.2
2017/1/5,6.9,9.8,5.4
2017/1/6,6.3,10.2,2.6
2017/1/7,5.3,10.8,0.4
2017/1/8,6.1,7.4,4.8
2017/1/9,8.0,11.3,5.8
2017/1/10,8.5,13.7,4.8
2017/1/11,6.1,9.5,4.1
2017/1/12,5.3,9.5,2.4
2017/1/13,4.5,8.6,1.8
2017/1/14,1.2,4.7,-2.3
2017/1/15,-0.1,3.2,-2.7
2017/1/16,1.7,4.1,-0.2
2017/1/17,3.4,7.9,1.3
2017/1/18,4.0,9.5,-0.6
2017/1/19,4.9,9.0,1.4
2017/1/20,3.6,9.2,-0.5
2017/1/21,4.1,7.7,1.8
2017/1/22,3.5,9.0,0.8
2017/1/23,1.3,4.4,-0.3
2017/1/24,1.2,4.9,-0.9
2017/1/25,2.0,5.8,-1.3
2017/1/26,3.0,9.5,-1.8
2017/1/27,6.2,12.9,0.6
2017/1/28,6.3,12.7,1.6
2017/1/29,6.4,11.3,1.4
2017/1/30,8.0,12.6,2.9
2017/1/31,3.6,6.1,1.3
2017/2/1,3.4,7.8,-0.5
2017/2/2,4.2,7.5,1.6
2017/2/3,6.2,11.5,2.9
2017/2/4,6.4,13.6,1.1
2017/2/5,6.4,8.2,4.3
2017/2/6,6.1,9.5,3.1
2017/2/7,3.7,6.3,2.0
2017/2/8,4.5,8.1,2.7
2017/2/9,2.9,4.3,1.2
2017/2/10,2.1,5.2,-0.3
2017/2/11,1.6,6.4,-0.7
2017/2/12,2.6,7.5,-0.5
2017/2/13,3.1,8.4,0.1
2017/2/14,3.3,7.9,0.8
2017/2/15,4.8,9.8,1.8
2017/2/16,6.7,14.8,0.0
2017/2/17,8.6,11.7,5.6
2017/2/18,6.8,10.9,3.6
2017/2/19,5.7,11.0,1.6
2017/2/20,7.8,15.2,3.5
2017/2/21,3.0,5.6,1.2
2017/2/22,5.7,10.6,-0.3
2017/2/23,9.4,14.0,6.0
2017/2/24,4.5,8.5,1.5
2017/2/25,5.9,11.8,0.6
2017/2/26,7.0,13.4,1.8
2017/2/27,5.5,9.5,2.3
2017/2/28,4.5,10.2,0.4
2017/3/1,6.3,13.8,0.7
2017/3/2,9.4,14.9,6.9
2017/3/3,7.5,11.5,3.5
2017/3/4,8.2,16.6,2.1
2017/3/5,10.3,16.2,3.6
2017/3/6,9.3,14.1,6.0
2017/3/7,5.4,9.4,2.0
2017/3/8,4.2,9.7,0.1
2017/3/9,5.5,10.2,0.1
2017/3/10,6.2,10.9,2.6
2017/3/11,5.9,10.7,1.7
2017/3/12,7.7,15.1,1.6
2017/3/13,9.7,14.7,5.5
2017/3/14,8.4,12.4,5.0
2017/3/15,5.9,9.4,3.4
2017/3/16,6.9,11.4,3.7
2017/3/17,6.8,12.6,2.4
2017/3/18,8.0,14.5,2.1
2017/3/19,9.8,17.4,3.0
2017/3/20,11.7,18.1,4.6
2017/3/21,9.2,11.2,7.2
2017/3/22,8.5,13.1,5.0
2017/3/23,8.9,14.0,4.3
2017/3/24,7.9,12.0,4.7
2017/3/25,7.8,13.1,2.9
2017/3/26,8.3,12.8,4.2
2017/3/27,8.3,13.1,4.7
2017/3/28,8.5,15.2,2.5
2017/3/29,10.5,17.1,4.6
2017/3/30,13.7,20.8,9.0
2017/3/31,8.1,11.4,6.0
