ダウンロードした時刻：2019/10/10 16:11:16

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,9.6,12.9,6.6
2008/12/2,10.9,15.9,7.3
2008/12/3,12.4,17.7,7.5
2008/12/4,14.1,18.3,9.5
2008/12/5,11.6,17.1,5.8
2008/12/6,3.9,6.1,1.3
2008/12/7,4.2,7.9,0.6
2008/12/8,7.6,10.6,2.8
2008/12/9,12.8,16.7,9.4
2008/12/10,12.9,16.3,9.6
2008/12/11,12.6,17.1,8.3
2008/12/12,12.2,14.9,9.2
2008/12/13,11.6,14.5,8.5
2008/12/14,9.9,12.5,7.7
2008/12/15,8.6,12.9,5.0
2008/12/16,10.4,13.8,5.7
2008/12/17,12.2,15.1,10.3
2008/12/18,11.1,14.4,8.9
2008/12/19,8.9,11.8,6.6
2008/12/20,10.5,15.3,5.7
2008/12/21,14.4,18.0,9.9
2008/12/22,9.4,14.1,6.3
2008/12/23,7.0,10.3,4.3
2008/12/24,7.1,9.8,3.4
2008/12/25,8.9,,
2008/12/26,4.0,7.7,2.3
2008/12/27,5.4,8.9,2.5
2008/12/28,7.7,11.5,4.6
2008/12/29,8.6,11.5,4.9
2008/12/30,8.4,12.6,4.2
2008/12/31,5.0,8.8,2.2
2009/1/1,4.5,8.3,2.2
2009/1/2,5.0,8.9,2.7
2009/1/3,6.3,8.8,3.7
2009/1/4,8.6,12.2,5.1
2009/1/5,8.9,12.3,5.8
2009/1/6,7.2,9.9,4.7
2009/1/7,6.3,8.4,3.9
2009/1/8,7.5,11.2,3.1
2009/1/9,8.0,10.2,6.6
2009/1/10,4.1,6.7,2.7
2009/1/11,4.0,7.7,2.2
2009/1/12,4.6,5.8,2.2
2009/1/13,3.7,7.5,0.6
2009/1/14,4.6,8.3,1.3
2009/1/15,3.7,7.1,1.4
2009/1/16,5.3,8.4,2.1
2009/1/17,7.1,10.6,4.2
2009/1/18,7.4,9.5,4.5
2009/1/19,9.1,12.2,5.4
2009/1/20,6.8,10.3,4.3
2009/1/21,6.1,8.9,4.7
2009/1/22,7.1,9.9,4.0
2009/1/23,9.3,12.4,5.6
2009/1/24,3.2,5.8,0.9
2009/1/25,4.3,7.6,1.0
2009/1/26,5.6,8.0,2.0
2009/1/27,6.7,10.0,3.1
2009/1/28,7.2,12.5,1.9
2009/1/29,11.9,16.1,6.9
2009/1/30,13.8,15.2,11.2
2009/1/31,9.8,14.0,5.6
2009/2/1,5.6,7.7,3.9
2009/2/2,5.5,8.1,2.0
2009/2/3,6.0,7.0,4.2
2009/2/4,7.3,10.5,4.5
2009/2/5,7.4,10.5,3.6
2009/2/6,7.7,11.0,4.8
2009/2/7,6.0,9.2,2.3
2009/2/8,7.6,10.5,4.2
2009/2/9,6.3,10.8,2.1
2009/2/10,7.9,12.1,5.1
2009/2/11,8.3,12.8,4.3
2009/2/12,10.0,13.0,6.1
2009/2/13,13.8,17.5,9.7
2009/2/14,15.1,18.9,9.8
2009/2/15,11.3,15.0,7.0
2009/2/16,7.6,11.2,1.9
2009/2/17,3.2,7.4,0.6
2009/2/18,5.6,9.6,2.0
2009/2/19,5.8,7.8,3.7
2009/2/20,8.3,12.8,4.4
2009/2/21,5.4,8.3,2.8
2009/2/22,7.2,11.8,2.9
2009/2/23,9.4,12.1,6.6
2009/2/24,9.6,11.1,6.9
2009/2/25,11.1,13.1,10.1
2009/2/26,9.7,13.0,7.4
2009/2/27,7.9,9.3,5.6
2009/2/28,9.4,12.4,5.5
2009/3/1,10.3,14.1,7.5
2009/3/2,6.0,8.5,3.7
2009/3/3,5.1,6.6,4.0
2009/3/4,7.8,10.3,5.8
2009/3/5,9.7,14.2,4.3
2009/3/6,12.1,15.0,9.2
2009/3/7,8.9,13.1,7.1
2009/3/8,9.4,12.3,6.2
2009/3/9,10.7,13.0,8.5
2009/3/10,11.2,16.8,6.7
2009/3/11,7.6,11.4,5.1
2009/3/12,7.7,12.5,2.8
2009/3/13,10.4,13.5,7.6
2009/3/14,8.6,14.0,4.2
2009/3/15,7.6,11.7,3.3
2009/3/16,10.8,15.3,5.6
2009/3/17,14.1,17.6,9.8
2009/3/18,15.5,20.1,9.7
2009/3/19,17.5,20.6,14.4
2009/3/20,12.6,16.7,6.8
2009/3/21,11.3,16.5,4.9
2009/3/22,15.7,18.0,12.7
2009/3/23,9.3,12.9,6.1
2009/3/24,8.7,12.8,4.7
2009/3/25,8.6,13.2,4.6
2009/3/26,8.0,11.5,3.0
2009/3/27,9.5,13.4,5.6
2009/3/28,7.4,10.2,4.3
2009/3/29,8.1,12.4,5.6
2009/3/30,9.0,13.2,5.2
2009/3/31,9.9,13.0,6.5
