ダウンロードした時刻：2019/10/10 15:49:19

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,3.7,11.7,-1.2
2000/12/2,2.1,11.0,-3.7
2000/12/3,5.4,11.8,-0.1
2000/12/4,1.4,4.6,-3.9
2000/12/5,0.8,8.0,-5.9
2000/12/6,2.3,6.9,-0.3
2000/12/7,0.0,5.7,-4.9
2000/12/8,1.4,11.4,-4.2
2000/12/9,1.5,12.5,-2.7
2000/12/10,2.4,5.8,-1.6
2000/12/11,2.4,7.6,-2.1
2000/12/12,-1.4,1.0,-3.5
2000/12/13,0.5,4.5,-1.4
2000/12/14,1.7,4.8,-0.6
2000/12/15,2.7,8.6,0.1
2000/12/16,2.9,11.8,-1.5
2000/12/17,2.8,6.6,0.1
2000/12/18,3.7,11.0,-0.7
2000/12/19,6.1,11.7,3.0
2000/12/20,5.2,11.4,-0.5
2000/12/21,4.9,8.4,1.6
2000/12/22,1.7,10.2,-3.2
2000/12/23,2.8,11.8,-5.4
2000/12/24,2.3,5.0,0.8
2000/12/25,0.1,2.1,-2.8
2000/12/26,-2.4,0.3,-3.4
2000/12/27,-2.4,0.9,-4.2
2000/12/28,-1.0,2.2,-3.9
2000/12/29,-2.5,1.6,-7.3
2000/12/30,-3.9,1.9,-8.5
2000/12/31,-0.3,1.9,-3.4
2001/1/1,-1.2,2.1,-2.9
2001/1/2,-0.3,2.7,-3.4
2001/1/3,-1.6,0.6,-3.8
2001/1/4,-3.1,0.1,-4.1
2001/1/5,-2.5,-0.4,-3.8
2001/1/6,-4.0,-0.4,-9.9
2001/1/7,-7.3,-1.9,-12.8
2001/1/8,1.3,4.5,-1.9
2001/1/9,0.6,5.4,-2.9
2001/1/10,2.3,6.5,0.4
2001/1/11,0.2,6.7,-5.1
2001/1/12,-1.8,0.0,-3.8
2001/1/13,-2.2,0.5,-4.6
2001/1/14,-5.5,-2.4,-11.2
2001/1/15,-5.4,-2.1,-9.8
2001/1/16,-5.9,-2.8,-10.1
2001/1/17,-6.3,-1.7,-10.7
2001/1/18,-6.5,-2.4,-12.4
2001/1/19,-3.8,-0.6,-6.9
2001/1/20,-6.8,-3.8,-11.0
2001/1/21,-1.7,3.1,-5.3
2001/1/22,-2.2,3.0,-7.0
2001/1/23,-2.4,2.5,-5.1
2001/1/24,-3.6,2.4,-9.6
2001/1/25,-2.9,0.1,-7.2
2001/1/26,1.2,2.8,-0.1
2001/1/27,0.4,1.0,0.1
2001/1/28,0.9,4.2,-0.9
2001/1/29,-1.4,1.2,-3.9
2001/1/30,-1.5,2.8,-5.3
2001/1/31,-1.1,3.7,-5.4
2001/2/1,0.0,2.7,-1.9
2001/2/2,-1.3,2.1,-3.7
2001/2/3,-2.1,2.4,-5.2
2001/2/4,-2.8,1.7,-8.1
2001/2/5,0.0,8.6,-5.4
2001/2/6,1.0,5.1,-1.6
2001/2/7,1.9,5.3,0.2
2001/2/8,-0.2,2.9,-5.7
2001/2/9,-3.3,1.9,-9.7
2001/2/10,-1.0,3.4,-5.1
2001/2/11,-1.2,3.2,-3.8
2001/2/12,-2.4,1.6,-5.5
2001/2/13,-4.3,0.7,-9.2
2001/2/14,-2.7,1.7,-6.2
2001/2/15,-3.7,1.7,-7.7
2001/2/16,-2.7,1.2,-7.1
2001/2/17,-3.4,3.7,-11.5
2001/2/18,1.1,8.8,-4.6
2001/2/19,1.6,6.8,-2.0
2001/2/20,0.3,6.2,-4.6
2001/2/21,1.0,9.7,-7.0
2001/2/22,4.3,13.4,-1.6
2001/2/23,2.6,12.9,-4.3
2001/2/24,2.5,4.0,0.5
2001/2/25,-1.1,2.6,-4.2
2001/2/26,-2.3,2.4,-5.8
2001/2/27,-0.3,12.1,-9.2
2001/2/28,2.0,7.0,-1.6
2001/3/1,2.3,4.4,0.7
2001/3/2,0.3,3.4,-2.8
2001/3/3,0.8,8.5,-6.6
2001/3/4,1.2,4.1,-1.8
2001/3/5,-1.4,0.7,-3.7
2001/3/6,1.9,6.9,-1.7
2001/3/7,1.1,4.5,-2.3
2001/3/8,-1.6,2.9,-4.5
2001/3/9,-2.5,1.7,-4.9
2001/3/10,-2.0,2.6,-5.4
2001/3/11,-2.6,2.3,-6.6
2001/3/12,-1.7,6.4,-9.1
2001/3/13,-1.6,3.9,-5.6
2001/3/14,2.1,12.6,-7.8
2001/3/15,4.0,9.6,0.9
2001/3/16,3.3,12.3,-3.2
2001/3/17,2.7,8.9,-2.5
2001/3/18,4.8,10.4,-0.6
2001/3/19,5.1,16.1,-2.9
2001/3/20,6.3,17.2,-2.0
2001/3/21,6.7,17.1,-0.3
2001/3/22,7.4,16.6,-1.6
2001/3/23,7.0,13.7,2.9
2001/3/24,7.7,18.1,-1.3
2001/3/25,7.7,14.1,3.7
2001/3/26,6.2,11.6,-0.6
2001/3/27,3.9,10.7,-1.9
2001/3/28,5.8,15.4,-0.5
2001/3/29,5.9,9.4,3.0
2001/3/30,2.2,6.2,-0.2
2001/3/31,0.7,5.7,-1.7
