ダウンロードした時刻：2019/10/10 15:44:15

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,6.7,8.9,4.1
1983/12/2,11.3,13.6,6.8
1983/12/3,6.7,11.8,3.5
1983/12/4,4.9,6.7,3.5
1983/12/5,6.0,10.5,3.2
1983/12/6,5.3,6.6,3.8
1983/12/7,5.7,9.1,2.9
1983/12/8,6.8,11.7,2.5
1983/12/9,8.4,13.2,3.4
1983/12/10,12.0,15.3,7.2
1983/12/11,9.3,13.7,4.0
1983/12/12,4.9,6.9,2.8
1983/12/13,10.7,13.3,4.8
1983/12/14,5.4,11.9,2.3
1983/12/15,5.2,9.0,2.1
1983/12/16,1.8,5.9,0.2
1983/12/17,1.3,4.5,-0.8
1983/12/18,0.4,1.5,-1.6
1983/12/19,2.0,4.3,-0.8
1983/12/20,1.5,3.4,0.4
1983/12/21,3.4,8.6,0.5
1983/12/22,7.0,10.5,0.3
1983/12/23,3.8,8.1,0.1
1983/12/24,1.9,5.6,-0.2
1983/12/25,1.2,3.1,-0.7
1983/12/26,0.3,3.5,-1.6
1983/12/27,1.2,5.5,-2.3
1983/12/28,2.5,7.2,-1.0
1983/12/29,1.9,4.9,0.6
1983/12/30,2.3,6.7,0.1
1983/12/31,2.0,6.2,-1.2
1984/1/1,2.6,5.0,0.2
1984/1/2,4.1,7.3,1.1
1984/1/3,5.0,8.8,3.0
1984/1/4,3.0,5.0,0.5
1984/1/5,0.4,1.9,-0.9
1984/1/6,1.0,3.8,-1.8
1984/1/7,0.6,3.9,-2.6
1984/1/8,1.1,6.1,-3.0
1984/1/9,2.5,3.8,0.6
1984/1/10,4.2,7.2,1.2
1984/1/11,1.2,3.4,-0.4
1984/1/12,0.8,5.0,-2.0
1984/1/13,3.8,6.7,1.2
1984/1/14,5.3,7.6,2.6
1984/1/15,4.7,9.4,-0.1
1984/1/16,-1.2,0.4,-2.7
1984/1/17,-0.4,1.1,-1.9
1984/1/18,0.1,2.7,-2.0
1984/1/19,-0.8,0.5,-2.8
1984/1/20,-1.1,3.3,-4.7
1984/1/21,1.2,5.8,-4.6
1984/1/22,2.6,5.3,1.0
1984/1/23,1.0,4.4,-0.6
1984/1/24,0.1,1.6,-1.0
1984/1/25,0.8,2.6,-0.9
1984/1/26,0.5,2.4,-1.3
1984/1/27,0.8,2.6,-0.6
1984/1/28,-0.3,1.6,-1.7
1984/1/29,-1.5,0.1,-2.7
1984/1/30,-0.2,3.3,-2.6
1984/1/31,0.2,1.5,-2.0
1984/2/1,2.1,5.8,-1.9
1984/2/2,2.3,5.6,-0.6
1984/2/3,-2.2,1.1,-4.9
1984/2/4,-2.2,1.1,-5.0
1984/2/5,0.0,3.4,-4.1
1984/2/6,-2.8,2.1,-4.0
1984/2/7,-3.4,-0.9,-4.7
1984/2/8,-1.4,-0.3,-2.7
1984/2/9,-0.6,2.5,-2.8
1984/2/10,-0.6,3.2,-2.6
1984/2/11,-0.4,4.4,-4.3
1984/2/12,0.1,5.6,-6.7
1984/2/13,1.5,5.3,-1.4
1984/2/14,1.5,4.9,-0.6
1984/2/15,-0.7,2.2,-1.9
1984/2/16,-0.9,2.3,-2.4
1984/2/17,-0.1,2.0,-2.4
1984/2/18,-0.5,1.5,-3.9
1984/2/19,0.1,2.2,-2.3
1984/2/20,1.5,6.7,-5.5
1984/2/21,2.6,7.2,-0.7
1984/2/22,2.4,6.0,-1.6
1984/2/23,3.4,6.0,1.8
1984/2/24,3.2,5.8,1.4
1984/2/25,2.9,5.2,0.6
1984/2/26,3.4,5.0,0.9
1984/2/27,2.1,4.6,-0.7
1984/2/28,0.7,2.9,-1.6
1984/2/29,-0.8,1.8,-2.4
1984/3/1,-0.1,3.7,-2.8
1984/3/2,1.6,6.0,-3.9
1984/3/3,2.7,5.6,0.6
1984/3/4,0.8,3.1,-0.5
1984/3/5,0.6,3.8,-2.5
1984/3/6,1.4,4.6,-0.6
1984/3/7,0.9,4.0,-0.9
1984/3/8,2.1,5.4,-0.8
1984/3/9,2.6,6.3,0.1
1984/3/10,3.2,7.2,-0.1
1984/3/11,1.6,3.1,-0.6
1984/3/12,3.2,6.4,0.8
1984/3/13,1.8,5.1,-0.2
1984/3/14,2.9,6.1,0.1
1984/3/15,4.0,7.1,-0.1
1984/3/16,5.5,9.8,2.6
1984/3/17,4.7,7.3,2.6
1984/3/18,4.3,6.9,1.8
1984/3/19,1.9,4.2,1.0
1984/3/20,3.1,6.4,1.0
1984/3/21,1.4,4.5,0.0
1984/3/22,1.6,5.0,-1.0
1984/3/23,2.1,6.7,-2.4
1984/3/24,5.2,10.1,0.6
1984/3/25,7.5,10.7,3.2
1984/3/26,3.6,8.3,0.3
1984/3/27,4.4,9.6,-1.1
1984/3/28,4.8,9.2,0.8
1984/3/29,10.9,14.5,0.8
1984/3/30,13.7,18.8,7.1
1984/3/31,6.0,12.2,4.5
