É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:15

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1980/12/1,8.3,17.1,1.8
1980/12/2,7.7,10.8,1.6
1980/12/3,13.7,18.1,10.2
1980/12/4,8.9,14.9,5.2
1980/12/5,4.3,12.0,-2.2
1980/12/6,4.6,11.2,-1.4
1980/12/7,6.5,13.7,-1.6
1980/12/8,6.3,12.0,0.6
1980/12/9,3.7,7.0,0.6
1980/12/10,3.8,11.5,-2.3
1980/12/11,5.6,11.4,-1.2
1980/12/12,5.4,8.6,1.4
1980/12/13,5.0,9.1,0.8
1980/12/14,3.3,8.2,-1.2
1980/12/15,1.4,7.2,-2.8
1980/12/16,1.1,8.5,-5.0
1980/12/17,2.3,9.5,-4.1
1980/12/18,1.8,9.0,-3.5
1980/12/19,1.9,9.0,-2.8
1980/12/20,-1.3,3.8,-4.9
1980/12/21,-0.6,6.0,-6.4
1980/12/22,0.7,7.4,-5.1
1980/12/23,2.4,5.4,-2.1
1980/12/24,5.2,6.5,2.0
1980/12/25,7.4,13.1,-0.1
1980/12/26,3.9,9.7,-1.2
1980/12/27,1.7,8.8,-4.0
1980/12/28,0.5,7.2,-6.5
1980/12/29,2.3,9.1,-2.6
1980/12/30,2.9,10.1,-2.8
1980/12/31,2.0,9.2,-4.2
1981/1/1,1.6,7.5,-5.3
1981/1/2,3.0,5.8,0.7
1981/1/3,3.4,7.8,0.1
1981/1/4,1.9,8.8,-3.3
1981/1/5,-0.4,7.0,-6.1
1981/1/6,-0.4,6.6,-6.2
1981/1/7,-0.9,4.0,-6.6
1981/1/8,0.2,7.0,-5.6
1981/1/9,1.4,9.3,-5.8
1981/1/10,2.2,9.5,-4.4
1981/1/11,0.4,6.4,-5.5
1981/1/12,-1.7,5.1,-7.3
1981/1/13,-2.7,3.0,-8.5
1981/1/14,-1.1,6.1,-7.2
1981/1/15,0.6,6.6,-7.5
1981/1/16,0.9,6.3,-4.2
1981/1/17,-0.8,6.6,-7.4
1981/1/18,-0.9,5.6,-7.3
1981/1/19,-0.5,8.2,-7.2
1981/1/20,-1.1,6.7,-6.9
1981/1/21,-1.3,5.2,-7.9
1981/1/22,-1.7,4.6,-8.4
1981/1/23,-0.2,7.4,-8.2
1981/1/24,2.6,7.6,-4.1
1981/1/25,2.8,10.0,-2.8
1981/1/26,0.2,7.0,-5.4
1981/1/27,-1.7,5.6,-9.1
1981/1/28,-1.2,6.2,-8.4
1981/1/29,0.2,9.4,-8.9
1981/1/30,-0.3,6.7,-6.9
1981/1/31,0.1,8.3,-8.1
1981/2/1,0.4,2.0,-1.9
1981/2/2,0.8,6.7,-3.4
1981/2/3,0.2,3.5,-3.9
1981/2/4,1.5,6.4,-4.8
1981/2/5,1.7,8.9,-6.1
1981/2/6,2.2,8.8,-5.3
1981/2/7,2.8,8.9,-2.8
1981/2/8,3.0,10.1,-4.9
1981/2/9,3.0,11.4,-4.9
1981/2/10,3.1,11.2,-5.0
1981/2/11,0.9,7.1,-4.0
1981/2/12,1.6,10.0,-7.3
1981/2/13,5.8,12.7,-3.4
1981/2/14,8.6,14.5,3.2
1981/2/15,7.0,9.0,5.5
1981/2/16,8.5,16.0,1.3
1981/2/17,0.8,7.3,-3.0
1981/2/18,0.4,5.5,-5.6
1981/2/19,4.3,12.1,-0.6
1981/2/20,1.9,4.7,-4.0
1981/2/21,2.5,9.5,-2.7
1981/2/22,1.6,7.2,-6.4
1981/2/23,1.6,3.8,0.2
1981/2/24,1.6,3.8,-1.3
1981/2/25,0.3,6.5,-4.3
1981/2/26,-3.2,2.6,-7.7
1981/2/27,-3.1,2.4,-9.7
1981/2/28,-0.1,6.9,-8.9
1981/3/1,2.4,9.6,-3.7
1981/3/2,2.9,9.3,-2.8
1981/3/3,4.1,9.8,-3.6
1981/3/4,6.0,9.1,3.2
1981/3/5,5.7,13.1,0.8
1981/3/6,3.9,11.7,-1.5
1981/3/7,2.1,8.8,-4.7
1981/3/8,6.7,14.6,-0.3
1981/3/9,2.5,4.3,0.6
1981/3/10,2.5,7.9,-2.3
1981/3/11,2.1,8.5,-4.7
1981/3/12,6.3,12.9,1.4
1981/3/13,8.9,16.9,-0.9
1981/3/14,7.4,8.9,4.9
1981/3/15,9.6,15.7,4.9
1981/3/16,5.8,12.5,-0.8
1981/3/17,3.8,10.7,-2.4
1981/3/18,6.8,15.4,-2.4
1981/3/19,11.3,18.9,1.8
1981/3/20,12.6,20.0,8.4
1981/3/21,9.9,13.9,6.1
1981/3/22,11.3,18.3,6.8
1981/3/23,9.2,15.8,2.0
1981/3/24,6.2,13.1,-1.8
1981/3/25,6.4,8.1,4.5
1981/3/26,9.8,16.0,4.5
1981/3/27,6.7,13.7,0.3
1981/3/28,6.0,12.4,-1.4
1981/3/29,9.5,15.0,5.6
1981/3/30,7.5,12.2,5.2
1981/3/31,3.9,6.6,0.6
