É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:40:18

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1990/1/1,3.1,9.2,-2.5
1990/1/2,2.5,9.1,-3.0
1990/1/3,4.3,10.9,-1.1
1990/1/4,3.7,8.8,-0.4
1990/1/5,3.6,10.7,-2.3
1990/1/6,5.2,14.6,-2.2
1990/1/7,4.0,8.2,-0.2
1990/1/8,4.4,10.2,-0.4
1990/1/9,3.2,10.5,-1.4
1990/1/10,5.4,8.4,0.8
1990/1/11,8.5,12.5,4.2
1990/1/12,5.8,11.3,2.8
1990/1/13,4.4,9.3,0.1
1990/1/14,2.1,7.0,-1.3
1990/1/15,4.7,9.1,-1.9
1990/1/16,0.6,3.7,0.0
1990/1/17,0.3,5.9,-4.2
1990/1/18,1.7,6.9,-3.2
1990/1/19,3.1,7.2,-0.4
1990/1/20,2.8,6.6,-1.1
1990/1/21,0.8,6.0,-3.4
1990/1/22,2.6,8.4,-3.5
1990/1/23,2.0,4.8,0.0
1990/1/24,1.9,7.7,-1.1
1990/1/25,0.9,6.0,-2.2
1990/1/26,0.5,5.1,-2.5
1990/1/27,0.0,6.0,-5.3
1990/1/28,1.6,7.1,-3.7
1990/1/29,1.6,6.5,-2.7
1990/1/30,6.1,10.7,-1.2
1990/1/31,0.4,3.1,-0.4
1990/2/1,0.1,1.0,-1.4
1990/2/2,-1.1,3.5,-6.0
1990/2/3,2.0,5.6,-1.6
1990/2/4,3.5,5.7,1.6
1990/2/5,3.0,7.0,0.5
1990/2/6,3.6,5.7,0.7
1990/2/7,5.8,9.3,2.5
1990/2/8,7.0,12.2,0.7
1990/2/9,4.3,6.8,0.8
1990/2/10,3.8,9.0,-1.1
1990/2/11,7.3,11.4,3.3
1990/2/12,10.1,16.9,5.8
1990/2/13,6.2,11.7,2.9
1990/2/14,3.2,6.0,1.0
1990/2/15,4.1,6.6,0.8
1990/2/16,5.3,6.5,3.1
1990/2/17,7.7,13.2,2.1
1990/2/18,7.9,13.6,1.8
1990/2/19,6.4,7.5,5.4
1990/2/20,8.1,11.1,6.1
1990/2/21,11.4,18.5,5.7
1990/2/22,10.9,17.0,3.8
1990/2/23,9.8,11.2,9.0
1990/2/24,12.9,20.8,9.3
1990/2/25,9.9,11.9,9.0
1990/2/26,7.9,9.2,7.1
1990/2/27,7.4,9.6,5.4
1990/2/28,7.0,11.5,4.0
1990/3/1,6.8,9.2,3.6
1990/3/2,6.9,8.2,5.9
1990/3/3,6.8,7.9,5.5
1990/3/4,9.6,14.7,6.6
1990/3/5,8.4,13.0,6.0
1990/3/6,7.9,13.9,3.2
1990/3/7,7.1,14.7,1.1
1990/3/8,5.1,9.9,1.7
1990/3/9,9.1,15.4,3.8
1990/3/10,10.1,17.7,2.3
1990/3/11,10.8,17.4,2.7
1990/3/12,9.7,18.5,4.5
1990/3/13,6.1,10.3,3.7
1990/3/14,8.5,14.2,1.0
1990/3/15,11.2,20.0,5.9
1990/3/16,10.0,15.9,5.6
1990/3/17,9.6,15.4,3.3
1990/3/18,6.4,9.0,4.5
1990/3/19,9.9,16.4,4.4
1990/3/20,11.0,20.3,2.8
1990/3/21,8.9,14.4,4.5
1990/3/22,9.5,17.6,0.6
1990/3/23,12.4,19.9,5.7
1990/3/24,14.0,22.9,8.9
1990/3/25,7.7,11.7,4.1
1990/3/26,6.3,11.8,2.9
1990/3/27,9.4,17.6,0.5
1990/3/28,12.1,17.1,6.7
1990/3/29,8.5,9.5,7.7
1990/3/30,10.9,14.7,7.8
1990/3/31,9.8,10.7,8.8
1990/4/1,16.1,22.2,8.5
1990/4/2,14.1,20.8,10.3
1990/4/3,15.3,22.8,7.2
1990/4/4,15.0,19.3,10.9
1990/4/5,8.6,12.9,3.8
1990/4/6,8.6,15.0,1.7
1990/4/7,11.1,16.5,3.2
1990/4/8,12.5,19.0,8.2
1990/4/9,14.1,21.0,5.9
1990/4/10,16.0,24.5,8.4
1990/4/11,14.9,22.4,9.1
1990/4/12,15.1,23.6,7.8
1990/4/13,13.4,14.7,11.5
1990/4/14,13.8,19.0,11.9
1990/4/15,11.4,14.8,8.4
1990/4/16,8.1,9.0,7.5
1990/4/17,9.3,12.3,6.3
1990/4/18,9.5,14.3,6.7
1990/4/19,11.2,17.3,5.7
1990/4/20,11.7,14.9,7.7
1990/4/21,11.3,12.0,10.0
1990/4/22,15.2,18.4,11.6
1990/4/23,16.6,21.5,13.2
1990/4/24,13.5,20.6,8.3
1990/4/25,12.4,19.4,4.2
1990/4/26,14.7,20.6,9.8
1990/4/27,16.6,22.8,10.3
1990/4/28,18.8,25.5,14.4
1990/4/29,15.5,22.0,10.6
1990/4/30,13.6,19.0,7.8
1990/5/1,14.9,21.1,10.0
