ダウンロードした時刻：2019/10/10 15:39:31

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,5.0,8.5,0.9
2015/12/2,4.0,9.5,-1.3
2015/12/3,7.4,11.4,4.5
2015/12/4,3.5,5.6,2.4
2015/12/5,4.9,7.1,2.6
2015/12/6,4.4,6.8,2.7
2015/12/7,3.8,8.8,1.3
2015/12/8,3.4,8.3,0.2
2015/12/9,2.7,10.3,-2.4
2015/12/10,1.9,4.6,-1.6
2015/12/11,5.4,8.9,3.1
2015/12/12,6.5,11.3,1.7
2015/12/13,2.4,4.6,0.0
2015/12/14,5.2,8.0,2.5
2015/12/15,8.1,12.6,3.5
2015/12/16,9.0,13.1,6.5
2015/12/17,3.5,6.6,1.7
2015/12/18,3.3,6.6,-0.1
2015/12/19,2.6,4.6,1.3
2015/12/20,4.1,7.9,0.5
2015/12/21,2.3,5.7,-1.0
2015/12/22,4.7,7.3,0.6
2015/12/23,2.6,6.9,-2.3
2015/12/24,5.8,10.6,2.8
2015/12/25,3.9,9.4,1.5
2015/12/26,3.1,6.9,-1.2
2015/12/27,-0.9,4.7,-3.8
2015/12/28,0.2,4.0,-4.4
2015/12/29,0.0,1.5,-2.4
2015/12/30,0.6,5.6,-3.2
2015/12/31,-0.1,2.4,-1.8
2016/1/1,2.0,5.0,-2.3
2016/1/2,5.7,8.9,2.6
2016/1/3,6.6,10.9,3.8
2016/1/4,6.5,13.3,3.0
2016/1/5,2.6,4.9,0.8
2016/1/6,2.3,6.0,-0.6
2016/1/7,1.3,3.2,-0.4
2016/1/8,2.1,5.2,0.2
2016/1/9,1.2,3.8,-0.9
2016/1/10,2.1,5.6,-0.3
2016/1/11,-0.2,0.8,-1.0
2016/1/12,-0.4,2.4,-2.3
2016/1/13,1.3,5.9,-2.3
2016/1/14,0.3,2.7,-2.8
2016/1/15,-1.3,2.3,-2.7
2016/1/16,-1.7,1.1,-3.5
2016/1/17,-0.8,2.8,-4.7
2016/1/18,0.0,2.3,-1.3
2016/1/19,0.4,4.0,-1.8
2016/1/20,-0.8,2.5,-4.1
2016/1/21,-0.2,2.9,-3.1
2016/1/22,-1.0,2.4,-4.3
2016/1/23,-1.4,1.5,-4.3
2016/1/24,-2.2,0.2,-3.7
2016/1/25,-1.7,0.1,-4.3
2016/1/26,1.8,5.4,-1.3
2016/1/27,3.1,6.0,0.9
2016/1/28,1.8,4.8,0.2
2016/1/29,-0.8,1.1,-2.4
2016/1/30,-1.2,0.3,-2.5
2016/1/31,0.1,3.6,-2.4
2016/2/1,-0.6,1.7,-2.5
2016/2/2,-0.2,2.7,-1.9
2016/2/3,-0.4,2.9,-2.6
2016/2/4,1.3,6.2,-3.7
2016/2/5,1.3,3.6,-1.2
2016/2/6,-0.4,2.2,-2.1
2016/2/7,-1.9,2.3,-4.9
2016/2/8,-1.1,4.7,-6.3
2016/2/9,0.2,4.5,-3.9
2016/2/10,-0.6,1.1,-1.6
2016/2/11,0.8,4.9,-3.0
2016/2/12,0.4,6.3,-6.0
2016/2/13,3.6,7.6,1.0
2016/2/14,7.4,15.5,2.2
2016/2/15,0.9,6.3,-3.4
2016/2/16,-0.3,3.2,-4.0
2016/2/17,-0.1,2.2,-2.8
2016/2/18,2.8,8.5,-2.3
2016/2/19,3.9,9.2,-2.7
2016/2/20,4.2,7.4,1.8
2016/2/21,4.8,9.8,1.1
2016/2/22,1.5,5.7,-0.8
2016/2/23,3.5,11.2,-1.9
2016/2/24,-0.6,3.0,-2.9
2016/2/25,-0.6,3.1,-3.3
2016/2/26,0.8,3.8,-1.6
2016/2/27,2.4,7.1,-0.5
2016/2/28,3.6,9.1,-1.2
2016/2/29,3.0,7.3,-0.9
2016/3/1,-1.4,0.9,-2.5
2016/3/2,0.7,5.2,-2.9
2016/3/3,3.7,8.2,-0.8
2016/3/4,2.7,8.6,-2.2
2016/3/5,4.0,12.2,-2.4
2016/3/6,8.9,15.5,3.2
2016/3/7,7.9,10.1,5.8
2016/3/8,9.5,15.1,5.5
2016/3/9,3.7,5.7,2.1
2016/3/10,1.7,4.9,-0.8
2016/3/11,0.9,5.4,-1.9
2016/3/12,1.0,6.7,-3.2
2016/3/13,3.5,9.8,-2.6
2016/3/14,3.8,6.4,1.7
2016/3/15,3.8,7.8,1.5
2016/3/16,8.3,14.1,2.8
2016/3/17,9.9,18.0,0.4
2016/3/18,11.1,21.3,2.7
2016/3/19,10.2,15.7,7.0
2016/3/20,6.6,10.2,2.5
2016/3/21,4.8,9.9,1.8
2016/3/22,8.3,13.3,4.0
2016/3/23,6.0,10.3,2.5
2016/3/24,3.9,8.6,1.4
2016/3/25,2.7,8.2,-0.8
2016/3/26,4.6,9.8,0.5
2016/3/27,5.8,15.1,-2.1
2016/3/28,7.5,15.1,1.1
2016/3/29,8.5,17.9,0.1
2016/3/30,10.0,18.5,4.5
2016/3/31,9.3,16.4,1.5
