ダウンロードした時刻：2019/10/10 15:53:47

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,8.1,13.8,4.3
1981/12/2,3.2,6.5,0.9
1981/12/3,3.9,9.3,-0.9
1981/12/4,3.9,11.0,-1.5
1981/12/5,5.6,11.6,-1.0
1981/12/6,6.8,13.0,2.9
1981/12/7,5.7,10.2,1.2
1981/12/8,6.2,12.2,1.1
1981/12/9,6.4,10.6,2.9
1981/12/10,6.2,11.3,2.1
1981/12/11,6.9,12.5,1.1
1981/12/12,8.2,12.8,2.7
1981/12/13,5.0,9.2,2.1
1981/12/14,2.1,5.6,0.0
1981/12/15,1.5,4.8,-0.5
1981/12/16,3.2,9.3,-2.1
1981/12/17,4.7,10.9,-0.5
1981/12/18,4.5,11.4,-1.1
1981/12/19,5.1,7.3,1.4
1981/12/20,4.9,7.2,1.5
1981/12/21,5.8,11.6,0.4
1981/12/22,5.7,12.5,0.2
1981/12/23,6.7,12.5,1.2
1981/12/24,6.2,9.1,2.2
1981/12/25,3.6,9.2,-0.9
1981/12/26,5.7,12.0,-0.9
1981/12/27,7.8,15.4,1.1
1981/12/28,9.0,16.4,3.1
1981/12/29,7.4,9.4,5.0
1981/12/30,7.2,11.3,4.3
1981/12/31,5.0,7.3,2.8
1982/1/1,4.8,10.6,1.2
1982/1/2,4.3,10.2,0.0
1982/1/3,5.0,10.7,-1.1
1982/1/4,8.4,11.2,4.8
1982/1/5,9.2,14.1,5.0
1982/1/6,5.4,10.2,1.7
1982/1/7,2.3,6.7,-1.0
1982/1/8,1.0,6.5,-3.2
1982/1/9,3.0,8.1,-2.3
1982/1/10,5.0,10.6,0.3
1982/1/11,5.2,11.9,-1.3
1982/1/12,7.1,9.8,4.8
1982/1/13,4.4,8.7,1.4
1982/1/14,3.9,7.8,1.1
1982/1/15,4.4,8.2,1.6
1982/1/16,3.8,8.6,-0.3
1982/1/17,2.6,7.2,-1.3
1982/1/18,-0.8,2.9,-4.2
1982/1/19,0.9,5.3,-1.7
1982/1/20,1.8,6.0,-1.8
1982/1/21,3.5,8.3,-2.3
1982/1/22,7.6,12.6,1.8
1982/1/23,5.6,10.9,1.6
1982/1/24,3.7,8.7,-0.6
1982/1/25,4.4,7.8,2.4
1982/1/26,4.1,9.8,-0.5
1982/1/27,4.2,9.7,-0.7
1982/1/28,3.1,7.9,-0.2
1982/1/29,-0.6,3.8,-3.1
1982/1/30,0.0,5.1,-4.9
1982/1/31,2.1,7.0,-2.7
1982/2/1,2.9,7.0,0.0
1982/2/2,1.7,6.1,-1.5
1982/2/3,2.9,7.2,-3.0
1982/2/4,3.9,6.9,1.6
1982/2/5,2.5,7.2,-0.9
1982/2/6,2.6,9.2,-1.5
1982/2/7,0.6,4.8,-1.9
1982/2/8,1.2,5.9,-3.2
1982/2/9,2.5,6.8,-3.3
1982/2/10,2.8,7.4,-0.4
1982/2/11,3.7,9.0,-2.1
1982/2/12,5.5,11.5,1.0
1982/2/13,5.0,11.6,-0.5
1982/2/14,3.4,9.0,0.0
1982/2/15,2.9,8.6,-1.6
1982/2/16,5.6,12.7,-1.9
1982/2/17,2.8,5.8,0.8
1982/2/18,6.1,13.0,0.2
1982/2/19,6.4,9.3,2.6
1982/2/20,10.1,13.5,7.3
1982/2/21,8.0,11.7,4.9
1982/2/22,7.0,11.1,3.9
1982/2/23,7.0,13.2,2.8
1982/2/24,5.8,9.8,3.6
1982/2/25,4.1,9.7,1.6
1982/2/26,2.7,7.5,-0.3
1982/2/27,5.0,10.7,-1.5
1982/2/28,7.0,12.4,0.2
1982/3/1,6.3,9.5,4.8
1982/3/2,4.2,9.5,0.5
1982/3/3,3.8,9.3,-1.0
1982/3/4,6.9,14.3,-1.2
1982/3/5,8.8,11.3,5.7
1982/3/6,9.0,13.3,5.0
1982/3/7,4.7,9.6,1.7
1982/3/8,4.8,10.6,-0.6
1982/3/9,6.1,12.1,0.2
1982/3/10,7.7,15.2,0.1
1982/3/11,10.3,18.1,2.0
1982/3/12,9.5,13.2,3.6
1982/3/13,11.6,19.0,7.0
1982/3/14,10.4,15.0,4.2
1982/3/15,12.0,14.3,9.2
1982/3/16,14.0,19.8,10.4
1982/3/17,12.3,17.5,7.6
1982/3/18,10.4,15.5,5.8
1982/3/19,8.5,13.1,3.3
1982/3/20,9.3,11.9,7.1
1982/3/21,10.4,14.4,8.3
1982/3/22,12.1,20.1,4.7
1982/3/23,14.9,22.8,5.9
1982/3/24,10.3,16.6,3.3
1982/3/25,4.7,9.8,2.1
1982/3/26,4.8,10.5,0.0
1982/3/27,7.0,13.8,0.8
1982/3/28,8.5,17.2,1.4
1982/3/29,9.6,17.6,1.9
1982/3/30,12.5,19.6,4.2
1982/3/31,11.8,15.0,8.2
