ダウンロードした時刻：2017/07/24 15:39:11

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,0.0,6.9,-4.8
1988/1/2,3.3,10.1,-2.8
1988/1/3,2.1,5.4,-2.3
1988/1/4,0.2,3.1,-3.9
1988/1/5,-0.2,2.4,-1.0
1988/1/6,-0.7,3.4,-3.6
1988/1/7,0.9,6.3,-5.5
1988/1/8,4.9,10.7,1.8
1988/1/9,0.1,3.7,-1.8
1988/1/10,-2.4,-0.4,-3.5
1988/1/11,-0.9,2.8,-5.2
1988/1/12,0.1,4.5,-3.7
1988/1/13,1.3,7.7,-3.9
1988/1/14,0.8,7.4,-3.6
1988/1/15,2.1,6.4,-3.0
1988/1/16,2.4,6.7,0.0
1988/1/17,0.5,4.8,-2.5
1988/1/18,-2.0,0.5,-4.1
1988/1/19,-2.2,2.5,-6.6
1988/1/20,-0.9,5.2,-6.4
1988/1/21,2.9,9.0,-5.1
1988/1/22,3.8,7.8,0.5
1988/1/23,2.7,8.9,-1.9
1988/1/24,-2.4,0.0,-4.5
1988/1/25,-0.6,6.9,-5.8
1988/1/26,0.5,5.3,-1.8
1988/1/27,1.2,5.2,-1.6
1988/1/28,0.5,5.1,-2.8
1988/1/29,1.9,12.2,-4.7
1988/1/30,-0.4,2.7,-2.2
1988/1/31,-0.1,4.1,-2.4
1988/2/1,-0.3,4.6,-3.0
1988/2/2,0.9,9.8,-5.1
1988/2/3,-5.3,-2.0,-6.8
1988/2/4,-2.9,1.5,-8.1
1988/2/5,1.8,7.4,-3.8
1988/2/6,2.1,5.4,-0.4
1988/2/7,-3.4,-0.4,-5.1
1988/2/8,-3.4,1.1,-6.0
1988/2/9,-2.1,3.7,-7.0
1988/2/10,-2.8,-0.4,-4.6
1988/2/11,-2.1,1.1,-5.3
1988/2/12,0.1,6.9,-4.7
1988/2/13,-0.7,2.6,-3.1
1988/2/14,-2.5,0.3,-4.2
1988/2/15,-3.8,0.7,-6.4
1988/2/16,-4.3,-1.5,-5.8
1988/2/17,-4.0,0.0,-7.6
1988/2/18,-3.8,1.6,-7.8
1988/2/19,-3.8,0.0,-6.4
1988/2/20,-3.2,2.9,-7.9
1988/2/21,-3.3,-1.0,-5.1
1988/2/22,-1.4,5.1,-7.8
1988/2/23,-0.3,1.7,-4.0
1988/2/24,0.0,2.3,-1.9
1988/2/25,-0.4,4.2,-4.6
1988/2/26,1.5,6.2,-1.9
1988/2/27,-0.8,1.6,-2.5
1988/2/28,-0.2,5.3,-5.0
1988/2/29,1.7,6.6,-3.0
1988/3/1,2.5,5.6,0.0
1988/3/2,2.7,3.9,1.2
1988/3/3,0.7,5.0,-3.3
1988/3/4,-2.1,1.7,-4.4
1988/3/5,0.3,6.0,-4.6
1988/3/6,0.4,7.0,-3.3
1988/3/7,-0.8,2.9,-3.3
1988/3/8,0.0,6.9,-5.8
1988/3/9,-0.2,4.9,-2.9
1988/3/10,1.9,8.2,-2.6
1988/3/11,6.9,14.5,-3.1
1988/3/12,9.2,16.2,3.8
1988/3/13,6.2,13.0,0.2
1988/3/14,7.3,14.4,-0.3
1988/3/15,1.7,6.5,-3.8
1988/3/16,-1.4,2.9,-6.4
1988/3/17,0.2,3.2,-2.9
1988/3/18,3.8,5.2,1.8
1988/3/19,4.2,12.4,-0.5
1988/3/20,2.2,5.6,-0.2
1988/3/21,4.0,7.7,-0.7
1988/3/22,5.3,8.3,2.8
1988/3/23,4.6,7.0,0.8
1988/3/24,0.9,5.2,-1.8
1988/3/25,3.3,9.2,-2.9
1988/3/26,1.2,4.2,0.1
1988/3/27,1.2,4.3,-1.6
1988/3/28,4.6,12.5,-3.7
1988/3/29,5.5,9.3,3.2
1988/3/30,5.1,6.6,3.4
1988/3/31,4.8,7.7,3.6
1988/4/1,6.4,13.3,2.0
1988/4/2,7.6,12.5,2.0
1988/4/3,7.0,15.6,1.5
1988/4/4,7.8,14.1,2.6
1988/4/5,9.3,14.9,3.4
1988/4/6,6.3,12.9,2.9
1988/4/7,2.4,6.7,0.2
1988/4/8,2.4,4.2,0.9
1988/4/9,3.5,9.9,-1.1
1988/4/10,5.2,12.6,-1.8
1988/4/11,8.8,17.9,-0.5
1988/4/12,12.0,16.2,5.6
1988/4/13,11.8,14.6,8.7
1988/4/14,10.2,21.4,4.3
1988/4/15,8.0,14.6,2.0
1988/4/16,8.2,14.6,1.9
1988/4/17,11.9,20.5,2.1
1988/4/18,12.9,16.9,10.0
1988/4/19,11.8,16.9,6.7
1988/4/20,12.0,18.9,7.0
1988/4/21,14.4,20.9,6.3
1988/4/22,10.9,16.3,7.0
1988/4/23,8.8,14.8,4.8
1988/4/24,6.5,13.1,1.9
1988/4/25,10.2,18.1,1.2
1988/4/26,13.4,22.5,5.5
1988/4/27,14.4,23.2,7.3
1988/4/28,16.5,25.3,6.7
1988/4/29,15.5,17.7,12.9
1988/4/30,15.9,21.6,12.2
1988/5/1,19.3,28.7,9.0
