ダウンロードした時刻：2019/10/10 16:23:14

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,11.2,16.3,5.5
2001/12/2,12.6,17.6,8.9
2001/12/3,14.1,20.6,7.6
2001/12/4,14.5,17.4,11.8
2001/12/5,12.8,16.9,8.0
2001/12/6,10.3,12.2,9.2
2001/12/7,7.9,10.8,4.0
2001/12/8,9.7,15.1,4.2
2001/12/9,11.4,15.5,6.7
2001/12/10,11.3,12.6,10.2
2001/12/11,12.0,14.0,11.0
2001/12/12,13.8,19.1,8.6
2001/12/13,11.2,19.3,6.1
2001/12/14,7.2,9.8,6.1
2001/12/15,7.0,9.2,2.5
2001/12/16,7.6,11.1,2.9
2001/12/17,7.4,9.3,6.2
2001/12/18,9.6,12.3,6.8
2001/12/19,9.1,13.1,4.2
2001/12/20,7.4,13.0,1.8
2001/12/21,7.7,10.3,5.8
2001/12/22,6.4,7.2,5.1
2001/12/23,7.0,9.9,4.4
2001/12/24,6.6,9.4,4.3
2001/12/25,6.9,9.6,2.8
2001/12/26,8.9,11.3,7.4
2001/12/27,8.7,10.9,6.4
2001/12/28,8.0,8.9,7.2
2001/12/29,9.3,11.5,7.2
2001/12/30,8.0,10.5,6.2
2001/12/31,6.6,11.7,1.0
2002/1/1,7.9,12.4,3.7
2002/1/2,3.8,5.0,2.1
2002/1/3,5.7,8.4,3.0
2002/1/4,11.4,15.2,3.4
2002/1/5,10.2,12.6,4.9
2002/1/6,6.3,12.5,1.1
2002/1/7,9.0,15.6,2.3
2002/1/8,5.5,7.2,4.7
2002/1/9,6.4,10.3,2.2
2002/1/10,9.8,15.3,1.1
2002/1/11,11.8,15.6,4.7
2002/1/12,9.8,18.0,3.5
2002/1/13,12.7,14.9,7.9
2002/1/14,15.4,17.5,12.3
2002/1/15,17.7,19.1,16.5
2002/1/16,15.7,19.3,12.1
2002/1/17,10.7,12.3,9.4
2002/1/18,9.7,11.7,8.2
2002/1/19,9.2,12.6,6.9
2002/1/20,8.7,11.0,4.9
2002/1/21,8.0,10.7,4.8
2002/1/22,5.5,7.7,3.5
2002/1/23,5.2,6.8,3.8
2002/1/24,5.8,9.4,2.2
2002/1/25,6.6,10.3,2.4
2002/1/26,9.0,10.5,6.7
2002/1/27,8.5,10.3,6.2
2002/1/28,6.4,8.5,5.4
2002/1/29,5.1,7.0,3.8
2002/1/30,6.8,9.5,4.9
2002/1/31,4.4,6.6,0.6
2002/2/1,5.0,10.4,0.0
2002/2/2,8.1,12.5,4.1
2002/2/3,9.7,13.4,6.3
2002/2/4,9.1,13.4,4.8
2002/2/5,9.0,13.4,6.0
2002/2/6,8.9,15.7,3.6
2002/2/7,9.3,14.1,1.5
2002/2/8,9.3,17.3,0.3
2002/2/9,8.4,11.5,5.8
2002/2/10,7.0,9.6,5.3
2002/2/11,6.5,8.7,4.5
2002/2/12,6.2,10.0,2.4
2002/2/13,7.5,12.3,1.2
2002/2/14,8.0,11.3,4.4
2002/2/15,6.8,11.9,2.4
2002/2/16,7.3,14.2,0.0
2002/2/17,11.4,14.0,8.4
2002/2/18,7.1,9.4,5.0
2002/2/19,5.0,8.5,0.4
2002/2/20,5.8,14.3,-2.0
2002/2/21,10.7,16.8,1.6
2002/2/22,12.3,16.0,7.5
2002/2/23,10.3,15.0,5.1
2002/2/24,10.7,14.5,6.5
2002/2/25,9.1,15.6,3.6
2002/2/26,9.4,14.0,4.0
2002/2/27,11.6,12.7,9.9
2002/2/28,11.5,12.8,7.9
2002/3/1,11.2,15.7,5.9
2002/3/2,10.6,12.0,7.7
2002/3/3,11.0,14.7,6.7
2002/3/4,10.5,15.2,4.3
2002/3/5,11.8,17.5,9.4
2002/3/6,9.1,12.5,6.8
2002/3/7,8.1,10.8,6.0
2002/3/8,8.6,12.9,3.3
2002/3/9,9.4,16.8,1.9
2002/3/10,13.1,19.6,4.3
2002/3/11,11.5,16.9,4.8
2002/3/12,11.0,18.0,3.8
2002/3/13,12.0,18.5,4.1
2002/3/14,16.3,17.4,14.0
2002/3/15,14.8,18.9,12.0
2002/3/16,13.1,17.7,7.9
2002/3/17,12.7,18.3,6.0
2002/3/18,13.2,15.6,6.6
2002/3/19,12.0,18.0,4.1
2002/3/20,15.4,20.1,8.7
2002/3/21,14.4,17.7,10.3
2002/3/22,10.2,12.9,8.2
2002/3/23,11.2,14.1,8.3
2002/3/24,9.8,12.2,7.2
2002/3/25,10.3,13.5,6.1
2002/3/26,14.7,17.6,9.6
2002/3/27,14.0,18.2,9.2
2002/3/28,13.7,18.4,6.5
2002/3/29,15.4,18.3,12.9
2002/3/30,14.0,19.4,9.1
2002/3/31,14.3,19.6,9.0
