É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:15

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1990/12/1,8.4,11.0,6.2
1990/12/2,7.5,10.8,4.6
1990/12/3,1.6,4.6,-1.7
1990/12/4,3.3,5.8,0.2
1990/12/5,5.9,9.9,-0.4
1990/12/6,9.0,11.8,4.4
1990/12/7,9.9,13.3,5.9
1990/12/8,6.2,9.1,2.4
1990/12/9,6.8,10.3,3.6
1990/12/10,2.9,5.7,0.6
1990/12/11,-1.7,1.2,-5.9
1990/12/12,-1.2,3.9,-7.2
1990/12/13,1.6,4.7,-2.1
1990/12/14,4.2,7.1,-0.8
1990/12/15,-3.1,4.0,-4.5
1990/12/16,-3.2,-1.9,-6.0
1990/12/17,-1.6,0.6,-5.8
1990/12/18,1.0,4.1,-0.9
1990/12/19,-0.9,0.9,-2.2
1990/12/20,-0.3,2.5,-3.8
1990/12/21,2.3,5.3,-3.1
1990/12/22,5.9,8.5,0.7
1990/12/23,2.7,6.0,-0.9
1990/12/24,-2.1,-0.1,-3.7
1990/12/25,-0.6,1.3,-3.0
1990/12/26,0.8,2.6,-0.4
1990/12/27,0.9,2.6,-0.4
1990/12/28,-1.8,0.3,-5.1
1990/12/29,-3.0,1.5,-7.3
1990/12/30,-0.9,0.1,-3.4
1990/12/31,-0.3,4.1,-4.2
1991/1/1,-0.3,2.5,-4.4
1991/1/2,0.2,2.0,-3.3
1991/1/3,-4.6,-2.7,-6.4
1991/1/4,-5.6,-3.7,-6.8
1991/1/5,-2.5,2.0,-6.2
1991/1/6,-2.6,0.8,-5.8
1991/1/7,-0.5,2.3,-5.3
1991/1/8,0.2,3.4,-1.8
1991/1/9,-0.3,1.8,-2.5
1991/1/10,0.8,3.9,-0.5
1991/1/11,0.3,3.3,-3.0
1991/1/12,-0.2,2.8,-4.5
1991/1/13,-0.4,3.8,-3.9
1991/1/14,-1.5,2.7,-6.1
1991/1/15,-0.3,2.6,-2.8
1991/1/16,-1.4,2.4,-5.1
1991/1/17,-1.9,1.5,-7.2
1991/1/18,0.0,1.1,-2.9
1991/1/19,-0.2,2.7,-3.5
1991/1/20,2.5,4.4,0.6
1991/1/21,0.0,3.4,-3.2
1991/1/22,-4.2,-2.9,-5.7
1991/1/23,-4.4,-1.6,-7.1
1991/1/24,-0.9,2.0,-3.1
1991/1/25,1.4,4.1,-2.0
1991/1/26,2.1,3.7,0.2
1991/1/27,-0.5,1.8,-2.6
1991/1/28,-1.7,1.4,-4.4
1991/1/29,-3.2,-0.1,-5.1
1991/1/30,-4.4,-1.9,-6.5
1991/1/31,-3.1,-0.2,-6.0
1991/2/1,-3.3,-0.5,-5.5
1991/2/2,-3.6,-0.9,-6.6
1991/2/3,-2.0,2.2,-5.8
1991/2/4,-2.8,0.6,-5.4
1991/2/5,-2.6,1.1,-7.0
1991/2/6,-2.0,1.2,-6.4
1991/2/7,-1.3,1.2,-4.3
1991/2/8,-2.8,0.7,-8.0
1991/2/9,-3.8,-1.0,-6.7
1991/2/10,0.6,3.9,-2.5
1991/2/11,0.0,2.9,-3.4
1991/2/12,-2.4,-0.5,-3.8
1991/2/13,-0.9,2.1,-4.2
1991/2/14,-0.8,1.7,-6.3
1991/2/15,-1.3,3.0,-6.5
1991/2/16,-1.5,-0.6,-2.5
1991/2/17,-3.4,-1.2,-8.1
1991/2/18,-7.8,-4.0,-11.3
1991/2/19,-9.9,-6.2,-13.2
1991/2/20,-8.6,-3.2,-16.0
1991/2/21,-4.3,-2.2,-7.2
1991/2/22,-2.7,-0.2,-5.8
1991/2/23,-4.6,-2.6,-6.9
1991/2/24,-4.6,-0.4,-9.1
1991/2/25,-4.6,1.2,-11.5
1991/2/26,-2.7,1.2,-7.5
1991/2/27,2.2,5.5,-1.6
1991/2/28,1.8,5.8,-2.8
1991/3/1,-2.7,0.0,-5.4
1991/3/2,-3.5,-1.4,-6.5
1991/3/3,-0.7,2.1,-4.0
1991/3/4,3.4,6.1,-1.8
1991/3/5,4.0,6.4,-0.2
1991/3/6,1.2,5.9,-2.9
1991/3/7,-1.8,0.8,-3.5
1991/3/8,-2.5,-0.2,-3.9
1991/3/9,-4.1,-2.3,-6.1
1991/3/10,-1.8,1.9,-5.3
1991/3/11,0.0,3.0,-2.7
1991/3/12,-0.9,4.7,-5.4
1991/3/13,-4.2,-1.8,-5.6
1991/3/14,-4.2,-1.1,-6.7
1991/3/15,-4.6,-1.9,-7.4
1991/3/16,-0.5,2.0,-3.9
1991/3/17,0.6,4.3,-2.5
1991/3/18,1.4,4.3,-3.7
1991/3/19,4.4,8.1,1.4
1991/3/20,2.9,11.0,-3.4
1991/3/21,-2.2,1.1,-5.1
1991/3/22,1.4,5.3,-5.0
1991/3/23,4.6,8.4,-1.8
1991/3/24,4.4,7.1,-0.2
1991/3/25,3.4,7.7,-2.1
1991/3/26,1.4,4.9,-0.7
1991/3/27,-0.4,2.4,-1.9
1991/3/28,0.5,3.3,-2.4
1991/3/29,2.3,4.8,0.2
1991/3/30,3.5,6.0,0.2
1991/3/31,3.4,6.3,0.5
