ダウンロードした時刻：2019/10/10 16:05:25

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,14.0,16.2,11.1
2016/12/2,9.5,14.8,5.6
2016/12/3,10.1,18.0,5.1
2016/12/4,12.2,18.4,6.7
2016/12/5,12.0,17.6,8.4
2016/12/6,9.3,13.6,6.0
2016/12/7,8.5,14.3,4.2
2016/12/8,8.4,13.0,4.5
2016/12/9,11.5,15.7,8.7
2016/12/10,6.6,10.4,4.9
2016/12/11,5.6,7.3,4.4
2016/12/12,7.0,12.2,0.9
2016/12/13,9.8,11.3,7.5
2016/12/14,6.6,11.3,4.9
2016/12/15,4.3,7.5,0.6
2016/12/16,3.9,6.6,1.9
2016/12/17,5.3,7.4,2.4
2016/12/18,7.8,14.3,3.1
2016/12/19,9.9,17.4,4.2
2016/12/20,10.7,15.4,6.8
2016/12/21,12.2,18.8,4.2
2016/12/22,17.5,22.0,13.2
2016/12/23,8.9,13.2,4.6
2016/12/24,5.4,9.0,3.2
2016/12/25,6.5,11.9,3.0
2016/12/26,9.5,14.1,3.1
2016/12/27,8.5,14.8,3.6
2016/12/28,4.1,6.3,1.6
2016/12/29,4.0,7.5,1.6
2016/12/30,4.2,6.7,2.5
2016/12/31,6.0,11.9,1.4
2017/1/1,7.0,13.6,3.0
2017/1/2,7.8,14.3,2.0
2017/1/3,8.6,12.5,6.1
2017/1/4,7.9,13.5,4.0
2017/1/5,7.3,9.5,6.3
2017/1/6,6.0,9.9,0.7
2017/1/7,4.6,11.3,-0.8
2017/1/8,5.7,7.8,3.4
2017/1/9,7.4,10.2,5.3
2017/1/10,8.3,13.0,5.5
2017/1/11,3.9,7.9,0.6
2017/1/12,4.7,8.0,1.8
2017/1/13,3.2,7.1,0.3
2017/1/14,0.7,2.7,-0.9
2017/1/15,1.9,4.6,-1.1
2017/1/16,3.7,6.0,1.1
2017/1/17,3.2,5.5,1.0
2017/1/18,3.6,8.8,-1.2
2017/1/19,3.9,8.5,-0.1
2017/1/20,4.8,7.7,-0.2
2017/1/21,4.2,7.5,2.1
2017/1/22,3.0,6.1,-0.2
2017/1/23,0.5,2.4,-0.5
2017/1/24,1.2,3.1,-0.1
2017/1/25,1.1,4.6,-0.8
2017/1/26,2.9,8.8,-1.7
2017/1/27,5.3,8.7,0.8
2017/1/28,3.1,9.6,-1.2
2017/1/29,4.0,8.8,-0.3
2017/1/30,6.5,9.9,3.5
2017/1/31,3.4,6.8,-0.6
2017/2/1,3.6,8.8,-1.3
2017/2/2,5.1,8.4,2.2
2017/2/3,7.0,11.9,2.6
2017/2/4,6.3,13.9,1.2
2017/2/5,7.8,11.4,3.5
2017/2/6,4.2,7.5,1.0
2017/2/7,4.1,5.9,2.1
2017/2/8,4.1,8.0,1.7
2017/2/9,4.9,7.9,1.4
2017/2/10,0.4,2.4,-1.1
2017/2/11,0.0,0.9,-1.0
2017/2/12,1.0,4.6,-0.5
2017/2/13,1.1,2.9,0.3
2017/2/14,1.8,4.6,0.4
2017/2/15,3.3,9.2,0.0
2017/2/16,6.7,14.4,0.3
2017/2/17,8.9,12.4,4.0
2017/2/18,4.6,10.5,1.0
2017/2/19,4.7,10.5,0.8
2017/2/20,8.4,11.7,3.7
2017/2/21,3.5,6.2,0.9
2017/2/22,5.6,11.7,-1.9
2017/2/23,9.0,13.3,4.2
2017/2/24,5.2,8.9,2.6
2017/2/25,4.8,9.4,1.8
2017/2/26,4.8,10.7,-0.2
2017/2/27,4.8,8.1,0.5
2017/2/28,3.8,10.1,-0.3
2017/3/1,5.9,13.2,-1.3
2017/3/2,8.0,13.8,2.0
2017/3/3,7.0,10.2,1.7
2017/3/4,7.0,15.2,0.5
2017/3/5,7.7,14.9,1.7
2017/3/6,6.8,12.8,3.6
2017/3/7,1.9,6.9,0.4
2017/3/8,2.8,7.7,-0.8
2017/3/9,4.8,9.9,0.2
2017/3/10,6.4,10.0,3.9
2017/3/11,5.6,12.4,1.1
2017/3/12,6.8,14.5,0.2
2017/3/13,9.5,16.5,4.3
2017/3/14,7.7,12.0,5.3
2017/3/15,6.5,8.9,3.6
2017/3/16,6.3,12.1,2.8
2017/3/17,6.0,12.7,0.6
2017/3/18,6.6,13.6,0.5
2017/3/19,9.2,16.6,1.8
2017/3/20,10.3,18.2,2.3
2017/3/21,8.2,10.0,7.2
2017/3/22,8.7,13.1,4.1
2017/3/23,8.6,14.9,3.0
2017/3/24,7.4,11.0,2.7
2017/3/25,6.6,12.9,2.6
2017/3/26,7.3,14.4,0.2
2017/3/27,7.9,12.9,4.6
2017/3/28,8.2,13.0,4.3
2017/3/29,9.5,16.0,4.0
2017/3/30,11.8,17.9,6.9
2017/3/31,6.5,8.4,5.3
