ダウンロードした時刻：2019/10/10 16:16:39

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,9.7,12.4,6.3
2017/12/2,6.8,11.8,2.8
2017/12/3,8.3,14.0,4.0
2017/12/4,7.7,11.9,3.2
2017/12/5,6.1,9.0,3.8
2017/12/6,5.2,9.7,0.5
2017/12/7,6.9,13.2,0.6
2017/12/8,7.4,9.6,4.9
2017/12/9,7.4,11.0,4.4
2017/12/10,8.6,14.6,2.6
2017/12/11,7.9,11.7,2.0
2017/12/12,3.2,5.7,1.6
2017/12/13,4.4,7.8,2.5
2017/12/14,4.6,7.8,1.0
2017/12/15,5.3,9.8,0.8
2017/12/16,7.1,12.3,3.7
2017/12/17,3.7,6.4,1.5
2017/12/18,4.8,9.0,0.4
2017/12/19,6.8,11.1,2.6
2017/12/20,4.6,10.3,0.5
2017/12/21,4.7,10.7,-0.6
2017/12/22,5.7,12.1,0.1
2017/12/23,7.1,12.7,1.4
2017/12/24,8.1,12.5,3.0
2017/12/25,8.5,12.5,5.9
2017/12/26,6.9,9.3,4.0
2017/12/27,5.0,7.5,3.2
2017/12/28,5.8,9.3,3.2
2017/12/29,6.9,9.5,1.6
2017/12/30,6.6,10.9,2.5
2017/12/31,6.7,10.1,3.8
2018/1/1,6.8,9.8,4.5
2018/1/2,7.1,10.2,3.2
2018/1/3,6.2,8.9,0.7
2018/1/4,3.9,9.2,-1.0
2018/1/5,4.0,6.1,2.3
2018/1/6,6.2,10.3,2.3
2018/1/7,5.6,9.7,1.6
2018/1/8,8.1,9.7,5.2
2018/1/9,7.4,12.0,3.4
2018/1/10,4.8,7.1,3.1
2018/1/11,1.8,3.5,0.3
2018/1/12,1.0,4.6,-2.1
2018/1/13,2.5,6.5,-2.5
2018/1/14,2.4,6.8,-1.5
2018/1/15,3.4,9.5,-2.5
2018/1/16,5.9,10.7,0.0
2018/1/17,10.2,13.6,7.6
2018/1/18,9.8,14.1,5.1
2018/1/19,7.9,11.1,4.3
2018/1/20,7.3,12.7,2.5
2018/1/21,7.2,12.2,3.3
2018/1/22,3.6,6.7,1.8
2018/1/23,5.3,10.3,1.5
2018/1/24,0.0,2.8,-1.9
2018/1/25,1.1,4.3,-1.7
2018/1/26,1.8,4.9,0.2
2018/1/27,2.1,6.2,-2.0
2018/1/28,2.6,5.9,-1.7
2018/1/29,3.7,6.7,0.1
2018/1/30,2.4,6.0,-1.5
2018/1/31,3.2,7.9,-1.0
2018/2/1,2.1,4.1,-0.2
2018/2/2,3.4,7.9,-0.6
2018/2/3,4.6,8.7,1.2
2018/2/4,1.8,4.1,0.0
2018/2/5,1.2,3.4,-0.2
2018/2/6,0.3,4.3,-1.5
2018/2/7,1.2,4.9,-1.8
2018/2/8,2.2,7.2,-2.3
2018/2/9,2.9,9.8,-3.7
2018/2/10,5.3,7.0,2.3
2018/2/11,3.4,6.4,0.6
2018/2/12,2.0,6.2,-0.6
2018/2/13,2.8,6.3,0.0
2018/2/14,4.2,9.8,-2.5
2018/2/15,7.0,11.6,1.7
2018/2/16,6.7,11.0,1.7
2018/2/17,6.8,10.6,2.3
2018/2/18,3.9,8.7,0.5
2018/2/19,5.0,8.4,1.0
2018/2/20,7.6,13.0,1.2
2018/2/21,7.7,12.7,5.0
2018/2/22,5.7,8.7,3.0
2018/2/23,6.0,11.8,0.7
2018/2/24,8.0,15.1,0.6
2018/2/25,6.8,9.3,5.3
2018/2/26,8.8,14.4,5.1
2018/2/27,8.4,15.6,2.4
2018/2/28,9.9,15.8,2.6
2018/3/1,12.4,15.3,9.3
2018/3/2,8.6,13.0,4.4
2018/3/3,7.3,11.8,1.2
2018/3/4,10.8,18.5,4.3
2018/3/5,11.9,17.9,7.7
2018/3/6,7.8,11.4,4.6
2018/3/7,7.4,10.8,2.5
2018/3/8,9.8,10.7,8.2
2018/3/9,6.7,10.3,3.1
2018/3/10,5.6,11.6,0.8
2018/3/11,8.6,15.7,0.7
2018/3/12,8.6,15.0,2.6
2018/3/13,11.2,19.3,3.7
2018/3/14,14.0,21.3,6.9
2018/3/15,14.6,19.8,8.2
2018/3/16,9.1,14.7,4.2
2018/3/17,6.5,12.0,0.7
2018/3/18,9.1,14.5,2.6
2018/3/19,12.1,14.0,10.2
2018/3/20,8.3,11.0,5.4
2018/3/21,7.5,10.3,4.9
2018/3/22,9.0,12.2,4.8
2018/3/23,8.6,15.2,3.1
2018/3/24,10.6,17.2,3.3
2018/3/25,12.8,18.9,5.4
2018/3/26,13.5,21.7,6.7
2018/3/27,14.4,22.3,7.8
2018/3/28,15.8,23.7,8.1
2018/3/29,17.4,24.2,10.4
2018/3/30,14.1,19.6,9.1
2018/3/31,12.4,18.1,6.5
