ダウンロードした時刻：2019/10/10 15:57:00

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,13.3,14.5,12.8
1992/12/2,11.4,14.2,7.4
1992/12/3,9.1,13.5,6.5
1992/12/4,9.3,13.2,5.6
1992/12/5,8.3,12.1,4.5
1992/12/6,9.8,12.6,4.5
1992/12/7,13.7,17.1,10.5
1992/12/8,15.5,17.9,12.8
1992/12/9,13.0,17.4,9.4
1992/12/10,10.8,13.2,8.6
1992/12/11,8.2,10.3,4.5
1992/12/12,7.3,11.7,3.7
1992/12/13,8.6,13.7,3.1
1992/12/14,7.3,10.9,3.7
1992/12/15,4.2,8.0,1.4
1992/12/16,5.3,11.4,0.1
1992/12/17,8.0,12.5,2.9
1992/12/18,7.0,9.2,5.7
1992/12/19,6.4,11.4,3.3
1992/12/20,6.0,9.1,2.7
1992/12/21,10.0,13.5,6.6
1992/12/22,10.7,15.2,7.2
1992/12/23,6.9,11.1,2.6
1992/12/24,4.4,7.8,2.5
1992/12/25,4.1,7.4,0.8
1992/12/26,7.2,12.0,4.3
1992/12/27,9.4,14.9,3.8
1992/12/28,9.9,14.2,7.5
1992/12/29,10.8,14.2,6.7
1992/12/30,8.1,13.1,3.5
1992/12/31,7.2,9.9,5.3
1993/1/1,6.7,11.7,2.6
1993/1/2,5.5,10.1,1.3
1993/1/3,8.8,14.6,2.2
1993/1/4,8.5,11.5,5.7
1993/1/5,5.8,8.8,3.7
1993/1/6,4.7,7.3,2.3
1993/1/7,7.6,13.5,4.4
1993/1/8,8.5,12.8,5.7
1993/1/9,6.2,8.3,3.5
1993/1/10,8.1,10.8,5.1
1993/1/11,8.4,10.5,6.3
1993/1/12,7.7,11.8,4.4
1993/1/13,6.4,8.5,2.5
1993/1/14,7.3,8.2,6.7
1993/1/15,8.6,9.1,7.9
1993/1/16,9.4,10.7,7.7
1993/1/17,5.7,8.4,2.3
1993/1/18,5.2,8.0,2.0
1993/1/19,4.6,9.0,1.9
1993/1/20,5.0,9.1,1.6
1993/1/21,3.7,6.3,1.0
1993/1/22,4.5,8.6,1.1
1993/1/23,4.4,8.3,-1.0
1993/1/24,6.6,8.7,4.2
1993/1/25,8.2,10.5,6.2
1993/1/26,8.4,12.6,3.7
1993/1/27,6.3,11.9,2.1
1993/1/28,2.7,6.0,0.6
1993/1/29,4.3,8.8,1.0
1993/1/30,6.3,11.4,2.3
1993/1/31,7.8,12.3,4.5
1993/2/1,3.9,6.9,0.8
1993/2/2,0.9,2.5,-0.2
1993/2/3,3.8,7.4,-0.3
1993/2/4,7.5,12.9,1.5
1993/2/5,5.9,13.3,1.7
1993/2/6,7.1,13.7,0.9
1993/2/7,9.1,14.6,5.2
1993/2/8,4.0,6.7,2.4
1993/2/9,3.9,8.3,0.8
1993/2/10,5.0,8.8,2.2
1993/2/11,5.3,9.9,-0.4
1993/2/12,6.8,10.9,3.4
1993/2/13,6.9,9.8,3.7
1993/2/14,5.4,9.4,1.6
1993/2/15,5.8,13.2,-0.6
1993/2/16,8.2,11.4,5.3
1993/2/17,12.3,16.5,8.7
1993/2/18,8.6,12.9,5.2
1993/2/19,6.0,9.2,4.0
1993/2/20,7.2,12.3,4.3
1993/2/21,6.9,10.9,3.4
1993/2/22,12.4,16.0,9.5
1993/2/23,5.8,9.8,2.1
1993/2/24,3.3,6.5,1.7
1993/2/25,3.7,7.1,1.5
1993/2/26,5.0,9.4,1.0
1993/2/27,6.1,9.8,0.6
1993/2/28,8.1,12.4,5.6
1993/3/1,6.3,10.3,2.1
1993/3/2,3.5,7.5,0.8
1993/3/3,6.2,11.3,1.3
1993/3/4,6.8,11.8,2.3
1993/3/5,7.0,11.8,1.2
1993/3/6,8.8,14.3,2.3
1993/3/7,9.0,11.9,6.1
1993/3/8,5.8,9.1,4.2
1993/3/9,6.9,11.4,2.8
1993/3/10,7.8,13.5,3.4
1993/3/11,8.0,12.7,3.2
1993/3/12,8.0,12.2,4.9
1993/3/13,5.7,8.2,4.3
1993/3/14,8.1,12.9,3.5
1993/3/15,5.7,8.3,3.0
1993/3/16,4.4,7.0,1.9
1993/3/17,4.4,8.7,1.0
1993/3/18,7.0,13.8,1.9
1993/3/19,6.8,11.4,3.7
1993/3/20,6.0,10.3,2.0
1993/3/21,7.8,13.6,2.7
1993/3/22,8.7,13.8,2.1
1993/3/23,10.7,15.1,5.7
1993/3/24,11.1,17.3,9.4
1993/3/25,13.2,16.8,10.4
1993/3/26,11.9,14.7,9.6
1993/3/27,14.4,19.6,9.4
1993/3/28,10.6,11.8,9.6
1993/3/29,5.2,10.4,2.1
1993/3/30,6.0,9.9,1.1
1993/3/31,9.6,12.0,6.1
