ダウンロードした時刻：2019/10/10 16:21:34

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,11.5,17.5,8.2
2000/12/2,12.1,17.6,6.1
2000/12/3,12.4,17.7,9.0
2000/12/4,10.5,15.9,6.2
2000/12/5,8.7,15.7,3.3
2000/12/6,7.3,14.6,1.9
2000/12/7,8.9,16.4,2.0
2000/12/8,9.8,17.4,3.1
2000/12/9,11.8,19.9,3.1
2000/12/10,14.2,18.4,11.3
2000/12/11,7.0,12.1,2.0
2000/12/12,4.3,8.2,1.4
2000/12/13,5.3,8.9,1.2
2000/12/14,7.2,12.8,2.6
2000/12/15,6.5,14.0,0.4
2000/12/16,8.6,14.1,1.8
2000/12/17,11.1,14.2,8.5
2000/12/18,10.9,15.1,6.5
2000/12/19,10.7,15.5,6.8
2000/12/20,9.0,11.2,5.9
2000/12/21,8.8,12.1,4.1
2000/12/22,6.3,12.7,1.3
2000/12/23,7.7,15.2,1.6
2000/12/24,7.5,11.3,3.7
2000/12/25,6.4,9.9,1.5
2000/12/26,3.0,7.3,-0.6
2000/12/27,3.5,9.7,-1.9
2000/12/28,6.1,12.3,0.3
2000/12/29,6.3,13.2,0.6
2000/12/30,6.3,11.1,1.2
2000/12/31,7.8,11.3,3.1
2001/1/1,6.9,11.4,3.0
2001/1/2,8.1,12.6,4.3
2001/1/3,6.1,9.4,3.0
2001/1/4,4.8,8.1,-0.5
2001/1/5,2.7,9.3,-2.7
2001/1/6,4.4,10.6,-2.0
2001/1/7,8.9,13.5,4.6
2001/1/8,10.6,14.5,6.6
2001/1/9,9.3,13.1,6.0
2001/1/10,7.9,11.8,2.6
2001/1/11,4.9,10.9,0.2
2001/1/12,3.5,7.3,-0.1
2001/1/13,2.6,5.2,0.4
2001/1/14,1.0,3.8,-1.1
2001/1/15,-1.3,1.0,-3.4
2001/1/16,0.2,3.2,-2.6
2001/1/17,0.5,5.4,-3.8
2001/1/18,1.7,7.5,-3.3
2001/1/19,5.0,11.0,-1.3
2001/1/20,7.6,10.9,4.8
2001/1/21,8.0,13.1,3.2
2001/1/22,5.9,9.9,1.7
2001/1/23,6.3,11.9,1.3
2001/1/24,6.4,9.5,2.5
2001/1/25,8.4,9.7,5.7
2001/1/26,8.2,9.6,6.6
2001/1/27,7.8,10.4,6.1
2001/1/28,5.1,9.0,1.9
2001/1/29,3.6,8.1,0.8
2001/1/30,3.9,8.0,1.2
2001/1/31,5.2,10.5,-0.6
2001/2/1,6.4,9.3,2.7
2001/2/2,4.2,8.0,0.8
2001/2/3,5.0,11.3,-0.6
2001/2/4,5.5,6.5,4.2
2001/2/5,8.8,13.0,5.2
2001/2/6,10.5,15.7,8.0
2001/2/7,8.9,10.6,7.4
2001/2/8,5.7,8.3,0.0
2001/2/9,3.7,9.8,-0.9
2001/2/10,4.5,9.9,1.1
2001/2/11,4.9,12.6,-1.9
2001/2/12,5.3,8.3,3.6
2001/2/13,5.9,9.6,4.0
2001/2/14,4.2,6.4,-0.4
2001/2/15,4.0,9.5,-3.0
2001/2/16,4.7,7.5,-0.6
2001/2/17,3.4,10.0,-3.6
2001/2/18,8.0,13.2,1.2
2001/2/19,9.9,17.0,4.7
2001/2/20,10.2,17.9,3.4
2001/2/21,10.8,15.3,6.2
2001/2/22,12.7,19.4,6.0
2001/2/23,13.3,19.2,6.9
2001/2/24,10.7,13.8,6.1
2001/2/25,5.7,8.4,1.4
2001/2/26,5.1,10.3,0.7
2001/2/27,7.6,14.1,0.1
2001/2/28,11.8,14.5,9.6
2001/3/1,10.2,12.8,6.2
2001/3/2,8.4,14.0,2.8
2001/3/3,9.7,15.1,4.1
2001/3/4,5.4,10.8,1.7
2001/3/5,7.1,12.1,2.9
2001/3/6,10.4,16.3,4.3
2001/3/7,8.3,12.3,4.9
2001/3/8,3.0,6.4,-0.1
2001/3/9,2.2,6.9,-0.8
2001/3/10,6.6,13.8,-1.3
2001/3/11,7.6,13.4,2.7
2001/3/12,6.7,11.4,2.6
2001/3/13,7.8,15.6,0.5
2001/3/14,11.9,18.5,2.9
2001/3/15,14.7,18.4,6.8
2001/3/16,10.7,16.3,3.9
2001/3/17,10.9,13.9,8.4
2001/3/18,12.5,17.9,7.3
2001/3/19,12.2,17.9,5.7
2001/3/20,13.1,19.5,6.6
2001/3/21,14.6,21.4,9.0
2001/3/22,14.7,22.2,8.4
2001/3/23,15.0,19.7,10.7
2001/3/24,16.3,23.8,8.7
2001/3/25,14.8,17.0,13.3
2001/3/26,13.8,18.1,9.1
2001/3/27,11.7,18.3,5.8
2001/3/28,12.9,19.5,8.6
2001/3/29,8.2,11.6,4.3
2001/3/30,7.8,14.4,0.9
2001/3/31,8.1,12.2,3.0
