ダウンロードした時刻：2017/07/24 15:41:56

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,7.6,14.3,2.8
1998/1/2,8.0,14.2,3.1
1998/1/3,7.4,14.1,2.0
1998/1/4,8.7,13.1,2.9
1998/1/5,7.2,12.8,2.3
1998/1/6,7.3,11.6,5.2
1998/1/7,6.4,12.6,0.6
1998/1/8,5.3,7.6,3.6
1998/1/9,7.4,13.3,3.0
1998/1/10,5.6,10.6,2.0
1998/1/11,5.2,8.2,1.0
1998/1/12,5.3,6.2,4.6
1998/1/13,6.4,11.5,2.4
1998/1/14,7.6,10.9,3.8
1998/1/15,5.7,7.3,4.5
1998/1/16,7.4,9.9,5.2
1998/1/17,8.1,10.8,4.6
1998/1/18,10.4,12.5,8.5
1998/1/19,7.6,13.0,1.7
1998/1/20,4.9,11.1,0.7
1998/1/21,6.2,12.3,-1.4
1998/1/22,6.0,12.4,0.3
1998/1/23,5.4,6.7,3.7
1998/1/24,3.4,8.3,-1.5
1998/1/25,1.8,7.4,-4.0
1998/1/26,5.0,13.3,-3.5
1998/1/27,5.2,12.0,-1.7
1998/1/28,5.5,9.5,0.7
1998/1/29,4.6,9.2,-0.6
1998/1/30,6.6,10.8,0.7
1998/1/31,9.3,16.2,2.6
1998/2/1,5.6,10.1,-1.3
1998/2/2,6.6,11.4,0.6
1998/2/3,7.4,12.2,1.4
1998/2/4,7.7,11.6,3.1
1998/2/5,5.2,9.9,0.2
1998/2/6,5.4,11.0,-1.1
1998/2/7,6.1,12.5,-0.8
1998/2/8,5.8,12.3,2.4
1998/2/9,6.9,13.6,1.3
1998/2/10,6.6,13.3,0.8
1998/2/11,5.2,11.2,-1.5
1998/2/12,10.4,17.0,1.5
1998/2/13,14.9,20.6,8.0
1998/2/14,15.4,23.0,7.4
1998/2/15,6.7,13.7,5.3
1998/2/16,7.5,11.8,4.1
1998/2/17,7.2,13.3,2.3
1998/2/18,6.5,11.3,-0.1
1998/2/19,10.1,15.0,4.2
1998/2/20,10.9,12.0,8.8
1998/2/21,10.1,12.1,6.4
1998/2/22,7.1,9.2,5.6
1998/2/23,9.2,13.6,3.6
1998/2/24,9.0,11.0,7.5
1998/2/25,9.4,10.5,7.8
1998/2/26,9.8,12.1,8.0
1998/2/27,11.5,16.1,8.2
1998/2/28,11.1,16.2,6.5
1998/3/1,8.3,11.2,6.3
1998/3/2,9.2,14.5,3.2
1998/3/3,9.9,17.2,3.0
1998/3/4,9.8,16.0,2.6
1998/3/5,7.8,10.3,5.8
1998/3/6,8.3,12.7,5.3
1998/3/7,10.4,17.6,3.4
1998/3/8,7.7,12.5,1.1
1998/3/9,10.4,17.0,2.9
1998/3/10,9.9,12.0,8.1
1998/3/11,9.6,13.0,7.4
1998/3/12,13.3,19.7,9.1
1998/3/13,11.9,17.3,8.3
1998/3/14,12.1,18.5,4.7
1998/3/15,10.0,15.2,2.0
1998/3/16,6.7,12.3,0.6
1998/3/17,9.4,16.9,2.0
1998/3/18,7.7,12.5,1.4
1998/3/19,11.3,17.6,3.2
1998/3/20,15.6,19.8,12.7
1998/3/21,12.2,14.2,10.6
1998/3/22,11.1,16.5,6.1
1998/3/23,9.0,13.7,4.0
1998/3/24,10.5,16.7,4.9
1998/3/25,11.0,15.9,5.9
1998/3/26,12.5,17.6,6.9
1998/3/27,12.0,13.3,9.8
1998/3/28,15.9,20.9,11.7
1998/3/29,14.9,19.2,9.6
1998/3/30,16.7,26.6,8.3
1998/3/31,16.3,25.9,8.5
1998/4/1,9.5,12.7,6.0
1998/4/2,9.2,12.8,7.4
1998/4/3,9.7,14.4,6.6
1998/4/4,11.1,16.3,3.6
1998/4/5,14.0,19.8,5.6
1998/4/6,14.1,15.8,12.7
1998/4/7,16.1,19.7,12.8
1998/4/8,16.5,19.9,13.0
1998/4/9,13.2,14.9,12.8
1998/4/10,16.6,21.1,11.2
1998/4/11,18.4,24.3,12.3
1998/4/12,18.6,24.1,11.4
1998/4/13,20.2,23.4,17.2
1998/4/14,20.6,22.2,19.0
1998/4/15,21.8,26.5,17.5
1998/4/16,18.3,22.3,14.8
1998/4/17,15.5,16.6,14.1
1998/4/18,15.5,18.2,13.9
1998/4/19,17.7,22.2,13.7
1998/4/20,19.5,24.6,13.1
1998/4/21,19.7,25.3,13.5
1998/4/22,20.9,25.5,16.8
1998/4/23,19.6,21.7,18.4
1998/4/24,20.9,25.3,17.6
1998/4/25,21.1,24.1,19.3
1998/4/26,18.2,21.1,15.0
1998/4/27,17.8,23.0,14.4
1998/4/28,19.0,23.1,16.3
1998/4/29,20.6,26.3,14.5
1998/4/30,19.7,21.9,16.4
1998/5/1,18.7,22.6,14.5
