ダウンロードした時刻：2017/07/24 15:45:25

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,8.0,9.6,5.5
1982/1/2,5.6,10.3,2.2
1982/1/3,6.3,11.7,-0.3
1982/1/4,10.2,13.1,6.7
1982/1/5,8.6,11.6,4.4
1982/1/6,5.7,10.0,0.2
1982/1/7,4.2,8.8,-0.4
1982/1/8,3.3,9.6,-1.9
1982/1/9,7.6,10.8,3.1
1982/1/10,6.2,11.8,1.2
1982/1/11,9.6,15.3,2.8
1982/1/12,11.8,16.0,4.8
1982/1/13,4.1,6.8,1.0
1982/1/14,3.4,7.4,0.1
1982/1/15,3.7,7.9,-0.4
1982/1/16,2.1,4.0,0.3
1982/1/17,2.3,7.0,-0.6
1982/1/18,3.6,8.1,-1.3
1982/1/19,2.0,4.1,0.3
1982/1/20,4.3,6.7,1.7
1982/1/21,5.1,9.4,-0.1
1982/1/22,7.8,12.8,4.2
1982/1/23,7.8,11.3,3.2
1982/1/24,6.6,9.2,1.7
1982/1/25,6.6,9.7,1.5
1982/1/26,4.4,9.1,-0.3
1982/1/27,6.5,8.9,3.3
1982/1/28,2.2,5.2,-0.4
1982/1/29,-0.1,2.1,-1.6
1982/1/30,1.2,5.5,-1.4
1982/1/31,2.2,5.5,-2.3
1982/2/1,4.6,6.5,1.0
1982/2/2,2.8,7.0,-1.1
1982/2/3,4.4,7.6,-1.2
1982/2/4,5.1,6.4,2.2
1982/2/5,5.5,9.4,0.3
1982/2/6,4.6,7.2,1.3
1982/2/7,2.9,6.0,-0.4
1982/2/8,3.2,7.2,0.0
1982/2/9,3.0,7.5,-1.2
1982/2/10,4.4,8.9,0.3
1982/2/11,4.6,8.9,-0.7
1982/2/12,7.0,11.5,3.8
1982/2/13,6.0,11.1,0.6
1982/2/14,4.3,7.9,1.1
1982/2/15,3.3,8.8,-2.0
1982/2/16,5.7,11.2,-1.2
1982/2/17,4.4,8.1,1.5
1982/2/18,6.7,12.6,-0.3
1982/2/19,9.4,13.5,6.0
1982/2/20,11.0,12.6,9.7
1982/2/21,9.9,12.9,7.0
1982/2/22,7.4,13.2,2.1
1982/2/23,8.6,13.1,4.3
1982/2/24,4.3,6.7,2.9
1982/2/25,4.8,9.4,-1.2
1982/2/26,4.1,9.1,-0.5
1982/2/27,6.2,12.2,-0.1
1982/2/28,7.0,11.1,2.9
1982/3/1,6.6,8.5,4.1
1982/3/2,6.0,9.6,2.4
1982/3/3,5.0,10.3,-0.7
1982/3/4,10.0,15.4,2.1
1982/3/5,12.9,17.9,9.3
1982/3/6,9.7,13.3,7.1
1982/3/7,6.5,9.1,3.1
1982/3/8,5.2,9.2,1.5
1982/3/9,6.5,12.2,0.3
1982/3/10,8.2,13.9,2.1
1982/3/11,10.0,15.6,3.8
1982/3/12,8.8,11.8,6.0
1982/3/13,11.8,17.8,7.1
1982/3/14,11.1,15.2,3.9
1982/3/15,12.9,18.1,9.9
1982/3/16,13.9,17.6,9.7
1982/3/17,11.8,16.5,7.1
1982/3/18,11.9,16.4,8.5
1982/3/19,9.0,11.9,6.8
1982/3/20,10.4,13.7,7.3
1982/3/21,11.2,15.0,8.0
1982/3/22,12.2,18.1,6.5
1982/3/23,15.4,20.7,7.8
1982/3/24,11.5,15.3,5.1
1982/3/25,6.8,11.0,4.1
1982/3/26,6.9,13.2,1.2
1982/3/27,8.8,14.1,4.7
1982/3/28,10.0,17.9,3.0
1982/3/29,10.7,17.0,3.6
1982/3/30,15.9,20.6,8.9
1982/3/31,12.3,18.0,7.0
1982/4/1,10.5,17.9,3.9
1982/4/2,14.4,18.8,5.3
1982/4/3,12.3,19.7,6.9
1982/4/4,9.3,13.3,5.4
1982/4/5,11.3,15.6,6.3
1982/4/6,12.8,15.9,8.9
1982/4/7,12.0,15.5,11.1
1982/4/8,14.4,20.0,9.3
1982/4/9,8.4,13.2,6.1
1982/4/10,8.5,14.0,1.5
1982/4/11,9.6,17.7,2.4
1982/4/12,12.8,18.3,5.0
1982/4/13,15.5,21.0,10.5
1982/4/14,13.5,14.7,12.7
1982/4/15,14.6,18.9,10.9
1982/4/16,13.4,18.5,8.2
1982/4/17,12.2,15.2,7.5
1982/4/18,11.1,15.7,7.3
1982/4/19,12.0,17.9,5.5
1982/4/20,14.7,20.0,7.7
1982/4/21,11.4,14.0,10.5
1982/4/22,12.5,19.9,6.8
1982/4/23,14.8,21.0,7.5
1982/4/24,16.7,22.7,10.9
1982/4/25,17.8,23.8,11.8
1982/4/26,18.7,24.5,13.2
1982/4/27,16.7,18.8,14.9
1982/4/28,18.7,24.0,14.7
1982/4/29,19.5,23.7,15.2
1982/4/30,19.9,24.6,15.9
1982/5/1,18.3,19.5,16.9
