ダウンロードした時刻：2019/10/10 15:35:47

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,2.5,5.6,-1.3
1998/12/2,-2.1,0.7,-6.1
1998/12/3,-1.7,3.7,-6.3
1998/12/4,-0.2,3.6,-4.3
1998/12/5,1.2,5.1,-0.1
1998/12/6,1.6,5.8,-2.2
1998/12/7,2.0,8.9,-3.9
1998/12/8,6.3,9.5,2.5
1998/12/9,1.4,4.6,-1.4
1998/12/10,-0.3,3.4,-3.6
1998/12/11,-0.2,3.1,-4.8
1998/12/12,0.7,3.7,-1.7
1998/12/13,4.6,8.7,0.5
1998/12/14,4.7,8.7,2.1
1998/12/15,4.3,9.0,0.2
1998/12/16,5.5,10.5,1.2
1998/12/17,2.2,5.5,-1.2
1998/12/18,1.1,4.7,-2.1
1998/12/19,5.5,10.3,1.9
1998/12/20,-0.3,3.6,-3.0
1998/12/21,0.2,2.3,-2.7
1998/12/22,2.8,5.8,0.1
1998/12/23,1.7,5.0,-1.6
1998/12/24,1.0,3.2,-0.3
1998/12/25,2.3,6.0,-0.6
1998/12/26,0.8,2.4,-0.8
1998/12/27,-0.2,2.1,-3.6
1998/12/28,-1.5,2.9,-4.6
1998/12/29,1.5,9.2,-5.3
1998/12/30,-1.0,3.4,-4.1
1998/12/31,-3.7,-1.0,-5.5
1999/1/1,-3.1,1.5,-6.0
1999/1/2,-2.5,1.5,-5.7
1999/1/3,-1.9,2.2,-4.2
1999/1/4,-2.5,0.9,-5.9
1999/1/5,1.4,5.0,-3.3
1999/1/6,2.2,4.5,-1.6
1999/1/7,-2.1,-0.3,-4.7
1999/1/8,-6.5,-4.6,-8.2
1999/1/9,-6.3,-4.2,-8.5
1999/1/10,-3.3,-0.2,-5.1
1999/1/11,-1.5,2.2,-6.1
1999/1/12,0.5,3.2,-0.8
1999/1/13,0.2,3.4,-1.5
1999/1/14,-1.5,1.0,-2.7
1999/1/15,-0.7,1.9,-5.4
1999/1/16,0.2,3.6,-4.6
1999/1/17,-1.5,1.9,-5.2
1999/1/18,0.9,4.6,-2.4
1999/1/19,3.8,7.4,-1.2
1999/1/20,1.7,4.8,-2.4
1999/1/21,-2.3,-0.2,-4.3
1999/1/22,-0.1,4.3,-3.7
1999/1/23,1.5,6.8,-1.4
1999/1/24,-0.3,2.3,-3.4
1999/1/25,2.5,9.1,-4.9
1999/1/26,2.4,7.3,-1.9
1999/1/27,1.4,5.8,-3.2
1999/1/28,1.0,7.0,-4.3
1999/1/29,-4.7,-1.4,-7.5
1999/1/30,-4.9,-0.1,-8.6
1999/1/31,-1.9,2.0,-5.2
1999/2/1,-0.6,3.7,-4.7
1999/2/2,-3.0,0.1,-5.7
1999/2/3,-3.9,0.3,-6.4
1999/2/4,-3.0,2.0,-8.6
1999/2/5,0.6,6.0,-3.8
1999/2/6,-2.5,-0.2,-4.4
1999/2/7,0.8,5.0,-2.6
1999/2/8,-1.3,2.8,-4.3
1999/2/9,-0.4,4.2,-7.0
1999/2/10,-1.3,1.2,-3.8
1999/2/11,-0.1,2.9,-3.7
1999/2/12,-2.4,1.1,-6.5
1999/2/13,-3.6,-0.8,-6.5
1999/2/14,-4.1,-1.6,-6.4
1999/2/15,-2.5,1.5,-7.8
1999/2/16,3.6,8.3,-2.6
1999/2/17,6.7,11.4,2.0
1999/2/18,4.7,8.9,-1.5
1999/2/19,-1.8,1.4,-4.4
1999/2/20,-3.0,0.2,-5.5
1999/2/21,-2.8,0.7,-5.4
1999/2/22,0.2,4.0,-3.9
1999/2/23,-1.1,1.7,-3.1
1999/2/24,0.0,3.7,-6.3
1999/2/25,2.3,4.7,0.2
1999/2/26,3.5,6.5,0.1
1999/2/27,2.7,9.3,-4.6
1999/2/28,-2.1,1.0,-5.9
1999/3/1,3.4,8.5,-2.8
1999/3/2,3.7,8.3,-0.4
1999/3/3,3.0,8.7,-1.2
1999/3/4,3.8,8.1,0.0
1999/3/5,4.5,10.3,-0.4
1999/3/6,-0.4,3.4,-2.8
1999/3/7,0.3,4.8,-3.4
1999/3/8,-0.1,1.9,-2.6
1999/3/9,-1.6,1.5,-5.3
1999/3/10,0.7,7.7,-4.5
1999/3/11,-0.6,2.7,-3.6
1999/3/12,-2.1,1.9,-4.3
1999/3/13,1.2,7.0,-5.9
1999/3/14,8.2,16.4,1.6
1999/3/15,4.1,6.2,0.3
1999/3/16,3.2,7.7,0.3
1999/3/17,5.2,10.7,0.9
1999/3/18,10.1,18.5,-0.4
1999/3/19,4.3,10.6,0.7
1999/3/20,-0.2,1.7,-3.0
1999/3/21,-0.9,2.2,-6.4
1999/3/22,0.8,4.2,-1.7
1999/3/23,-0.2,2.5,-3.1
1999/3/24,5.0,11.9,-0.2
1999/3/25,4.6,12.2,-1.1
1999/3/26,8.2,17.8,0.9
1999/3/27,5.5,9.0,1.4
1999/3/28,0.0,4.2,-3.6
1999/3/29,-1.8,3.3,-4.8
1999/3/30,0.4,5.5,-3.9
1999/3/31,2.2,9.4,-4.6
