ダウンロードした時刻：2019/10/10 15:38:44

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,7.6,11.4,3.4
2007/12/2,6.9,11.5,5.3
2007/12/3,4.9,6.6,3.0
2007/12/4,3.1,4.8,0.4
2007/12/5,3.6,4.9,1.7
2007/12/6,6.6,9.4,2.7
2007/12/7,5.6,8.2,4.1
2007/12/8,5.9,9.1,3.9
2007/12/9,5.7,7.6,3.1
2007/12/10,5.3,7.2,2.1
2007/12/11,4.8,6.9,2.4
2007/12/12,5.7,8.9,1.6
2007/12/13,5.4,12.3,0.2
2007/12/14,6.8,11.0,3.4
2007/12/15,6.0,7.8,2.4
2007/12/16,3.7,5.2,1.0
2007/12/17,3.4,5.5,0.5
2007/12/18,2.5,5.4,0.3
2007/12/19,3.6,7.0,0.6
2007/12/20,2.8,6.9,0.3
2007/12/21,5.0,8.2,2.1
2007/12/22,4.7,7.5,1.8
2007/12/23,5.6,8.8,1.9
2007/12/24,7.0,10.5,5.0
2007/12/25,6.4,8.1,3.1
2007/12/26,2.8,7.0,-0.5
2007/12/27,3.6,8.5,-0.8
2007/12/28,7.5,10.5,3.9
2007/12/29,10.4,12.4,8.6
2007/12/30,5.4,10.1,1.5
2007/12/31,2.3,3.7,0.8
2008/1/1,1.8,3.8,-0.5
2008/1/2,3.5,5.6,1.4
2008/1/3,3.8,5.6,0.9
2008/1/4,4.9,6.8,3.4
2008/1/5,2.7,5.2,0.0
2008/1/6,4.3,7.9,0.0
2008/1/7,5.2,8.1,0.8
2008/1/8,4.4,7.7,1.2
2008/1/9,3.1,8.5,0.4
2008/1/10,0.8,2.8,-0.7
2008/1/11,2.1,6.3,-1.4
2008/1/12,0.9,1.7,-0.6
2008/1/13,-0.7,0.7,-3.2
2008/1/14,1.1,3.3,-0.5
2008/1/15,1.4,3.4,-0.8
2008/1/16,-0.5,0.6,-1.6
2008/1/17,-0.7,1.0,-2.6
2008/1/18,-0.2,1.2,-2.1
2008/1/19,-0.8,1.9,-2.2
2008/1/20,2.3,3.3,-0.5
2008/1/21,-0.6,1.3,-1.9
2008/1/22,-0.5,2.0,-2.7
2008/1/23,0.9,3.1,-1.2
2008/1/24,1.2,5.3,-1.1
2008/1/25,0.0,1.9,-2.1
2008/1/26,-0.7,0.7,-2.4
2008/1/27,1.6,4.2,-1.8
2008/1/28,3.2,5.4,1.4
2008/1/29,2.4,5.1,0.4
2008/1/30,1.9,4.9,0.4
2008/1/31,0.5,1.4,-1.0
2008/2/1,0.4,2.7,-1.8
2008/2/2,2.2,5.1,0.3
2008/2/3,0.6,4.3,-3.0
2008/2/4,0.9,3.7,-1.8
2008/2/5,1.7,3.7,-0.9
2008/2/6,0.7,3.4,-1.3
2008/2/7,0.5,2.9,-1.3
2008/2/8,0.8,2.1,-1.4
2008/2/9,1.5,4.9,-1.6
2008/2/10,2.2,6.3,-0.7
2008/2/11,2.7,6.5,-0.9
2008/2/12,1.3,3.9,-1.8
2008/2/13,-2.0,-0.2,-4.1
2008/2/14,0.3,1.8,-2.2
2008/2/15,-0.2,1.3,-2.3
2008/2/16,-0.8,1.2,-2.9
2008/2/17,-0.2,1.4,-2.5
2008/2/18,1.3,3.9,-0.6
2008/2/19,1.7,4.9,-0.9
2008/2/20,1.8,4.5,-0.2
2008/2/21,2.1,4.6,-1.8
2008/2/22,1.2,6.2,-3.4
2008/2/23,1.8,7.3,-1.4
2008/2/24,0.2,1.6,-1.6
2008/2/25,0.2,2.9,-2.3
2008/2/26,1.1,3.8,-1.2
2008/2/27,0.3,2.2,-2.0
2008/2/28,2.8,5.0,-1.0
2008/2/29,5.7,9.2,2.8
2008/3/1,3.8,6.6,0.7
2008/3/2,4.1,6.9,2.0
2008/3/3,4.1,7.7,1.8
2008/3/4,2.1,6.1,-0.2
2008/3/5,2.7,6.6,-0.5
2008/3/6,1.5,5.0,-0.3
2008/3/7,1.6,5.6,-2.3
2008/3/8,5.9,8.3,3.5
2008/3/9,5.9,10.3,1.6
2008/3/10,6.4,12.0,0.9
2008/3/11,7.3,12.5,2.9
2008/3/12,4.8,9.1,-0.6
2008/3/13,7.6,13.1,2.4
2008/3/14,8.4,10.6,6.2
2008/3/15,7.5,9.5,5.2
2008/3/16,7.3,13.0,1.2
2008/3/17,7.6,10.7,4.3
2008/3/18,6.2,10.6,0.9
2008/3/19,9.4,14.5,4.1
2008/3/20,10.0,13.7,7.3
2008/3/21,8.5,13.1,3.6
2008/3/22,6.6,11.9,1.3
2008/3/23,9.9,20.3,1.0
2008/3/24,9.4,11.9,7.5
2008/3/25,10.5,18.2,4.3
2008/3/26,7.4,9.4,4.7
2008/3/27,7.0,11.7,2.8
2008/3/28,5.7,10.2,2.2
2008/3/29,5.4,7.3,3.8
2008/3/30,5.9,8.9,2.8
2008/3/31,5.6,8.9,3.8
