ダウンロードした時刻：2019/10/10 15:41:52

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,13.7,18.0,9.8
1993/12/2,11.3,14.8,5.0
1993/12/3,12.4,18.2,7.8
1993/12/4,8.0,10.2,3.2
1993/12/5,6.6,13.2,0.7
1993/12/6,4.3,5.3,3.2
1993/12/7,5.6,10.8,0.9
1993/12/8,5.0,7.1,1.5
1993/12/9,7.5,12.9,2.3
1993/12/10,7.9,9.6,5.1
1993/12/11,8.8,13.0,5.1
1993/12/12,8.0,12.4,4.6
1993/12/13,10.0,14.8,5.5
1993/12/14,6.3,9.8,3.1
1993/12/15,3.4,7.2,1.2
1993/12/16,3.1,7.5,-2.7
1993/12/17,5.1,11.9,1.7
1993/12/18,4.2,7.7,1.6
1993/12/19,5.2,9.0,1.5
1993/12/20,5.5,8.3,0.9
1993/12/21,9.6,12.6,6.6
1993/12/22,3.9,7.4,0.2
1993/12/23,2.8,5.8,-1.3
1993/12/24,6.5,12.2,1.5
1993/12/25,6.8,12.8,2.0
1993/12/26,6.9,12.7,1.2
1993/12/27,8.2,12.6,4.3
1993/12/28,5.0,6.7,3.5
1993/12/29,5.3,9.9,1.2
1993/12/30,6.2,10.6,-0.8
1993/12/31,7.6,12.8,4.4
1994/1/1,3.9,7.5,1.2
1994/1/2,4.8,9.1,1.1
1994/1/3,5.8,12.2,0.5
1994/1/4,7.1,10.9,3.8
1994/1/5,3.6,6.7,0.9
1994/1/6,3.4,7.5,1.3
1994/1/7,2.6,7.0,-1.3
1994/1/8,1.8,6.2,-2.4
1994/1/9,4.2,11.9,-2.8
1994/1/10,6.5,10.1,1.3
1994/1/11,5.7,7.4,4.8
1994/1/12,5.9,11.4,1.1
1994/1/13,4.3,4.8,3.6
1994/1/14,4.4,6.7,3.1
1994/1/15,3.4,7.2,-0.2
1994/1/16,4.3,9.3,-1.2
1994/1/17,6.9,12.7,-0.8
1994/1/18,4.9,8.6,0.8
1994/1/19,1.2,4.8,-1.4
1994/1/20,0.7,6.1,-5.0
1994/1/21,0.7,3.6,-1.7
1994/1/22,1.8,6.7,-3.2
1994/1/23,2.9,9.1,-2.1
1994/1/24,1.3,5.4,-2.6
1994/1/25,2.7,9.9,-3.7
1994/1/26,4.5,12.1,-2.4
1994/1/27,5.4,10.5,0.9
1994/1/28,1.7,3.9,-0.5
1994/1/29,1.9,5.4,-0.6
1994/1/30,0.0,3.4,-2.8
1994/1/31,2.0,7.3,-3.1
1994/2/1,4.2,9.5,-1.7
1994/2/2,2.3,5.7,-1.2
1994/2/3,1.1,5.2,-1.8
1994/2/4,3.2,7.5,-1.0
1994/2/5,5.0,9.7,0.7
1994/2/6,5.6,13.3,-1.1
1994/2/7,6.6,13.0,1.1
1994/2/8,6.8,11.5,3.0
1994/2/9,7.4,11.5,3.3
1994/2/10,5.1,8.6,2.1
1994/2/11,3.2,7.0,1.1
1994/2/12,0.1,1.7,-0.6
1994/2/13,-0.2,3.0,-2.4
1994/2/14,2.6,6.8,-3.5
1994/2/15,5.4,9.9,1.3
1994/2/16,6.8,11.1,3.6
1994/2/17,4.2,8.4,0.1
1994/2/18,5.4,10.4,-0.4
1994/2/19,6.7,12.7,1.5
1994/2/20,6.4,13.2,-1.3
1994/2/21,8.5,11.3,5.0
1994/2/22,3.9,7.6,1.6
1994/2/23,2.1,5.8,-0.5
1994/2/24,3.9,8.2,0.3
1994/2/25,4.6,8.6,0.7
1994/2/26,4.3,10.0,-1.0
1994/2/27,4.9,9.0,1.1
1994/2/28,5.7,11.2,0.3
1994/3/1,5.3,9.6,2.3
1994/3/2,4.7,9.2,1.2
1994/3/3,4.3,8.8,-2.6
1994/3/4,5.0,7.9,1.9
1994/3/5,4.3,9.6,0.0
1994/3/6,3.6,8.2,-0.2
1994/3/7,3.6,7.4,-3.1
1994/3/8,8.4,10.5,5.4
1994/3/9,10.0,17.2,6.1
1994/3/10,3.8,6.2,1.1
1994/3/11,5.0,8.8,0.3
1994/3/12,6.1,9.7,1.5
1994/3/13,4.9,9.3,3.1
1994/3/14,3.7,7.1,1.2
1994/3/15,4.5,8.1,1.4
1994/3/16,5.4,8.5,-0.5
1994/3/17,7.1,12.5,3.4
1994/3/18,5.0,8.1,2.1
1994/3/19,6.5,10.8,3.0
1994/3/20,6.7,11.8,1.9
1994/3/21,5.1,10.0,1.9
1994/3/22,5.1,8.1,0.7
1994/3/23,7.3,10.4,4.2
1994/3/24,9.6,13.5,5.5
1994/3/25,6.5,12.7,2.8
1994/3/26,5.4,9.6,1.7
1994/3/27,6.4,11.8,1.7
1994/3/28,8.5,12.5,1.0
1994/3/29,9.4,13.3,4.9
1994/3/30,6.7,11.0,2.0
1994/3/31,10.7,17.7,5.4
