ダウンロードした時刻：2019/10/10 15:40:35

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,4.8,9.0,-0.5
1988/12/2,4.9,8.5,0.0
1988/12/3,3.0,9.8,-1.4
1988/12/4,3.3,7.4,-2.1
1988/12/5,6.0,13.4,2.5
1988/12/6,4.3,7.6,2.7
1988/12/7,6.3,15.8,-0.2
1988/12/8,6.9,15.7,0.8
1988/12/9,7.8,12.5,2.6
1988/12/10,4.7,8.3,2.4
1988/12/11,4.7,8.0,1.5
1988/12/12,5.3,12.3,1.0
1988/12/13,4.3,7.3,-0.7
1988/12/14,8.7,14.6,5.4
1988/12/15,4.7,7.1,1.1
1988/12/16,1.7,4.4,-0.3
1988/12/17,0.6,2.4,-1.3
1988/12/18,5.3,9.3,-0.4
1988/12/19,6.0,8.5,3.5
1988/12/20,6.3,13.1,1.1
1988/12/21,3.1,6.2,1.0
1988/12/22,2.3,5.6,0.3
1988/12/23,3.1,7.9,-0.9
1988/12/24,4.7,11.2,-2.9
1988/12/25,2.6,6.3,0.4
1988/12/26,2.4,5.6,-0.8
1988/12/27,1.6,6.1,-2.8
1988/12/28,1.0,3.4,-1.3
1988/12/29,1.6,4.0,-0.9
1988/12/30,3.5,6.5,-0.9
1988/12/31,4.1,8.8,-0.6
1989/1/1,4.1,9.0,0.6
1989/1/2,4.4,9.0,-0.6
1989/1/3,2.9,10.4,-2.5
1989/1/4,1.6,3.9,0.2
1989/1/5,2.9,5.3,-0.4
1989/1/6,5.5,9.2,1.4
1989/1/7,4.4,10.3,-1.8
1989/1/8,5.7,7.2,4.6
1989/1/9,5.7,6.8,4.9
1989/1/10,6.5,8.1,5.0
1989/1/11,6.7,9.6,4.5
1989/1/12,5.7,7.1,3.9
1989/1/13,3.6,6.0,0.8
1989/1/14,1.7,7.8,-1.9
1989/1/15,-0.2,3.4,-2.9
1989/1/16,0.4,7.3,-5.4
1989/1/17,4.0,8.0,-0.9
1989/1/18,2.8,9.8,-2.9
1989/1/19,5.5,9.0,2.0
1989/1/20,6.7,7.4,6.0
1989/1/21,6.1,9.5,3.9
1989/1/22,2.4,5.4,-0.3
1989/1/23,0.0,2.7,-1.6
1989/1/24,3.0,5.2,0.8
1989/1/25,2.3,5.8,-1.9
1989/1/26,1.2,6.8,-4.4
1989/1/27,3.0,10.1,-0.6
1989/1/28,-2.7,0.6,-4.6
1989/1/29,1.5,4.6,-3.4
1989/1/30,3.2,7.9,-0.9
1989/1/31,3.6,12.3,-3.5
1989/2/1,3.2,7.2,0.1
1989/2/2,1.3,4.9,-0.5
1989/2/3,-0.1,2.1,-2.3
1989/2/4,2.1,5.5,-1.0
1989/2/5,4.3,7.9,1.6
1989/2/6,5.1,10.5,-0.4
1989/2/7,5.2,10.2,0.0
1989/2/8,5.1,11.8,-1.7
1989/2/9,4.5,7.2,1.0
1989/2/10,3.7,5.8,2.1
1989/2/11,1.9,6.1,-1.8
1989/2/12,1.0,7.7,-3.7
1989/2/13,2.3,7.1,-3.3
1989/2/14,4.2,8.3,0.2
1989/2/15,4.3,12.1,-3.7
1989/2/16,8.7,14.2,3.5
1989/2/17,5.5,7.9,2.9
1989/2/18,2.1,3.6,0.4
1989/2/19,4.7,9.2,0.4
1989/2/20,5.5,11.0,-2.2
1989/2/21,6.2,10.0,4.1
1989/2/22,2.9,6.1,0.6
1989/2/23,2.6,7.6,-1.3
1989/2/24,2.2,3.4,0.2
1989/2/25,0.5,2.3,-1.2
1989/2/26,2.3,4.9,0.2
1989/2/27,3.5,8.2,0.4
1989/2/28,7.4,11.7,0.3
1989/3/1,8.7,13.1,3.8
1989/3/2,4.4,10.5,0.0
1989/3/3,7.7,14.2,0.3
1989/3/4,12.5,17.5,7.4
1989/3/5,4.7,7.7,3.0
1989/3/6,4.3,8.7,-0.1
1989/3/7,2.3,6.3,-1.2
1989/3/8,3.1,7.1,1.1
1989/3/9,3.3,8.4,0.0
1989/3/10,4.7,11.0,-1.4
1989/3/11,6.8,13.9,-0.1
1989/3/12,7.3,12.9,2.9
1989/3/13,10.4,18.0,2.0
1989/3/14,10.9,15.1,8.0
1989/3/15,7.4,11.4,4.6
1989/3/16,6.1,9.7,3.9
1989/3/17,4.1,8.1,2.0
1989/3/18,3.8,6.7,1.9
1989/3/19,5.4,8.7,3.2
1989/3/20,6.8,10.0,4.0
1989/3/21,5.6,9.0,2.9
1989/3/22,3.2,5.2,1.7
1989/3/23,5.7,10.2,2.0
1989/3/24,5.4,10.0,1.3
1989/3/25,7.2,13.7,4.8
1989/3/26,7.6,12.4,4.5
1989/3/27,6.8,12.1,2.7
1989/3/28,5.4,6.7,3.5
1989/3/29,8.0,12.6,4.4
1989/3/30,8.1,14.7,1.0
1989/3/31,9.0,12.6,2.6
