ダウンロードした時刻：2019/10/10 16:19:49

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,8.3,13.1,4.3
1986/12/2,10.8,16.2,4.4
1986/12/3,11.8,15.5,7.3
1986/12/4,9.0,11.4,7.4
1986/12/5,7.6,13.0,1.9
1986/12/6,10.9,16.2,6.3
1986/12/7,6.5,10.6,2.4
1986/12/8,8.3,13.6,1.5
1986/12/9,10.2,16.0,5.2
1986/12/10,10.1,12.9,4.6
1986/12/11,9.6,17.2,4.0
1986/12/12,10.0,17.5,3.7
1986/12/13,13.7,17.6,8.4
1986/12/14,13.9,17.1,11.7
1986/12/15,10.5,12.1,9.3
1986/12/16,9.5,11.5,7.2
1986/12/17,10.6,13.6,5.8
1986/12/18,10.9,15.9,8.8
1986/12/19,6.9,9.0,6.1
1986/12/20,7.0,10.6,2.3
1986/12/21,8.3,10.1,5.2
1986/12/22,4.8,10.0,0.5
1986/12/23,8.1,12.3,0.3
1986/12/24,11.5,16.4,5.7
1986/12/25,9.1,13.0,4.5
1986/12/26,5.6,10.4,2.4
1986/12/27,6.1,9.7,2.0
1986/12/28,4.6,7.5,0.9
1986/12/29,4.5,8.4,-2.0
1986/12/30,10.6,16.0,3.1
1986/12/31,12.6,16.6,6.6
1987/1/1,7.8,11.0,2.8
1987/1/2,12.0,18.1,8.6
1987/1/3,7.7,11.6,2.4
1987/1/4,7.4,10.4,2.6
1987/1/5,7.1,9.0,5.8
1987/1/6,5.6,11.1,1.4
1987/1/7,8.1,13.8,1.4
1987/1/8,7.9,10.8,2.9
1987/1/9,9.4,13.0,7.1
1987/1/10,3.8,7.7,-0.7
1987/1/11,5.2,10.0,-1.1
1987/1/12,3.4,8.1,-2.1
1987/1/13,-0.1,3.6,-2.5
1987/1/14,2.3,5.9,-2.7
1987/1/15,6.7,13.4,3.8
1987/1/16,9.8,15.3,3.3
1987/1/17,6.1,10.2,3.0
1987/1/18,3.6,5.7,1.3
1987/1/19,3.6,6.4,-0.4
1987/1/20,2.4,7.8,-2.1
1987/1/21,3.1,10.0,-2.2
1987/1/22,7.2,12.0,0.7
1987/1/23,11.0,16.0,4.8
1987/1/24,3.0,6.8,0.0
1987/1/25,1.0,3.8,-0.3
1987/1/26,3.2,6.7,-1.5
1987/1/27,5.2,8.3,0.5
1987/1/28,6.6,11.2,2.9
1987/1/29,9.9,14.2,3.5
1987/1/30,7.7,12.8,1.8
1987/1/31,1.7,5.5,-2.1
1987/2/1,2.5,7.4,-2.4
1987/2/2,3.6,7.8,-1.0
1987/2/3,0.5,2.7,-1.8
1987/2/4,4.0,7.9,0.9
1987/2/5,6.4,10.7,3.6
1987/2/6,7.4,12.1,0.6
1987/2/7,11.0,14.8,7.7
1987/2/8,9.0,14.7,2.1
1987/2/9,14.0,17.6,7.1
1987/2/10,16.7,18.8,14.0
1987/2/11,17.2,19.1,15.4
1987/2/12,9.1,15.7,6.2
1987/2/13,9.8,14.6,4.0
1987/2/14,9.9,13.5,7.9
1987/2/15,5.6,10.5,0.6
1987/2/16,7.2,11.2,0.7
1987/2/17,8.3,9.7,7.3
1987/2/18,7.8,9.9,4.5
1987/2/19,7.3,10.7,4.8
1987/2/20,7.4,11.4,5.4
1987/2/21,6.9,10.6,3.2
1987/2/22,7.2,11.5,2.2
1987/2/23,9.7,13.2,5.6
1987/2/24,8.7,14.1,1.1
1987/2/25,1.9,5.1,-0.7
1987/2/26,1.8,4.2,-0.3
1987/2/27,0.3,1.4,-1.0
1987/2/28,4.5,8.6,-1.2
1987/3/1,3.9,6.4,-1.1
1987/3/2,3.2,8.6,-0.9
1987/3/3,7.9,12.6,0.1
1987/3/4,11.5,13.4,8.2
1987/3/5,14.0,17.7,9.6
1987/3/6,11.5,15.5,8.8
1987/3/7,5.9,8.8,4.1
1987/3/8,6.9,11.7,0.9
1987/3/9,7.8,12.0,5.3
1987/3/10,7.2,8.2,5.1
1987/3/11,8.0,14.2,3.6
1987/3/12,8.5,11.6,3.1
1987/3/13,12.3,15.2,8.8
1987/3/14,10.4,15.3,5.7
1987/3/15,7.9,13.0,3.9
1987/3/16,7.4,12.0,0.9
1987/3/17,9.9,12.6,7.1
1987/3/18,10.5,16.3,5.9
1987/3/19,10.5,12.9,6.1
1987/3/20,9.8,12.6,6.3
1987/3/21,10.9,14.7,5.4
1987/3/22,11.8,12.9,11.0
1987/3/23,12.0,12.7,11.1
1987/3/24,10.1,11.9,7.8
1987/3/25,3.8,7.8,1.5
1987/3/26,3.4,9.6,-0.3
1987/3/27,5.9,10.8,-0.6
1987/3/28,7.9,13.0,1.4
1987/3/29,9.9,14.3,7.0
1987/3/30,12.4,15.4,6.7
1987/3/31,7.5,11.9,5.3
