ダウンロードした時刻：2019/10/10 15:39:49

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,9.9,14.8,7.1
1991/12/2,8.2,12.4,3.8
1991/12/3,6.5,10.4,1.3
1991/12/4,7.0,10.7,3.3
1991/12/5,7.8,14.1,2.6
1991/12/6,8.6,14.2,3.0
1991/12/7,8.4,16.1,4.2
1991/12/8,2.2,4.4,1.3
1991/12/9,2.9,6.7,0.1
1991/12/10,2.4,4.9,0.6
1991/12/11,3.0,7.1,-1.1
1991/12/12,1.7,4.8,0.1
1991/12/13,2.4,5.4,-2.5
1991/12/14,4.6,9.5,1.2
1991/12/15,7.5,12.2,4.5
1991/12/16,6.3,11.8,1.8
1991/12/17,4.9,11.2,-0.6
1991/12/18,8.0,15.5,4.5
1991/12/19,4.2,7.7,1.0
1991/12/20,2.4,5.3,-1.5
1991/12/21,5.2,10.9,-0.2
1991/12/22,6.2,10.7,3.2
1991/12/23,7.2,10.4,2.4
1991/12/24,10.2,14.9,6.1
1991/12/25,3.6,6.1,1.0
1991/12/26,1.3,3.8,-1.0
1991/12/27,1.9,3.7,-1.0
1991/12/28,2.7,7.3,-0.5
1991/12/29,1.1,3.6,-1.0
1991/12/30,-0.1,1.1,-1.5
1991/12/31,2.6,5.2,-0.4
1992/1/1,2.5,5.6,0.1
1992/1/2,3.5,7.9,-0.1
1992/1/3,3.9,8.3,0.5
1992/1/4,3.3,6.4,0.4
1992/1/5,5.5,9.0,2.2
1992/1/6,2.9,5.6,0.3
1992/1/7,2.3,4.5,0.6
1992/1/8,7.0,9.3,3.1
1992/1/9,1.9,4.7,0.3
1992/1/10,1.9,4.0,-0.8
1992/1/11,4.6,7.6,1.5
1992/1/12,4.4,9.7,-0.2
1992/1/13,6.1,10.6,2.4
1992/1/14,1.8,5.9,-2.4
1992/1/15,0.7,3.9,-3.4
1992/1/16,2.5,6.5,-2.1
1992/1/17,5.1,9.6,1.3
1992/1/18,3.3,6.3,-0.1
1992/1/19,1.6,6.3,-0.8
1992/1/20,1.4,4.1,-2.6
1992/1/21,2.9,6.1,-1.2
1992/1/22,3.4,9.1,-2.0
1992/1/23,1.2,3.8,-0.7
1992/1/24,0.1,2.8,-2.3
1992/1/25,1.4,5.4,-3.5
1992/1/26,2.9,7.2,-0.1
1992/1/27,3.0,10.2,-2.7
1992/1/28,3.0,6.6,0.9
1992/1/29,0.4,3.2,-1.3
1992/1/30,0.7,4.2,-3.3
1992/1/31,-0.3,1.4,-2.2
1992/2/1,0.1,2.8,-1.8
1992/2/2,1.1,4.0,-2.5
1992/2/3,4.0,8.3,-0.3
1992/2/4,3.7,7.0,1.0
1992/2/5,0.8,3.0,-0.8
1992/2/6,1.6,4.7,-0.8
1992/2/7,2.9,8.6,-0.7
1992/2/8,0.6,3.9,-2.0
1992/2/9,0.5,4.1,-1.9
1992/2/10,3.5,10.4,-3.2
1992/2/11,0.8,3.1,-1.4
1992/2/12,2.5,7.8,-3.0
1992/2/13,4.7,7.9,1.7
1992/2/14,2.7,6.9,-0.6
1992/2/15,5.2,11.5,-1.2
1992/2/16,3.7,11.2,-1.7
1992/2/17,1.5,5.1,-1.6
1992/2/18,2.7,6.5,-1.3
1992/2/19,0.8,3.4,-2.8
1992/2/20,-0.7,3.0,-3.5
1992/2/21,-0.4,4.4,-4.5
1992/2/22,0.3,3.2,-2.0
1992/2/23,2.6,5.7,-0.1
1992/2/24,2.9,7.5,-1.8
1992/2/25,2.8,6.4,-0.1
1992/2/26,2.2,5.5,-0.5
1992/2/27,5.3,11.4,-1.8
1992/2/28,5.1,8.5,-0.3
1992/2/29,6.6,11.6,1.8
1992/3/1,8.7,13.2,3.7
1992/3/2,2.5,5.0,-0.8
1992/3/3,1.0,5.0,-1.6
1992/3/4,3.0,7.8,-0.7
1992/3/5,0.2,2.6,-1.2
1992/3/6,1.2,3.4,-1.0
1992/3/7,1.9,4.4,-2.0
1992/3/8,3.9,9.3,-2.6
1992/3/9,5.4,10.5,-0.3
1992/3/10,7.1,13.3,3.4
1992/3/11,6.9,11.3,4.4
1992/3/12,4.4,8.4,-0.5
1992/3/13,8.1,14.8,1.4
1992/3/14,9.2,14.5,4.4
1992/3/15,9.2,11.3,6.8
1992/3/16,6.2,10.2,1.4
1992/3/17,2.7,5.8,1.0
1992/3/18,1.1,3.1,0.3
1992/3/19,3.6,7.2,1.0
1992/3/20,5.6,11.4,1.3
1992/3/21,-0.2,2.6,-1.7
1992/3/22,1.7,5.2,-2.9
1992/3/23,2.9,5.9,-0.7
1992/3/24,2.3,4.0,0.2
1992/3/25,6.4,9.2,3.5
1992/3/26,8.3,13.0,4.8
1992/3/27,7.4,11.7,3.1
1992/3/28,7.9,13.5,2.2
1992/3/29,7.7,10.5,4.0
1992/3/30,9.5,11.6,7.8
1992/3/31,9.9,14.0,6.5
