ダウンロードした時刻：2019/10/10 15:56:34

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,13.9,17.4,8.7
2010/12/2,15.7,19.0,9.6
2010/12/3,18.6,22.3,13.0
2010/12/4,11.9,15.7,8.6
2010/12/5,12.2,16.7,7.7
2010/12/6,13.4,17.9,9.3
2010/12/7,13.6,16.1,11.4
2010/12/8,9.1,11.4,6.9
2010/12/9,9.5,13.1,6.1
2010/12/10,9.8,13.0,5.4
2010/12/11,15.1,18.3,9.4
2010/12/12,13.3,15.5,11.0
2010/12/13,12.3,13.4,9.8
2010/12/14,11.9,14.3,8.2
2010/12/15,10.8,15.8,7.7
2010/12/16,6.9,8.5,4.3
2010/12/17,7.2,11.5,3.2
2010/12/18,8.6,13.5,3.4
2010/12/19,10.0,12.7,8.0
2010/12/20,11.0,16.1,5.6
2010/12/21,14.3,16.2,8.7
2010/12/22,15.2,18.6,11.4
2010/12/23,11.5,14.6,8.5
2010/12/24,8.8,13.4,4.8
2010/12/25,6.0,9.2,2.2
2010/12/26,7.4,11.1,4.5
2010/12/27,6.7,11.2,2.8
2010/12/28,8.6,13.8,2.8
2010/12/29,7.9,12.3,3.8
2010/12/30,6.0,10.8,2.1
2010/12/31,5.9,9.1,2.7
2011/1/1,6.7,9.5,3.0
2011/1/2,7.8,10.0,4.2
2011/1/3,8.3,10.1,4.0
2011/1/4,7.5,9.4,3.7
2011/1/5,7.3,11.3,1.6
2011/1/6,6.7,10.3,3.0
2011/1/7,3.1,6.5,0.4
2011/1/8,4.9,9.7,-0.2
2011/1/9,7.5,13.0,3.9
2011/1/10,3.1,6.1,0.3
2011/1/11,3.4,6.0,-0.5
2011/1/12,6.6,10.6,2.9
2011/1/13,4.4,6.7,2.1
2011/1/14,4.0,8.1,0.0
2011/1/15,5.1,8.9,1.5
2011/1/16,2.6,5.5,0.1
2011/1/17,4.7,10.0,-0.1
2011/1/18,5.2,8.9,0.5
2011/1/19,6.5,11.8,1.8
2011/1/20,5.6,10.5,1.3
2011/1/21,4.7,7.1,2.7
2011/1/22,6.5,11.0,2.0
2011/1/23,5.4,8.3,1.6
2011/1/24,6.8,9.3,3.8
2011/1/25,5.5,9.0,1.6
2011/1/26,5.0,8.5,0.6
2011/1/27,4.2,8.4,-0.1
2011/1/28,3.4,7.2,-0.9
2011/1/29,4.1,6.0,1.3
2011/1/30,2.6,5.9,0.1
2011/1/31,2.3,6.6,-2.4
2011/2/1,6.2,12.1,0.0
2011/2/2,6.1,8.4,4.4
2011/2/3,7.0,9.5,1.6
2011/2/4,8.5,12.0,4.3
2011/2/5,9.1,11.3,7.8
2011/2/6,9.0,11.3,7.2
2011/2/7,7.5,10.8,4.5
2011/2/8,6.5,8.2,4.9
2011/2/9,6.1,7.8,3.6
2011/2/10,6.0,8.6,2.4
2011/2/11,3.8,4.9,2.7
2011/2/12,4.2,5.5,1.8
2011/2/13,4.7,9.1,0.7
2011/2/14,6.2,7.3,4.8
2011/2/15,6.2,8.6,3.0
2011/2/16,6.7,13.0,0.9
2011/2/17,12.2,15.4,8.0
2011/2/18,10.8,16.1,5.1
2011/2/19,6.3,8.5,4.3
2011/2/20,8.2,9.3,6.4
2011/2/21,6.6,7.8,5.4
2011/2/22,7.0,8.8,5.7
2011/2/23,8.0,10.2,6.4
2011/2/24,10.8,15.9,6.1
2011/2/25,13.8,18.0,7.2
2011/2/26,5.9,7.4,4.0
2011/2/27,11.8,16.9,7.1
2011/2/28,7.4,10.0,6.2
2011/3/1,6.9,8.8,6.1
2011/3/2,6.9,10.5,2.9
2011/3/3,3.8,7.0,0.7
2011/3/4,3.5,6.6,-0.1
2011/3/5,6.2,10.3,1.6
2011/3/6,8.9,11.5,6.7
2011/3/7,6.1,9.7,3.3
2011/3/8,6.5,9.0,3.1
2011/3/9,7.4,10.4,4.4
2011/3/10,5.1,8.2,1.8
2011/3/11,6.2,10.9,2.0
2011/3/12,7.3,11.3,1.8
2011/3/13,11.3,16.1,5.2
2011/3/14,14.5,18.1,10.1
2011/3/15,10.7,14.3,9.2
2011/3/16,7.2,13.0,1.8
2011/3/17,4.3,8.3,1.2
2011/3/18,5.0,8.9,0.2
2011/3/19,12.7,17.7,8.9
2011/3/20,12.2,16.8,6.6
2011/3/21,10.9,16.7,7.8
2011/3/22,7.8,8.8,6.9
2011/3/23,6.7,8.4,5.0
2011/3/24,4.8,6.4,2.7
2011/3/25,7.9,13.3,1.8
2011/3/26,7.3,11.2,3.3
2011/3/27,5.8,9.0,1.1
2011/3/28,7.9,10.4,4.9
2011/3/29,11.0,15.4,5.5
2011/3/30,,,
2011/3/31,10.2,13.1,8.2
