ダウンロードした時刻：2019/10/10 16:20:48

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,14.3,17.4,12.3
2003/12/2,13.5,17.4,10.0
2003/12/3,12.9,17.6,9.2
2003/12/4,11.7,16.8,7.0
2003/12/5,13.5,16.4,11.6
2003/12/6,14.7,18.8,12.0
2003/12/7,8.2,12.2,4.3
2003/12/8,7.9,12.2,3.9
2003/12/9,8.5,10.9,5.6
2003/12/10,9.3,15.6,4.5
2003/12/11,10.0,11.4,8.2
2003/12/12,9.8,11.3,8.2
2003/12/13,8.6,10.0,7.0
2003/12/14,8.3,10.3,6.1
2003/12/15,9.4,12.5,5.2
2003/12/16,7.9,12.6,3.9
2003/12/17,10.8,13.4,8.2
2003/12/18,8.3,9.9,5.5
2003/12/19,4.9,8.8,1.4
2003/12/20,4.1,6.8,1.6
2003/12/21,5.3,10.5,0.2
2003/12/22,10.4,13.5,7.5
2003/12/23,11.9,15.6,7.0
2003/12/24,13.5,16.8,8.3
2003/12/25,12.0,17.7,6.7
2003/12/26,6.5,10.0,2.2
2003/12/27,5.0,8.0,1.6
2003/12/28,5.5,12.1,0.5
2003/12/29,11.9,16.4,5.4
2003/12/30,10.8,13.8,7.2
2003/12/31,9.4,10.2,8.5
2004/1/1,9.9,13.0,7.3
2004/1/2,10.6,14.4,8.3
2004/1/3,8.7,11.4,5.4
2004/1/4,8.0,13.7,4.4
2004/1/5,8.0,12.2,4.6
2004/1/6,9.2,14.2,4.2
2004/1/7,9.7,13.8,5.2
2004/1/8,7.7,11.7,4.6
2004/1/9,5.8,9.1,2.3
2004/1/10,8.4,12.4,4.7
2004/1/11,8.5,11.8,4.4
2004/1/12,7.7,12.3,2.8
2004/1/13,5.5,10.8,3.5
2004/1/14,4.7,8.6,2.0
2004/1/15,6.1,10.6,2.0
2004/1/16,6.3,7.5,5.2
2004/1/17,6.9,11.6,3.6
2004/1/18,7.1,11.8,2.7
2004/1/19,6.4,7.5,5.8
2004/1/20,5.9,7.4,4.4
2004/1/21,2.5,5.6,-1.6
2004/1/22,-0.5,1.4,-2.3
2004/1/23,2.1,3.3,0.2
2004/1/24,3.0,5.8,1.1
2004/1/25,2.5,4.8,0.2
2004/1/26,3.6,5.1,1.4
2004/1/27,4.1,7.4,0.7
2004/1/28,5.1,9.9,0.2
2004/1/29,7.1,11.0,4.2
2004/1/30,7.2,12.6,2.5
2004/1/31,7.3,14.3,2.0
2004/2/1,9.4,13.9,5.2
2004/2/2,9.6,12.0,6.9
2004/2/3,5.7,7.8,3.8
2004/2/4,4.4,7.1,2.8
2004/2/5,4.9,9.0,1.5
2004/2/6,3.8,5.9,2.1
2004/2/7,3.9,6.0,1.2
2004/2/8,6.4,10.3,2.7
2004/2/9,6.9,10.2,2.5
2004/2/10,5.8,11.9,0.7
2004/2/11,7.7,13.4,2.2
2004/2/12,9.0,13.4,5.5
2004/2/13,8.7,13.8,3.1
2004/2/14,12.2,16.5,7.2
2004/2/15,8.2,12.3,5.0
2004/2/16,8.0,13.9,3.1
2004/2/17,10.2,16.1,5.0
2004/2/18,9.7,17.0,3.8
2004/2/19,11.4,14.3,7.4
2004/2/20,14.0,20.1,9.4
2004/2/21,16.5,21.9,11.5
2004/2/22,15.1,19.2,9.1
2004/2/23,8.4,11.9,4.7
2004/2/24,9.0,14.1,3.9
2004/2/25,13.0,17.2,9.2
2004/2/26,10.3,13.8,6.6
2004/2/27,8.1,13.0,4.7
2004/2/28,9.7,18.5,3.7
2004/2/29,15.3,18.7,11.6
2004/3/1,9.6,12.3,6.7
2004/3/2,7.9,11.1,5.4
2004/3/3,6.5,9.9,2.9
2004/3/4,5.0,8.4,2.0
2004/3/5,7.8,12.8,1.1
2004/3/6,4.7,8.8,1.5
2004/3/7,3.3,6.5,0.5
2004/3/8,6.0,11.0,0.7
2004/3/9,9.5,14.6,5.4
2004/3/10,15.3,20.5,7.9
2004/3/11,16.2,18.5,12.4
2004/3/12,10.1,12.5,6.9
2004/3/13,11.1,18.7,4.5
2004/3/14,10.7,14.5,7.3
2004/3/15,12.0,18.7,5.7
2004/3/16,15.8,21.9,8.9
2004/3/17,18.2,20.5,13.1
2004/3/18,11.9,14.9,8.1
2004/3/19,10.7,16.4,5.7
2004/3/20,11.0,13.1,9.3
2004/3/21,10.3,13.4,9.0
2004/3/22,10.5,13.7,8.2
2004/3/23,11.9,17.0,6.9
2004/3/24,13.6,19.6,8.8
2004/3/25,10.9,13.7,9.6
2004/3/26,12.4,17.3,8.7
2004/3/27,13.1,18.2,8.6
2004/3/28,15.3,21.1,10.6
2004/3/29,16.9,23.2,11.3
2004/3/30,16.4,20.2,13.3
2004/3/31,13.2,17.2,9.2
