ダウンロードした時刻：2019/10/10 16:06:08

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,7.3,11.4,1.5
1984/12/2,5.5,8.1,3.0
1984/12/3,7.2,12.8,2.3
1984/12/4,6.8,15.8,0.3
1984/12/5,11.3,18.8,4.4
1984/12/6,8.1,12.5,6.3
1984/12/7,6.7,10.3,2.2
1984/12/8,4.1,13.4,-0.5
1984/12/9,5.1,13.9,-0.7
1984/12/10,11.8,20.3,4.0
1984/12/11,13.8,16.0,12.3
1984/12/12,13.7,15.6,11.2
1984/12/13,10.0,12.9,5.7
1984/12/14,9.6,11.6,7.3
1984/12/15,6.5,7.9,4.4
1984/12/16,5.9,8.0,3.3
1984/12/17,7.8,12.3,4.4
1984/12/18,5.7,8.4,2.8
1984/12/19,4.6,7.8,2.4
1984/12/20,4.8,10.0,1.3
1984/12/21,4.2,6.9,2.1
1984/12/22,3.6,7.4,0.9
1984/12/23,1.8,7.3,-1.9
1984/12/24,0.6,3.6,-2.3
1984/12/25,-0.3,1.3,-1.5
1984/12/26,0.9,4.0,-2.1
1984/12/27,1.3,3.1,-0.2
1984/12/28,1.3,4.8,-0.9
1984/12/29,0.9,4.9,-1.4
1984/12/30,0.4,5.4,-3.5
1984/12/31,1.5,7.1,-2.9
1985/1/1,2.9,7.6,0.0
1985/1/2,3.2,8.5,0.6
1985/1/3,4.2,8.1,1.7
1985/1/4,1.6,3.8,0.3
1985/1/5,0.9,2.0,0.0
1985/1/6,0.9,2.1,-0.7
1985/1/7,0.9,2.2,0.4
1985/1/8,0.2,3.3,-1.3
1985/1/9,1.3,8.3,-2.2
1985/1/10,3.3,8.4,-0.3
1985/1/11,2.0,6.8,-1.2
1985/1/12,3.8,9.7,-0.8
1985/1/13,2.2,5.6,-1.0
1985/1/14,-1.4,2.1,-3.3
1985/1/15,0.6,5.0,-4.0
1985/1/16,3.0,7.5,0.6
1985/1/17,0.5,3.3,-1.3
1985/1/18,0.4,1.9,-1.1
1985/1/19,1.7,5.8,-1.5
1985/1/20,4.7,7.9,1.8
1985/1/21,3.3,5.6,0.0
1985/1/22,3.3,8.7,-1.7
1985/1/23,3.5,6.0,-0.1
1985/1/24,2.0,4.8,-0.3
1985/1/25,0.8,2.0,0.1
1985/1/26,0.8,3.1,-0.4
1985/1/27,2.1,5.4,-0.7
1985/1/28,3.6,6.8,1.0
1985/1/29,-0.9,4.0,-3.6
1985/1/30,-1.8,-0.2,-3.8
1985/1/31,-1.2,3.9,-6.4
1985/2/1,3.3,8.2,-1.1
1985/2/2,2.9,6.9,-1.1
1985/2/3,4.5,10.9,-1.5
1985/2/4,4.5,10.7,0.6
1985/2/5,4.3,7.7,1.7
1985/2/6,4.8,7.3,1.0
1985/2/7,6.5,11.9,1.5
1985/2/8,6.1,9.3,3.7
1985/2/9,10.8,17.2,5.4
1985/2/10,6.2,12.2,2.1
1985/2/11,4.5,9.3,1.9
1985/2/12,4.9,10.5,-0.1
1985/2/13,3.6,8.5,0.7
1985/2/14,0.3,2.8,-1.8
1985/2/15,1.6,5.1,-1.8
1985/2/16,3.1,7.2,0.4
1985/2/17,4.0,6.4,2.5
1985/2/18,4.8,8.2,2.0
1985/2/19,5.3,6.9,3.5
1985/2/20,6.6,10.2,3.6
1985/2/21,1.1,5.0,-2.1
1985/2/22,0.3,4.2,-2.4
1985/2/23,1.9,7.3,-0.8
1985/2/24,-0.1,2.8,-2.3
1985/2/25,1.0,4.5,-0.8
1985/2/26,1.6,5.8,-1.0
1985/2/27,3.7,6.0,0.3
1985/2/28,3.9,5.5,1.9
1985/3/1,6.4,8.9,4.0
1985/3/2,5.8,7.5,3.6
1985/3/3,5.4,7.3,3.2
1985/3/4,5.2,12.0,-0.4
1985/3/5,5.8,11.4,1.5
1985/3/6,5.2,9.2,1.6
1985/3/7,5.1,9.8,0.2
1985/3/8,12.0,17.7,3.7
1985/3/9,7.3,14.4,4.8
1985/3/10,4.9,6.8,2.9
1985/3/11,3.7,5.8,2.5
1985/3/12,4.1,8.3,0.9
1985/3/13,3.7,8.7,-0.4
1985/3/14,6.5,9.5,2.8
1985/3/15,5.8,6.9,5.2
1985/3/16,6.9,11.4,-0.5
1985/3/17,9.1,10.2,7.6
1985/3/18,9.5,10.4,8.7
1985/3/19,6.9,8.8,5.8
1985/3/20,8.1,10.8,6.4
1985/3/21,7.4,10.9,4.6
1985/3/22,6.5,10.4,2.0
1985/3/23,4.5,10.5,-0.3
1985/3/24,5.8,12.2,-0.3
1985/3/25,13.1,17.9,2.5
1985/3/26,11.0,16.9,5.7
1985/3/27,8.5,12.0,5.6
1985/3/28,9.1,13.2,5.2
1985/3/29,8.3,14.3,3.3
1985/3/30,6.0,8.8,2.7
1985/3/31,3.9,8.7,0.8
